repo_key,eligible_1_10,eligible_2_10,repo,datasets,tasks_all,date_min,date_max,licence_dataset,provisional_sha,fetch_seconds,measure_seconds,files_total,py_files,nontest_py_files,test_py_files,code_lines_nontest_nonvendor,py_lines_nontest_nonvendor,python_share,vendored_code_lines,generated_code_lines,generated_or_vendored_share,ipynb_files,packaging_files,packaging_paths,licence_files,count_errors,pygount_generated_files,pygount_binary_files,checkout_mb
iterative/dvc,260,136,iterative/dvc,swebench_live_full;swegym;swerebench_filtered,273,2018-06-05 22:42:34+00:00,2025-08-15 17:07:16+00:00,Apache License 2.0,29386a0dbba672881f4a729973ebc5fd95417cd3,3.4,1.8,591.0,554.0,257.0,297.0,27983.0,27983.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,3.0
jackdewinter/pymarkdown,19,10,jackdewinter/pymarkdown,swerebench_filtered,20,2022-01-30 17:39:40+00:00,2024-11-04 02:27:57+00:00,MIT License,cee1f3f5575f73b671deb4374c6e7a263fa40df9,4.9,2.5,1390.0,465.0,244.0,221.0,44308.0,44223.0,0.9981,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE.txt,0.0,0.0,0.0,10.3
jlowin/fastmcp,21,6,jlowin/fastmcp,swebench_live_full,25,2025-04-25 07:32:05+00:00,2025-08-26 02:09:18+00:00,,3f24e401fd16069c620c7fff21e897bda7473909,5.3,2.1,571.0,329.0,157.0,172.0,18356.0,18356.0,1.0,0.0,0.0,0.0,0.0,3.0,examples/atproto_mcp/pyproject.toml;examples/smart_home/pyproject.toml;pyproject.toml,LICENSE,0.0,0.0,0.0,9.9
joke2k/faker,41,10,joke2k/faker,swebench_live_full;swerebench_filtered,44,2017-11-13 20:15:38+00:00,2025-07-01 19:17:24+00:00,MIT License,73efc82d92951c5245ff25c824f29a16d040be7b,4.8,6.9,798.0,756.0,698.0,58.0,35418.0,35413.0,0.9999,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE.txt,0.0,2.0,0.0,9.4
jpadilla/pyjwt,14,3,jpadilla/pyjwt,swebench_live_full;swerebench_filtered,14,2017-11-05 13:53:01+00:00,2025-02-21 22:22:15+00:00,MIT License,ebc941de508f76acaa78defb15197092458f1874,2.3,0.5,92.0,26.0,13.0,13.0,1606.0,1606.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,0.3
jupyterlab/jupyter-ai,12,8,jupyterlab/jupyter-ai,swebench_live_full,13,2024-01-21 15:38:35+00:00,2025-03-25 20:58:13+00:00,,0e2c4e41ffdc4c35132840d97135664843c9fe2a,3.4,1.0,281.0,81.0,62.0,19.0,6555.0,4278.0,0.6526,0.0,0.0,0.0,10.0,9.0,packages/jupyter-ai-magics/pyproject.toml;packages/jupyter-ai-magics/setup.py;packages/jupyter-ai-module-cookiecutter/{{cookiecutter.root_dir_name}}/pyproject.toml;packages/jupyter-ai-module-cookiecutter/{{cookiecutter.root_dir_name}}/setup.py;packages/jupyter-ai-test/pyproject.toml;packages/jupyter-ai-test/setup.py;packages/jupyter-ai/pyproject.toml;packages/jupyter-ai/setup.py;pyproject.toml,LICENSE,0.0,0.0,0.0,7.8
kedro-org/kedro,35,10,kedro-org/kedro,swebench_live_full;swerebench_filtered,36,2023-07-31 10:38:03+00:00,2025-07-25 14:32:19+00:00,Apache License 2.0,94c35e92d00b621f4477967366d04af2be21facd,8.3,1.6,646.0,169.0,91.0,78.0,7706.0,7530.0,0.9772,0.0,0.0,0.0,1.0,4.0,features/steps/test_plugin/pyproject.toml;features/steps/test_starter/{{ cookiecutter.repo_name }}/pyproject.toml;kedro/templates/project/{{ cookiecutter.repo_name }}/pyproject.toml;pyproject.toml,LICENSE.md,0.0,2.0,0.0,90.1
keras-team/keras,44,14,keras-team/keras,swebench_live_full,48,2024-03-11 17:59:37+00:00,2025-03-19 18:58:52+00:00,,d865f5f0f2b7862afb96a4bf3dabdd0d464e5da9,4.8,4.7,943.0,898.0,637.0,261.0,83164.0,83044.0,0.9986,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,132.0,0.0,8.8
koxudaxi/datamodel-code-generator,24,3,koxudaxi/datamodel-code-generator,swebench_live_full;swerebench_filtered,25,2022-05-12 22:23:45+00:00,2025-08-03 18:59:08+00:00,MIT License,10da583f64568a1fdac426c71688dd604d3ff51d,2.5,2.3,949.0,624.0,38.0,586.0,8346.0,8346.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,3.8
kozea/weasyprint,18,6,Kozea/WeasyPrint,swebench_live_full,22,2024-01-15 14:39:43+00:00,2025-07-06 11:54:40+00:00,,121e6b37f9ea8eb24ea1061b517cb1c783a8b588,2.4,2.9,196.0,144.0,66.0,78.0,21122.0,21122.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,2.6
lincc-frameworks/nested-pandas,10,0,lincc-frameworks/nested-pandas,swerebench_filtered,10,2024-07-09 18:13:37+00:00,2025-04-29 17:56:51+00:00,MIT License,c771a8b712f14c7721b8b375b1fdf4df338d0a68,2.6,0.7,89.0,30.0,18.0,12.0,1726.0,1693.0,0.9809,0.0,0.0,0.0,5.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,0.8
linkml/linkml,10,4,linkml/linkml,swerebench_filtered,12,2021-07-16 18:14:03+00:00,2023-12-08 20:41:52+00:00,Apache License 2.0,656d1719297b2a394273db13262ba76b1e0be118,8.4,2.7,3428.0,441.0,111.0,330.0,15069.0,14929.0,0.9907,0.0,0.0,0.0,7.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,154.1
marcosschroh/dataclasses-avroschema,11,4,marcosschroh/dataclasses-avroschema,swerebench_filtered,11,2022-04-15 14:27:12+00:00,2025-02-04 12:22:53+00:00,MIT License,2bec52e49a789dfa90d5f4f0448498632cba33a6,2.9,1.0,189.0,96.0,51.0,45.0,3216.0,3216.0,1.0,0.0,0.0,0.0,0.0,6.0,examples/kafka-examples/aiokafka-example/pyproject.toml;examples/kafka-examples/kafka-python-example/pyproject.toml;examples/kafka-examples/schema-evolution-example/pyproject.toml;examples/rabbitmq-examples/rabbitmq-pika/pyproject.toml;examples/redis-examples/redis-streams-example/pyproject.toml;pyproject.toml,LICENSE,0.0,0.0,0.0,1.1
marshmallow-code/apispec,11,1,marshmallow-code/apispec,swerebench_filtered,11,2019-02-04 21:07:49+00:00,2024-12-06 23:46:16+00:00,MIT License,59751b7154270ea94838019fd103a1a8b4590e29,2.7,0.4,56.0,24.0,13.0,11.0,1214.0,1214.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,0.4
marshmallow-code/marshmallow,11,3,marshmallow-code/marshmallow,swerebench_filtered,11,2018-11-02 00:52:03+00:00,2025-01-21 19:27:58+00:00,MIT License,ea26aeb08c37c4e4c5bd323689c873d14f13d58d,2.8,0.9,104.0,36.0,18.0,18.0,2964.0,2964.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,0.9
materials-consortia/optimade-python-tools,11,2,Materials-Consortia/optimade-python-tools,swerebench_filtered,11,2020-09-01 11:48:07+00:00,2025-03-20 13:08:43+00:00,MIT License,98cb352464082019f10b6c7b0659c53f6240fbbb,3.3,1.3,302.0,141.0,78.0,63.0,8546.0,8353.0,0.9774,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,2.5
matplotlib/matplotlib,277,62,matplotlib/matplotlib,swebench_full;swebench_live_full,286,2019-04-03 06:40:32+00:00,2025-08-26 23:08:45+00:00,,d3491dc8151d87d46b0b29b859eee0d972292bb0,7.6,9.2,4494.0,906.0,775.0,131.0,113358.0,93110.0,0.8214,42081.0,1457.0,0.2801,3.0,1.0,pyproject.toml,,0.0,2.0,0.0,65.9
matrix-org/synapse,14,9,matrix-org/synapse,swerebench_filtered,14,2019-03-01 08:48:39+00:00,2022-07-08 11:09:24+00:00,Apache License 2.0,a962c5a56de69c03848646f25991fabe6e4c39d1,5.0,5.9,1500.0,813.0,524.0,289.0,92090.0,88072.0,0.9564,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,32.7
matthewwithanm/python-markdownify,13,1,matthewwithanm/python-markdownify,swerebench_filtered,13,2021-02-05 19:44:50+00:00,2025-03-01 16:01:32+00:00,MIT License,ac5736f0a3ccd072202aa99edcbe3cc31340461b,2.0,0.2,21.0,12.0,2.0,10.0,531.0,531.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,0.1
mikedh/trimesh,18,18,mikedh/trimesh,swebench_live_full;swerebench_filtered,25,2019-11-11 18:13:35+00:00,2025-05-22 18:24:08+00:00,MIT License,156e6c4b236fada0ba236f07365ab41d538264d7,4.8,2.3,545.0,248.0,134.0,114.0,22881.0,22776.0,0.9954,0.0,0.0,0.0,9.0,1.0,pyproject.toml,LICENSE.md,0.0,0.0,0.0,33.0
missionpinball/mpf,10,6,missionpinball/mpf,swerebench_filtered,10,2018-01-22 19:18:54+00:00,2019-10-03 11:03:03+00:00,MIT License,c43bf1badfedd961d324af3199ea586438102ca3,3.1,2.6,868.0,429.0,267.0,162.0,30506.0,30506.0,1.0,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE.md,0.0,0.0,0.0,5.5
mit-ll-responsible-ai/hydra-zen,10,1,mit-ll-responsible-ai/hydra-zen,swerebench_filtered,10,2021-07-09 15:01:01+00:00,2024-07-12 15:40:13+00:00,MIT License,2e7e253ba904707dc9b3d67b24a37aa7d9771853,2.5,1.4,194.0,98.0,24.0,71.0,4740.0,4736.0,0.9992,54.0,0.0,0.0113,0.0,1.0,pyproject.toml,LICENSE.txt,0.0,0.0,0.0,2.4
mne-tools/mne-python,13,10,mne-tools/mne-python,swerebench_filtered,13,2022-09-16 20:25:11+00:00,2024-06-14 10:00:25+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",d0eff795ad5d52c72428f61cb39cfb966bd60571,8.2,6.7,1499.0,850.0,604.0,246.0,126158.0,123376.0,0.9779,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE.txt,0.0,1.0,0.0,100.1
modin-project/modin,101,42,modin-project/modin,swegym;swerebench_filtered,112,2021-04-29 09:04:40+00:00,2025-02-06 21:20:05+00:00,Apache License 2.0,35275e1c2d8a420a0fd16e3fca6ae5383fbdbc55,5.2,2.9,734.0,401.0,293.0,108.0,46375.0,46319.0,0.9988,0.0,0.0,0.0,29.0,1.0,setup.py,LICENSE;LICENSE_HEADER,0.0,0.0,0.0,27.1
mozilla/bleach,11,4,mozilla/bleach,swerebench_filtered,11,2017-03-03 17:05:38+00:00,2024-10-25 18:09:05+00:00,Apache License 2.0,648a97d0884ccddf8a7a9887adc83d32974688dc,2.2,2.2,118.0,54.0,12.0,7.0,1063.0,1036.0,0.9746,7872.0,0.0,0.881,0.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,0.8
mwaskom/seaborn,21,10,mwaskom/seaborn,swebench_full,22,2020-12-18 19:35:43+00:00,2023-06-27 23:17:29+00:00,,515286e02be3e4c0ff2ef4addb34a53c4a676ee4,3.6,2.0,327.0,153.0,107.0,40.0,15601.0,15563.0,0.9976,1155.0,0.0,0.0689,90.0,1.0,pyproject.toml,LICENSE.md,0.0,0.0,0.0,5.5
mwouts/jupytext,13,3,mwouts/jupytext,swerebench_filtered,13,2019-10-29 23:58:10+00:00,2025-03-13 20:08:58+00:00,MIT License,ef6afaaa032edea57c8867949b47335463a2321f,3.7,1.8,774.0,265.0,43.0,222.0,7350.0,6404.0,0.8713,0.0,0.0,0.0,77.0,1.0,pyproject.toml,LICENSE,0.0,2.0,0.0,10.6
narwhals-dev/narwhals,25,17,narwhals-dev/narwhals,swerebench_filtered,25,2024-05-11 20:12:52+00:00,2024-12-29 21:33:39+00:00,MIT License,0a67642a507699fecedcb5f945c2e05b5a0f4160,2.7,2.4,418.0,333.0,109.0,224.0,18766.0,18732.0,0.9982,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE.md,0.0,0.0,0.0,2.8
networkx/networkx,44,13,networkx/networkx,swebench_live_full;swerebench_filtered,45,2017-03-14 15:36:14+00:00,2025-08-29 13:10:02+00:00,BSD 3-Clause,8ec80c76f34ccb5df0ab197eef597da49d86f029,3.6,2.6,957.0,677.0,384.0,291.0,39712.0,39644.0,0.9983,94.0,0.0,0.0024,0.0,1.0,pyproject.toml,LICENSE.txt,0.0,1.0,0.0,9.9
nilearn/nilearn,24,10,nilearn/nilearn,swerebench_filtered,26,2021-06-04 16:01:59+00:00,2025-02-20 11:06:03+00:00,New BSD License,fefa4d30c262384ebda0f1123a1691abf466a9f0,5.4,5.0,951.0,421.0,262.0,155.0,36809.0,36564.0,0.9933,1072.0,136.0,0.0319,1.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,28.5
nipy/nipype,18,4,nipy/nipype,swerebench_filtered,18,2017-04-05 00:47:13+00:00,2024-08-01 09:45:41+00:00,Apache License 2.0,6ac81cabddcd1174e1d8630737136aa14b4a11ed,3.3,3.5,1869.0,1346.0,312.0,1030.0,59797.0,59338.0,0.9923,2716.0,0.0,0.0434,0.0,3.0,nipype/interfaces/dipy/setup.py;pyproject.toml;setup.py,LICENSE,0.0,50.0,0.0,11.3
nltk/nltk,11,2,nltk/nltk,swerebench_filtered,11,2020-03-02 22:33:26+00:00,2023-11-09 07:51:48+00:00,Apache License 2.0,e0b05bb36f18b3d6b2a44e4a1831b05d586791f3,3.4,3.4,496.0,360.0,308.0,52.0,59103.0,59035.0,0.9988,0.0,0.0,0.0,1.0,1.0,setup.py,LICENSE.txt,0.0,2.0,0.0,8.5
nrel/hescore-hpxml,15,1,NREL/hescore-hpxml,swerebench_filtered,15,2019-07-24 19:57:16+00:00,2022-03-15 22:39:31+00:00,"BSD 2-Clause ""Simplified"" License",,,,,,,,,,,,,,,,,,,,,
numba/numba,35,13,numba/numba,swerebench_filtered,35,2019-01-30 14:15:59+00:00,2024-10-17 13:16:30+00:00,"BSD 2-Clause ""Simplified"" License",b49469f06176769ecfa47a7865ef2030f4ed77f4,3.0,5.8,1037.0,782.0,369.0,413.0,127360.0,108944.0,0.8554,0.0,3.0,0.0,0.0,1.0,setup.py,LICENSE;LICENSES.third-party,0.0,1.0,0.0,13.6
nvidia/hpc-container-maker,10,3,NVIDIA/hpc-container-maker,swerebench_filtered,10,2020-03-20 22:31:45+00:00,2024-05-14 16:36:31+00:00,Apache License 2.0,ce582fa83c9dc96c74e0343fdc25c69c9ea277e8,2.2,1.6,236.0,203.0,119.0,84.0,8146.0,8029.0,0.9856,0.0,0.0,0.0,1.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,1.6
oasis-open/cti-python-stix2,21,9,oasis-open/cti-python-stix2,swerebench_filtered,23,2017-05-15 15:03:14+00:00,2024-09-23 14:52:23+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",fa8c95bba783c9dce8e2c56391077aee22767553,2.3,1.6,306.0,165.0,69.0,96.0,9462.0,9462.0,1.0,0.0,0.0,0.0,16.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,3.1
omni-us/jsonargparse,28,7,omni-us/jsonargparse,swerebench_filtered,28,2021-08-06 21:11:08+00:00,2025-04-22 17:31:57+00:00,MIT License,ce4b8aa8f26cc91b0878329b8c14f1b7177f1774,2.2,2.1,79.0,51.0,25.0,26.0,8313.0,8313.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE.rst,0.0,0.0,0.0,1.2
openai/openai-agents-python,13,7,openai/openai-agents-python,swebench_live_full,13,2025-03-26 19:08:24+00:00,2025-09-02 09:55:04+00:00,,6904dcbbdbf211aa2542a1e824db28985a0e914b,2.2,1.4,497.0,306.0,199.0,107.0,15133.0,14851.0,0.9814,0.0,0.0,0.0,1.0,2.0,pyproject.toml;src/agents/tracing/setup.py,LICENSE,0.0,0.0,0.0,4.2
ouranosinc/xclim,14,4,Ouranosinc/xclim,swerebench_filtered,14,2019-05-30 18:33:16+00:00,2020-08-04 13:50:33+00:00,Apache License 2.0,c3cce368e5ac64b27ecc93157095f55fefd07305,7.8,1.5,159.0,76.0,43.0,33.0,5384.0,5384.0,1.0,0.0,0.0,0.0,15.0,1.0,setup.py,LICENSE,0.0,1.0,0.0,38.1
pallets/flask,13,4,pallets/flask,swebench_full;swebench_live_full,14,2021-05-13 21:32:41+00:00,2025-05-17 04:29:30+00:00,,10bdf61a0f751f3cb000f8f8ac5ac5b4bb535677,2.1,1.1,249.0,83.0,35.0,48.0,4116.0,4097.0,0.9954,0.0,0.0,0.0,0.0,4.0,examples/celery/pyproject.toml;examples/javascript/pyproject.toml;examples/tutorial/pyproject.toml;pyproject.toml,LICENSE.txt,0.0,0.0,0.0,1.5
pandas-dev/pandas,653,192,pandas-dev/pandas,swegym;swerebench_filtered,749,2022-05-28 05:08:07+00:00,2025-03-26 16:40:24+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",543680dcd9af5e4a9443d54204ec21e801652252,8.7,6.1,2624.0,1503.0,379.0,1124.0,139172.0,110665.0,0.7952,5652.0,0.0,0.039,1.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,54.0
patroni/patroni,21,10,patroni/patroni,swebench_live_full,21,2024-01-02 08:18:19+00:00,2025-08-14 11:08:42+00:00,,e8911304a33cb8f0c6c048d3f8bae717633aca09,2.3,2.6,267.0,117.0,82.0,35.0,20450.0,18451.0,0.9022,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,1.0,0.0,3.6
pdm-project/pdm,48,30,pdm-project/pdm,swebench_live_full;swerebench_filtered,49,2022-06-30 06:20:49+00:00,2025-06-25 01:18:08+00:00,MIT License,b728ef778f4d693a67bd9d11eaab00ad30c6802f,2.6,1.6,377.0,226.0,138.0,88.0,16756.0,16340.0,0.9752,0.0,86.0,0.0051,0.0,5.0,chatbot/pyproject.toml;pyproject.toml;src/pdm/cli/templates/default/pyproject.toml;src/pdm/cli/templates/minimal/pyproject.toml;src/pdm/models/setup.py,LICENSE,0.0,0.0,0.0,4.6
pennylaneai/pennylane,75,24,PennyLaneAI/pennylane,swerebench_filtered,76,2020-11-04 08:40:18+00:00,2025-02-07 21:08:55+00:00,Apache License 2.0,e0b21748136c69e924be7d776c2588f47508f0b1,6.0,4.7,1599.0,1067.0,528.0,539.0,61558.0,61498.0,0.999,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,74.6
peterbe/hashin,14,3,peterbe/hashin,swerebench_filtered,14,2018-08-29 15:07:40+00:00,2024-09-20 21:25:17+00:00,MIT License,2bea4202782312b79a3857a3995305a1c0fcd62a,1.8,0.1,18.0,5.0,2.0,3.0,526.0,522.0,0.9924,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,0.2
pika/pika,10,5,pika/pika,swerebench_filtered,10,2017-07-27 13:51:36+00:00,2022-08-22 16:30:09+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",8598474923fd7809eeeaf88253da3c9a27cbf09a,2.7,1.2,157.0,87.0,48.0,39.0,8534.0,8426.0,0.9873,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,1.6
planetlabs/planet-client-python,22,7,planetlabs/planet-client-python,swerebench_filtered,23,2017-11-09 21:30:58+00:00,2024-10-30 00:08:54+00:00,Apache License 2.0,efcb023bc194622414a3d71a5a9926173056534a,3.4,1.0,148.0,64.0,36.0,28.0,3505.0,3505.0,1.0,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,4.2
pre-commit/pre-commit,40,8,pre-commit/pre-commit,swerebench_filtered,42,2017-05-10 19:53:23+00:00,2024-03-24 17:17:27+00:00,MIT License,716da1e49c36b8ae46d1dd0ef5aabdb475ee4388,2.8,1.0,204.0,131.0,65.0,66.0,4651.0,4424.0,0.9512,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,0.8
pre-commit/pre-commit-hooks,18,0,pre-commit/pre-commit-hooks,swerebench_filtered,20,2017-02-10 13:28:28+00:00,2024-10-07 02:00:07+00:00,MIT License,873992cf07fee49661fd05cc963e6ae6b46e1462,2.2,0.7,110.0,76.0,35.0,41.0,1566.0,1566.0,1.0,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,0.2
privacyidea/privacyidea,10,8,privacyidea/privacyidea,swebench_live_full,12,2024-01-29 09:38:26+00:00,2025-08-22 14:05:43+00:00,,c529ef892c020320e8196628419e175bedca7a05,6.0,7.6,1931.0,519.0,370.0,149.0,100871.0,45220.0,0.4483,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,3.0,0.0,46.5
probabl-ai/skore,15,1,probabl-ai/skore,swerebench_filtered,15,2024-10-21 13:26:00+00:00,2025-02-15 18:14:07+00:00,MIT License,035e4f65d914d492ac75c387c7b227fb1ed9e1c2,4.4,1.2,325.0,133.0,85.0,45.0,9000.0,4644.0,0.516,459.0,0.0,0.0485,0.0,1.0,skore/pyproject.toml,LICENSE,0.0,0.0,0.0,1.8
project-monai/monai,345,175,Project-MONAI/MONAI,swegym,374,2020-05-26 19:50:27+00:00,2024-05-10 12:37:06+00:00,,a052c4435a088a1e87f2d41279822109edbd59fd,4.9,4.5,1392.0,1164.0,398.0,766.0,72572.0,63717.0,0.878,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,22.8
projectmesa/mesa,14,4,projectmesa/mesa,swebench_live_full;swerebench_filtered,14,2021-03-04 14:47:50+00:00,2025-04-14 17:55:26+00:00,Apache License 2.0,08ff1edaba02bd6af95c545f4312dd039fb80bb9,3.9,1.3,181.0,102.0,84.0,18.0,6317.0,6317.0,1.0,0.0,188.0,0.0298,12.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,1.4
psf/black,15,6,psf/black,swebench_live_full;swerebench_filtered,15,2020-10-31 18:29:26+00:00,2025-07-29 14:04:23+00:00,MIT License,bdd7fcd9396350b2887e22dec67072db3aeeeaa9,2.8,12.4,429.0,295.0,60.0,235.0,19492.0,19491.0,0.9999,0.0,680.0,0.0349,6.0,3.0,docs/compatible_configs/isort/pyproject.toml;docs/compatible_configs/pylint/pyproject.toml;pyproject.toml,LICENSE,0.0,0.0,0.0,5.8
psf/requests,44,11,psf/requests,swebench_full;swebench_live_full,45,2012-08-10 16:49:52+00:00,2024-02-22 01:11:15+00:00,,382fc2c0c6c0ef0874bc65bc1175f97c073e5086,3.3,0.9,103.0,35.0,21.0,14.0,2800.0,2800.0,1.0,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,5.1
pvlib/pvlib-python,26,6,pvlib/pvlib-python,swebench_live_full,30,2024-01-11 23:08:20+00:00,2025-04-30 17:31:02+00:00,,216386ef2f2fcdcaf1b3ecb5913abdf54e9eabaf,6.9,2.5,442.0,178.0,115.0,63.0,13090.0,13019.0,0.9946,0.0,0.0,0.0,8.0,3.0,pvlib/spa_c_files/setup.py;pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,78.0
pycqa/pyflakes,16,1,PyCQA/pyflakes,swerebench_filtered,16,2017-05-31 03:24:45+00:00,2023-01-31 18:34:43+00:00,MIT License,e9324649874a7124a08c3826d4cf78a4dc3aa32c,1.8,0.5,32.0,22.0,11.0,11.0,1761.0,1761.0,1.0,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,0.3
pydantic/pydantic,79,30,pydantic/pydantic,swegym,83,2022-12-27 23:18:46+00:00,2024-05-17 15:27:52+00:00,,7bdfac37dae746d6ee81cfec256657351074ff79,3.5,2.8,489.0,295.0,105.0,190.0,24054.0,24011.0,0.9982,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,6.5
pydata/xarray,122,40,pydata/xarray,swebench_full;swebench_live_full;swerebench_filtered,140,2019-04-17 21:52:37+00:00,2025-03-29 13:58:42+00:00,Apache License 2.0,d008e331ba11f6cb648ff447756e14e3252b368d,4.8,3.4,387.0,223.0,145.0,78.0,41210.0,41157.0,0.9987,0.0,0.0,0.0,9.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,4.0,0.0,9.5
pydicom/pydicom,42,12,pydicom/pydicom,swebench_live_full;swerebench_filtered,43,2017-07-26 15:12:32+00:00,2025-05-12 03:09:00+00:00,MIT License,6da2a7301dbd0b67eac9476bf2821ac6111e1d7f,4.6,12.3,525.0,169.0,109.0,60.0,39897.0,39778.0,0.997,0.0,24422.0,0.6121,0.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,11.1
pylint-dev/pylint,117,37,pylint-dev/pylint,swebench_full;swebench_live_full,119,2021-03-02 15:18:14+00:00,2025-05-22 20:11:07+00:00,,ed5963235706741560b095bd7e5a8865e3be1009,3.2,5.4,3884.0,2307.0,1081.0,1226.0,30090.0,30090.0,1.0,0.0,0.0,0.0,0.0,3.0,examples/pyproject.toml;pylint/config/_pylint_config/setup.py;pyproject.toml,LICENSE,0.0,0.0,0.0,5.6
pypa/pip,12,4,pypa/pip,swerebench_filtered,12,2017-03-31 01:31:40+00:00,2024-10-27 13:52:49+00:00,MIT License,4f6aeb17ed540e181b9ad1dea8d7b5389effd21b,3.8,3.7,998.0,634.0,159.0,215.0,19098.0,19098.0,1.0,46548.0,0.0,0.7091,0.0,1.0,pyproject.toml,LICENSE.txt,0.0,6.0,0.0,15.1
pypa/setuptools_scm,26,8,pypa/setuptools_scm,swerebench_filtered,26,2017-04-08 16:14:53+00:00,2024-05-02 10:24:22+00:00,MIT License,d75201a03ea01bf2d99a2521b87cdea30320f887,2.0,0.9,86.0,50.0,33.0,17.0,2207.0,2207.0,1.0,0.0,0.0,0.0,0.0,4.0,docs/examples/version_scheme_code/pyproject.toml;docs/examples/version_scheme_code/setup.py;nextgen/vcs-versioning/pyproject.toml;pyproject.toml,LICENSE,0.0,0.0,0.0,0.3
pypsa/pypsa,10,4,PyPSA/PyPSA,swebench_live_full,13,2024-05-16 06:19:03+00:00,2025-08-12 12:51:17+00:00,,03686184a56007b43f2e4f74d3b2caa1370d4e69,4.4,2.0,522.0,137.0,80.0,57.0,12732.0,12732.0,1.0,0.0,0.0,0.0,32.0,1.0,pyproject.toml,LICENSE.txt,0.0,1.0,0.0,13.3
pytest-dev/pytest,116,24,pytest-dev/pytest,swebench_full;swebench_live_full,120,2019-04-13 16:17:45+00:00,2024-06-20 16:50:09+00:00,,bf451d47a1b3be80a7f89b3076e4816c47390037,3.3,2.4,584.0,249.0,89.0,160.0,19537.0,19537.0,1.0,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,5.1
python-attrs/attrs,13,2,python-attrs/attrs,swebench_live_full,13,2024-03-05 15:18:49+00:00,2025-08-01 06:13:57+00:00,,af349876f4fb5df2b71a3f4878239b775bc89230,4.0,1.0,131.0,53.0,20.0,33.0,3361.0,2648.0,0.7879,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,1.8
