repo_key,eligible_1_10,eligible_2_10,repo,datasets,tasks_all,date_min,date_max,licence_dataset,provisional_sha,fetch_seconds,measure_seconds,files_total,py_files,nontest_py_files,test_py_files,code_lines_nontest_nonvendor,py_lines_nontest_nonvendor,python_share,vendored_code_lines,generated_code_lines,generated_or_vendored_share,ipynb_files,packaging_files,packaging_paths,licence_files,count_errors,pygount_generated_files,pygount_binary_files,checkout_mb,fork,archived,licence_spdx,description,parent,stargazers_count,topics,measured,R2_python_share,R3_min_files,R5_licence,X_fork,X_notebooks,X_generated_vendored,flag_monorepo_check,passes_R2_R3_R5_X,python_share_b,nontest_py_files_b,passes_variant_b
falconry/falcon,20,10,falconry/falcon,swebench_live_full;swerebench_filtered,22,2017-01-27 00:42:54+00:00,2025-07-22 15:24:51+00:00,Apache License 2.0,c8e7d1dd5af65939d30d88a0fbc6aa2f2c920935,2.7,1.7,433.0,264.0,154.0,110.0,11999.0,11456.0,0.9547,0.0,21.0,0.0018,0.0,3.0,falcon/bench/nuts/setup.py;pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,4.2,False,False,Apache-2.0,"The no-magic web API and microservices framework for Python developers, with a focus on reliability and performance at scale.",,9801.0,"['api', 'api-rest', 'asgi', 'http', 'microservices', 'python', 'rest', 'web', 'wsgi']",True,True,True,True,False,False,False,False,True,0.9926,154.0,True
fatal1ty/mashumaro,14,7,Fatal1ty/mashumaro,swerebench_filtered,14,2023-06-14 20:10:39+00:00,2024-04-28 21:20:10+00:00,Apache License 2.0,c076075516af07c0bb552b1a388019380f8d76ae,1.9,0.9,165.0,140.0,76.0,64.0,7271.0,7222.0,0.9933,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,0.9,False,False,Apache-2.0,Fast and well tested serialization library,,937.0,"['dataclass', 'dataclasses', 'deserialization', 'json', 'json-schema', 'jsonschema', 'marshalling', 'msgpack', 'openapi', 'python', 'python3', 'serde', 'serialization', 'toml', 'type-hints', 'typehints', 'yaml']",True,True,True,True,False,False,False,False,True,0.9981,76.0,True
feder-observatory/stellarphot,13,2,feder-observatory/stellarphot,swerebench_filtered,14,2023-12-22 21:42:38+00:00,2024-10-12 16:53:31+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",adc4858fef2a9b3f828903752b8f846da16e81b0,2.8,1.2,166.0,80.0,47.0,33.0,5530.0,5530.0,1.0,0.0,0.0,0.0,17.0,1.0,pyproject.toml,LICENSE.rst,0.0,0.0,0.0,2.4,False,False,BSD-3-Clause,Stellar aperture photometry ,,6.0,"['astronomy-software', 'astropy', 'jupyter-notebook', 'jupyterlab']",True,True,False,True,False,False,False,False,False,1.0,47.0,False
fitbenchmarking/fitbenchmarking,22,12,fitbenchmarking/fitbenchmarking,swerebench_filtered,22,2019-11-27 12:33:32+00:00,2025-03-18 20:03:00+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",82716374bf37f0fe0e6f6a5fc5cc14fa7d036976,17.5,2.1,1158.0,171.0,121.0,50.0,9591.0,8800.0,0.9175,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE.txt,0.0,1.0,0.0,144.1,False,False,BSD-3-Clause,Tool for comparing the run time and accuracy of minimizers on fit benchmarking problems,,17.0,[],True,True,True,True,False,False,False,False,True,0.9175,121.0,True
fonttools/fonttools,15,6,fonttools/fonttools,swebench_live_full,15,2024-01-24 12:15:46+00:00,2025-08-18 10:05:57+00:00,,7b50bde2ee3ac6c9e1936ea8c5351ffd84e4606c,3.5,4.9,2569.0,525.0,357.0,168.0,73990.0,73990.0,1.0,0.0,2804.0,0.0379,1.0,2.0,pyproject.toml;setup.py,LICENSE;LICENSE.external,0.0,1.0,0.0,21.3,False,False,MIT,A library to manipulate font files from Python.,,5258.0,"['fonts', 'opentype', 'python']",True,True,True,True,False,False,False,False,True,1.0,357.0,True
frictionlessdata/frictionless-py,21,10,frictionlessdata/frictionless-py,swerebench_filtered,22,2020-09-28 11:38:52+00:00,2022-06-21 09:09:46+00:00,MIT License,33bfb1d99595667202aaa6fa01e54f4865e4c2fa,4.1,1.6,995.0,492.0,249.0,243.0,11934.0,11341.0,0.9503,0.0,0.0,0.0,6.0,2.0,pyproject.toml;setup.py,LICENSE.md,0.0,0.0,0.0,38.7,False,False,MIT,"Data management framework for Python that provides functionality to describe, extract, validate, and transform tabular data",,843.0,[],True,True,True,True,False,False,False,False,True,0.9503,249.0,True
fsspec/filesystem_spec,21,8,fsspec/filesystem_spec,swebench_live_full;swerebench_filtered,22,2021-11-21 10:54:58+00:00,2025-07-25 11:11:09+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",81a5fd53cb17c3c1fffb9661d1563ea2d62b6d71,2.3,1.9,151.0,109.0,47.0,62.0,11066.0,11061.0,0.9995,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,8.8,False,False,BSD-3-Clause,A specification that python filesystems should adhere to.,,1354.0,[],True,True,False,True,False,False,False,False,False,0.9995,47.0,False
genericmappingtools/pygmt,13,4,GenericMappingTools/pygmt,swerebench_filtered,14,2020-09-02 01:39:18+00:00,2022-06-15 14:44:10+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",1067fa316b214d470f26f4affba743a4835a53c8,3.4,1.1,500.0,239.0,167.0,72.0,6264.0,6223.0,0.9935,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE.txt,0.0,0.0,0.0,4.6,False,False,BSD-3-Clause,A Python interface for the Generic Mapping Tools.,,874.0,"['earth-science', 'geophysics', 'geoscience', 'hacktoberfest', 'maps', 'python', 'seismology']",True,True,True,True,False,False,False,False,True,0.9935,167.0,True
geopandas/geopandas,40,6,geopandas/geopandas,swebench_live_full;swerebench_filtered,40,2019-10-18 17:41:50+00:00,2025-06-22 17:06:00+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",a266d565b605ec3e7ccb86b52e7231ebcc7778c0,3.7,1.9,391.0,87.0,45.0,42.0,8032.0,8007.0,0.9969,0.0,0.0,0.0,18.0,2.0,pyproject.toml;setup.py,LICENSE.txt,0.0,1.0,0.0,12.4,False,False,BSD-3-Clause,Python tools for geographic data,,5256.0,"['geoparquet', 'geospatial', 'pandas', 'python', 'spatial']",True,True,False,True,False,False,False,False,False,0.9969,45.0,False
getmoto/moto,320,144,getmoto/moto,swegym,343,2022-01-24 00:56:09+00:00,2024-04-30 19:03:32+00:00,,98ad497eb4de25943ceadabe7c2c5c73cc810e27,3.9,9.4,2568.0,2064.0,1204.0,860.0,176417.0,176218.0,0.9989,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,2.0,0.0,55.1,False,False,Apache-2.0,A library that allows you to easily mock out tests based on AWS infrastructure.,,8667.0,"['aws', 'boto', 'ec2', 's3']",True,True,True,True,False,False,False,False,True,0.999,1203.0,True
getsentry/responses,13,0,getsentry/responses,swerebench_filtered,13,2018-12-05 20:36:38+00:00,2024-08-31 20:01:19+00:00,Apache License 2.0,b68e51388e08399a8828633910eac49d6fd35e2b,2.0,0.3,32.0,11.0,5.0,6.0,1211.0,1199.0,0.9901,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,0.3,False,False,Apache-2.0,A utility for mocking out the Python Requests library.,,4343.0,['tag-production'],True,True,False,True,False,False,False,False,False,0.9901,5.0,False
getsentry/sentry-python,15,6,getsentry/sentry-python,swerebench_filtered,17,2021-03-11 17:48:25+00:00,2025-04-02 10:52:44+00:00,MIT License,2c3776c582a23b6936c76ef53008bf63f861b6fd,3.0,2.0,476.0,390.0,155.0,235.0,20943.0,20821.0,0.9942,0.0,0.0,0.0,0.0,3.0,pyproject.toml;scripts/test-lambda-locally/pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,3.2,False,False,MIT,The official Python SDK for Sentry.io,,2205.0,"['crash-reporting', 'hacktoberfest', 'python', 'sdk', 'sentry', 'sentry-python', 'tag-production', 'team-web-backend']",True,True,True,True,False,False,False,False,True,0.9942,155.0,True
google/flax,14,5,google/flax,swerebench_filtered,15,2023-02-02 20:13:08+00:00,2025-04-15 01:12:55+00:00,Apache License 2.0,32ad6c57a6f2c09080e9746b903addcb5c2b226c,4.0,2.4,597.0,322.0,219.0,103.0,32709.0,32510.0,0.9939,0.0,0.0,0.0,33.0,2.0,flaxlib_src/pyproject.toml;pyproject.toml,LICENSE,0.0,0.0,0.0,10.9,False,False,Apache-2.0,Flax is a neural network library for JAX that is designed for flexibility.,,7328.0,['jax'],True,True,True,True,False,False,False,False,True,0.9942,219.0,True
google/mobly,10,5,google/mobly,swerebench_filtered,10,2017-02-28 17:06:35+00:00,2022-05-16 10:48:42+00:00,Apache License 2.0,c6145d2d18b6594420e5fa2ca95123d38e4b10ff,2.2,1.0,125.0,99.0,50.0,49.0,4014.0,4014.0,1.0,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,1.0,0.0,1.1,False,False,Apache-2.0,E2E test framework for tests with complex environment requirements.,,752.0,"['android', 'android-app', 'android-development', 'android-devices', 'android-test', 'android-wear', 'automation', 'bluetooth', 'cars', 'google', 'mobile', 'networking', 'phone', 'python', 'robotics', 'telephony', 'test-automation', 'testing', 'wifi', 'windows']",True,True,True,True,False,False,False,False,True,1.0,50.0,True
googleapis/python-storage,22,4,googleapis/python-storage,swerebench_filtered,23,2020-02-13 01:37:29+00:00,2024-12-11 16:58:59+00:00,Apache License 2.0,6aef9b7bf17c3ff50518e90c688f1b08a1b90f6d,3.7,1.7,375.0,225.0,160.0,65.0,9671.0,9242.0,0.9556,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,10.2,False,True,Apache-2.0,This library has moved to https://github.com/googleapis/google-cloud-python/tree/main/packages/google-cloud-storage,,503.0,[],True,True,True,True,False,False,False,False,True,0.9556,160.0,True
hgrecco/pint,33,11,hgrecco/pint,swebench_live_full;swerebench_filtered,34,2018-04-13 17:39:43+00:00,2025-08-05 15:17:46+00:00,BSD,16775fdc99688c4afd7954f51e1d61b9a491ab09,2.3,1.3,178.0,109.0,72.0,37.0,8847.0,8847.0,1.0,0.0,0.0,0.0,1.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,1.3,False,False,NOASSERTION,Operate and manipulate physical quantities in Python,,2801.0,"['python', 'science', 'units']",True,True,True,True,False,False,False,False,True,1.0,72.0,True
hylang/hy,20,4,hylang/hy,swerebench_filtered,20,2017-05-16 23:42:41+00:00,2023-10-16 14:36:34+00:00,MIT License,fa639893e5b56e3f3cc9f6ed46fd654dfaf35754,2.3,1.3,168.0,42.0,24.0,18.0,4668.0,4668.0,1.0,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,1.0,False,False,NOASSERTION,A dialect of Lisp that's embedded in Python,,5438.0,"['compiler', 'hy', 'lisps', 'macros', 'metaprogramming', 'python']",True,True,False,True,False,False,False,False,False,1.0,24.0,False
hynek/structlog,10,2,hynek/structlog,swebench_live_full;swerebench_filtered,10,2017-05-13 05:52:50+00:00,2025-04-16 20:28:51+00:00,Apache License 2.0 or MIT License,de3dfc8dce7c31c73064db5fdee7322f2b5f112b,2.4,0.9,116.0,46.0,23.0,23.0,2720.0,2720.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE-APACHE;LICENSE-MIT,0.0,0.0,0.0,2.0,False,False,NOASSERTION,"Simple, powerful, and fast logging for Python.",,4959.0,"['logging', 'python', 'structured-logging']",True,True,False,True,False,False,False,False,False,1.0,23.0,False
iamconsortium/nomenclature,14,8,IAMconsortium/nomenclature,swerebench_filtered,14,2023-09-25 15:17:13+00:00,2025-02-19 10:19:32+00:00,Apache License 2.0,e3541cc7eadb769f1a878213a1bc8c6e5e271fee,2.1,0.9,274.0,40.0,21.0,19.0,2441.0,2441.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,0.9,False,False,Apache-2.0,A package to work with IAMC-style variable templates,,24.0,"['energy-systems', 'iamc-format', 'integrated-assessment', 'pyam', 'python', 'scenario', 'scenario-data', 'timeseries-format']",True,True,False,True,False,False,False,False,False,1.0,21.0,False
ibis-project/ibis,10,3,ibis-project/ibis,swebench_live_full;swerebench_filtered,11,2022-10-18 15:09:26+00:00,2025-07-27 15:40:00+00:00,Apache License 2.0,8641087cbfdb847bf5f1e9e3fd920be55bf659c7,9.2,4.4,2380.0,554.0,195.0,359.0,44137.0,41616.0,0.9429,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE.txt,0.0,0.0,0.0,103.8,False,False,Apache-2.0,the portable Python dataframe library,,6661.0,"['bigquery', 'clickhouse', 'database', 'datafusion', 'duckdb', 'impala', 'mssql', 'mysql', 'pandas', 'polars', 'postgresql', 'pyarrow', 'pyspark', 'python', 'snowflake', 'sql', 'sqlite', 'trino']",True,True,True,True,False,False,False,False,True,0.9429,195.0,True
instructlab/instructlab,42,22,instructlab/instructlab,swebench_live_full,52,2024-03-07 00:06:35+00:00,2025-02-25 07:40:04+00:00,,2fffc620651d6d22c3279a1a6aac302146b97036,4.0,1.5,341.0,150.0,108.0,42.0,14797.0,12927.0,0.8736,0.0,0.0,0.0,1.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,30.3,False,True,Apache-2.0,InstructLab Core package.  Use this to chat with a model and execute the InstructLab workflow to train a model using custom taxonomy data.,,1416.0,[],True,True,True,True,False,False,False,False,True,0.8736,108.0,True
internetarchive/openlibrary,67,43,internetarchive/openlibrary,swebench_pro,91,,,,de903b9535d53122d655590f238a78e217a6c770,13.1,3.5,1790.0,388.0,262.0,126.0,50217.0,35458.0,0.7061,0.0,89.0,0.0018,0.0,3.0,pyproject.toml;scripts/solr_builder/setup.py;setup.py,LICENSE,0.0,0.0,0.0,25.9,False,False,AGPL-3.0,One webpage for every book ever published!,,6694.0,"['books', 'hacktoberfest', 'internet-archive', 'library-catalogue', 'open-source']",True,False,True,True,False,False,False,False,False,0.7061,262.0,False
ipython/ipython,24,10,ipython/ipython,swebench_live_full;swerebench_filtered,25,2018-10-15 01:28:16+00:00,2025-08-26 17:28:34+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",1460cef36a6e15915af6a2aa57f3384cc05693bb,4.4,2.1,473.0,294.0,183.0,107.0,26361.0,26104.0,0.9903,459.0,65.0,0.0195,0.0,2.0,pyproject.toml;setup.py,COPYING.rst;LICENSE,0.0,1.0,0.0,7.5,False,False,BSD-3-Clause,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website, documentation builds, etc.",,16783.0,"['closember', 'data-science', 'hacktoberfest', 'ipython', 'jupyter', 'python', 'spec-0']",True,True,True,True,False,False,False,False,True,0.9903,183.0,True
iterative/dvc,260,136,iterative/dvc,swebench_live_full;swegym;swerebench_filtered,273,2018-06-05 22:42:34+00:00,2025-08-15 17:07:16+00:00,Apache License 2.0,29386a0dbba672881f4a729973ebc5fd95417cd3,3.4,1.8,591.0,554.0,257.0,297.0,27983.0,27983.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,3.0,False,False,Apache-2.0,🦉 Data Versioning and ML Experiments,,15880.0,"['ai', 'data-science', 'data-version-control', 'developer-tools', 'machine-learning', 'reproducibility', 'unstructured-data']",True,True,True,True,False,False,False,False,True,1.0,257.0,True
jackdewinter/pymarkdown,19,10,jackdewinter/pymarkdown,swerebench_filtered,20,2022-01-30 17:39:40+00:00,2024-11-04 02:27:57+00:00,MIT License,cee1f3f5575f73b671deb4374c6e7a263fa40df9,4.9,2.5,1390.0,465.0,244.0,221.0,44308.0,44223.0,0.9981,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE.txt,0.0,0.0,0.0,10.3,False,False,MIT,,,141.0,"['linter', 'markdown', 'python']",True,True,True,True,False,False,False,False,True,1.0,203.0,True
jlowin/fastmcp,21,6,jlowin/fastmcp,swebench_live_full,25,2025-04-25 07:32:05+00:00,2025-08-26 02:09:18+00:00,,3f24e401fd16069c620c7fff21e897bda7473909,5.3,2.1,571.0,329.0,157.0,172.0,18356.0,18356.0,1.0,0.0,0.0,0.0,0.0,3.0,examples/atproto_mcp/pyproject.toml;examples/smart_home/pyproject.toml;pyproject.toml,LICENSE,0.0,0.0,0.0,9.9,False,False,Apache-2.0,"🚀 The fast, Pythonic way to build MCP servers and clients.",,27847.0,"['agents', 'fastmcp', 'llms', 'mcp', 'mcp-clients', 'mcp-servers', 'mcp-tools', 'model-context-protocol', 'python']",True,True,True,True,False,False,False,False,True,1.0,157.0,True
joke2k/faker,41,10,joke2k/faker,swebench_live_full;swerebench_filtered,44,2017-11-13 20:15:38+00:00,2025-07-01 19:17:24+00:00,MIT License,73efc82d92951c5245ff25c824f29a16d040be7b,4.8,6.9,798.0,756.0,698.0,58.0,35418.0,35413.0,0.9999,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE.txt,0.0,2.0,0.0,9.4,False,False,MIT,Faker is a Python package that generates fake data for you.,,19405.0,"['dataset', 'fake', 'fake-data', 'faker', 'faker-generator', 'python', 'test-data', 'test-data-generator', 'testing']",True,True,True,True,False,False,False,False,True,0.9999,698.0,True
jpadilla/pyjwt,14,3,jpadilla/pyjwt,swebench_live_full;swerebench_filtered,14,2017-11-05 13:53:01+00:00,2025-02-21 22:22:15+00:00,MIT License,ebc941de508f76acaa78defb15197092458f1874,2.3,0.5,92.0,26.0,13.0,13.0,1606.0,1606.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,0.3,False,False,MIT,JSON Web Token implementation in Python,,5703.0,"['hacktoberfest', 'jwt', 'python']",True,True,False,True,False,False,False,False,False,1.0,13.0,False
jupyterlab/jupyter-ai,12,8,jupyterlab/jupyter-ai,swebench_live_full,13,2024-01-21 15:38:35+00:00,2025-03-25 20:58:13+00:00,,0e2c4e41ffdc4c35132840d97135664843c9fe2a,3.4,1.0,281.0,81.0,62.0,19.0,6555.0,4278.0,0.6526,0.0,0.0,0.0,10.0,9.0,packages/jupyter-ai-magics/pyproject.toml;packages/jupyter-ai-magics/setup.py;packages/jupyter-ai-module-cookiecutter/{{cookiecutter.root_dir_name}}/pyproject.toml;packages/jupyter-ai-module-cookiecutter/{{cookiecutter.root_dir_name}}/setup.py;packages/jupyter-ai-test/pyproject.toml;packages/jupyter-ai-test/setup.py;packages/jupyter-ai/pyproject.toml;packages/jupyter-ai/setup.py;pyproject.toml,LICENSE,0.0,0.0,0.0,7.8,False,False,BSD-3-Clause,An open source extension that connects AI agents to computational notebooks in JupyterLab.,,4406.0,"['acp', 'agents', 'jupyter', 'jupyterlab', 'jupyterlab-extension']",True,False,True,True,False,False,False,True,False,0.6526,62.0,False
kedro-org/kedro,35,10,kedro-org/kedro,swebench_live_full;swerebench_filtered,36,2023-07-31 10:38:03+00:00,2025-07-25 14:32:19+00:00,Apache License 2.0,94c35e92d00b621f4477967366d04af2be21facd,8.3,1.6,646.0,169.0,91.0,78.0,7706.0,7530.0,0.9772,0.0,0.0,0.0,1.0,4.0,features/steps/test_plugin/pyproject.toml;features/steps/test_starter/{{ cookiecutter.repo_name }}/pyproject.toml;kedro/templates/project/{{ cookiecutter.repo_name }}/pyproject.toml;pyproject.toml,LICENSE.md,0.0,2.0,0.0,90.1,False,False,NOASSERTION,"Kedro is a toolbox for production-ready data science. It uses software engineering best practices to help you create data engineering and data science pipelines that are reproducible, maintainable, and modular.",,11006.0,"['agentic-ai', 'agentic-workflow', 'data-pipelines', 'hacktoberfest', 'kedro', 'machine-learning', 'machine-learning-engineering', 'mlops', 'python']",True,True,True,True,False,False,False,False,True,0.9772,91.0,True
keras-team/keras,44,14,keras-team/keras,swebench_live_full,48,2024-03-11 17:59:37+00:00,2025-03-19 18:58:52+00:00,,d865f5f0f2b7862afb96a4bf3dabdd0d464e5da9,4.8,4.7,943.0,898.0,637.0,261.0,83164.0,83044.0,0.9986,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,132.0,0.0,8.8,False,False,Apache-2.0,Deep Learning for humans,,64326.0,"['data-science', 'deep-learning', 'jax', 'machine-learning', 'neural-networks', 'python', 'pytorch', 'tensorflow']",True,True,True,True,False,False,False,False,True,0.9986,637.0,True
koxudaxi/datamodel-code-generator,24,3,koxudaxi/datamodel-code-generator,swebench_live_full;swerebench_filtered,25,2022-05-12 22:23:45+00:00,2025-08-03 18:59:08+00:00,MIT License,10da583f64568a1fdac426c71688dd604d3ff51d,2.5,2.3,949.0,624.0,38.0,586.0,8346.0,8346.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,3.8,False,False,MIT,"Generate Pydantic v2 models, dataclasses, TypedDict, and msgspec.Struct from OpenAPI, JSON Schema, GraphQL, Avro, Protobuf, and raw JSON/YAML/CSV.",,4020.0,"['code-generator', 'csv', 'dataclass', 'datamodel', 'fastapi', 'generator', 'graphql', 'json-schema', 'msgspec', 'openapi', 'openapi-codegen', 'pydantic', 'python', 'swagger', 'swagger-codegen', 'typeddict', 'yaml']",True,True,False,True,False,False,False,False,False,1.0,38.0,False
kozea/weasyprint,18,6,Kozea/WeasyPrint,swebench_live_full,22,2024-01-15 14:39:43+00:00,2025-07-06 11:54:40+00:00,,121e6b37f9ea8eb24ea1061b517cb1c783a8b588,2.4,2.9,196.0,144.0,66.0,78.0,21122.0,21122.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,2.6,False,False,BSD-3-Clause,The awesome document factory,,9621.0,"['converter', 'css', 'html', 'pdf', 'python', 'weasyprint']",True,True,True,True,False,False,False,False,True,1.0,66.0,True
lincc-frameworks/nested-pandas,10,0,lincc-frameworks/nested-pandas,swerebench_filtered,10,2024-07-09 18:13:37+00:00,2025-04-29 17:56:51+00:00,MIT License,c771a8b712f14c7721b8b375b1fdf4df338d0a68,2.6,0.7,89.0,30.0,18.0,12.0,1726.0,1693.0,0.9809,0.0,0.0,0.0,5.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,0.8,False,False,MIT,Efficient Pandas representation for nested associated datasets.,,26.0,[],True,True,False,True,False,False,False,False,False,0.9809,18.0,False
linkml/linkml,10,4,linkml/linkml,swerebench_filtered,12,2021-07-16 18:14:03+00:00,2023-12-08 20:41:52+00:00,Apache License 2.0,656d1719297b2a394273db13262ba76b1e0be118,8.4,2.7,3428.0,441.0,111.0,330.0,15069.0,14929.0,0.9907,0.0,0.0,0.0,7.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,154.1,False,False,Apache-2.0,Linked Open Data Modeling Language,,624.0,"['data-dictionaries', 'data-modeling', 'hacktoberfest', 'json-ld-context', 'json-schema', 'linked-data', 'linkml', 'linkml-schema', 'modeling', 'owl', 'rdf', 'schema', 'semantic-web', 'shacl', 'shex', 'standards']",True,True,True,True,False,False,False,False,True,0.9907,111.0,True
marcosschroh/dataclasses-avroschema,11,4,marcosschroh/dataclasses-avroschema,swerebench_filtered,11,2022-04-15 14:27:12+00:00,2025-02-04 12:22:53+00:00,MIT License,2bec52e49a789dfa90d5f4f0448498632cba33a6,2.9,1.0,189.0,96.0,51.0,45.0,3216.0,3216.0,1.0,0.0,0.0,0.0,0.0,6.0,examples/kafka-examples/aiokafka-example/pyproject.toml;examples/kafka-examples/kafka-python-example/pyproject.toml;examples/kafka-examples/schema-evolution-example/pyproject.toml;examples/rabbitmq-examples/rabbitmq-pika/pyproject.toml;examples/redis-examples/redis-streams-example/pyproject.toml;pyproject.toml,LICENSE,0.0,0.0,0.0,1.1,False,False,MIT,"Generate avro schemas from python dataclasses, Pydantic models and Faust Records. Code generation from avro schemas. Serialize/Deserialize python instances with avro schemas.",,252.0,"['apache-avro', 'avro', 'avro-schemas', 'code-generation', 'faust-streaming', 'json', 'json-schema', 'model', 'pydantic', 'python3', 'schema', 'serialization']",True,True,True,True,False,False,False,True,True,1.0,51.0,True
marshmallow-code/apispec,11,1,marshmallow-code/apispec,swerebench_filtered,11,2019-02-04 21:07:49+00:00,2024-12-06 23:46:16+00:00,MIT License,59751b7154270ea94838019fd103a1a8b4590e29,2.7,0.4,56.0,24.0,13.0,11.0,1214.0,1214.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,0.4,False,False,MIT,A pluggable API specification generator. Currently supports the OpenAPI Specification (f.k.a. the Swagger specification)..,,1218.0,"['api', 'documentation', 'flask', 'http-api', 'json-schema', 'marshmallow', 'openapi', 'openapi-specification', 'openapi2', 'openapi3', 'pluggable', 'python', 'rest-api', 'swagger']",True,True,False,True,False,False,False,False,False,1.0,13.0,False
marshmallow-code/marshmallow,11,3,marshmallow-code/marshmallow,swerebench_filtered,11,2018-11-02 00:52:03+00:00,2025-01-21 19:27:58+00:00,MIT License,ea26aeb08c37c4e4c5bd323689c873d14f13d58d,2.8,0.9,104.0,36.0,18.0,18.0,2964.0,2964.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,0.9,False,False,MIT,A lightweight library for converting complex objects to and from simple Python datatypes.,,7239.0,"['deserialization', 'marshalling', 'python', 'schema', 'serde', 'serialization', 'validation']",True,True,False,True,False,False,False,False,False,1.0,18.0,False
materials-consortia/optimade-python-tools,11,2,Materials-Consortia/optimade-python-tools,swerebench_filtered,11,2020-09-01 11:48:07+00:00,2025-03-20 13:08:43+00:00,MIT License,98cb352464082019f10b6c7b0659c53f6240fbbb,3.3,1.3,302.0,141.0,78.0,63.0,8546.0,8353.0,0.9774,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,2.5,False,False,MIT,Tools for implementing and consuming OPTIMADE APIs in Python,,91.0,"['openapi', 'optimade', 'optimade-api', 'optimade-python', 'optimade-specification', 'python']",True,True,True,True,False,False,False,False,True,0.9774,78.0,True
matplotlib/matplotlib,277,62,matplotlib/matplotlib,swebench_full;swebench_live_full,286,2019-04-03 06:40:32+00:00,2025-08-26 23:08:45+00:00,,d3491dc8151d87d46b0b29b859eee0d972292bb0,7.6,9.2,4494.0,906.0,775.0,131.0,113358.0,93110.0,0.8214,42081.0,1457.0,0.2801,3.0,1.0,pyproject.toml,LICENSE/LICENSE;LICENSE/LICENSE_AMSFONTS;LICENSE/LICENSE_BAKOMA;LICENSE/LICENSE_CARLOGO;LICENSE/LICENSE_COLORBREWER;LICENSE/LICENSE_COURIERTEN;LICENSE/LICENSE_JSXTOOLS_RESIZE_OBSERVER;LICENSE/LICENSE_LAST_RESORT_FONT;LICENSE/LICENSE_QT4_EDITOR;LICENSE/LICENSE_SOLARIZED;LICENSE/LICENSE_STIX;LICENSE/LICENSE_YORICK,0.0,2.0,0.0,65.9,False,False,,matplotlib: plotting with Python,,23246.0,"['data-science', 'data-visualization', 'gtk', 'matplotlib', 'plotting', 'python', 'qt', 'tk', 'wx']",True,True,True,True,False,False,False,False,True,0.9137,775.0,True
matrix-org/synapse,14,9,matrix-org/synapse,swerebench_filtered,14,2019-03-01 08:48:39+00:00,2022-07-08 11:09:24+00:00,Apache License 2.0,a962c5a56de69c03848646f25991fabe6e4c39d1,5.0,5.9,1500.0,813.0,524.0,289.0,92090.0,88072.0,0.9564,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,32.7,False,True,Apache-2.0,Synapse: Matrix homeserver written in Python/Twisted.,,12099.0,"['matrix-org', 'python']",True,True,True,True,False,False,False,False,True,0.9636,524.0,True
