option,filter,K,repo_key,tasks
D_mixed,1-10,10,falconry/falcon,20
D_mixed,1-10,10,fatal1ty/mashumaro,14
D_mixed,1-10,10,fitbenchmarking/fitbenchmarking,22
D_mixed,1-10,10,fonttools/fonttools,15
D_mixed,1-10,10,frictionlessdata/frictionless-py,21
D_mixed,1-10,10,genericmappingtools/pygmt,13
D_mixed,1-10,10,getsentry/sentry-python,15
D_mixed,1-10,10,google/flax,14
D_mixed,1-10,10,google/mobly,10
D_mixed,1-10,10,googleapis/python-storage,22
D_mixed,1-10,10,hgrecco/pint,33
D_mixed,1-10,10,ibis-project/ibis,10
D_mixed,1-10,10,instructlab/instructlab,42
D_mixed,1-10,10,ipython/ipython,24
D_mixed,1-10,10,iterative/dvc,80
D_mixed,1-10,10,jackdewinter/pymarkdown,19
D_mixed,1-10,10,jlowin/fastmcp,21
D_mixed,1-10,10,joke2k/faker,41
D_mixed,1-10,10,kedro-org/kedro,35
D_mixed,1-10,10,keras-team/keras,44
D_mixed,1-10,10,kozea/weasyprint,18
D_mixed,1-10,10,linkml/linkml,10
D_mixed,1-10,10,marcosschroh/dataclasses-avroschema,11
D_mixed,1-10,10,materials-consortia/optimade-python-tools,11
D_mixed,1-10,10,matplotlib/matplotlib,277
D_mixed,1-10,10,matrix-org/synapse,14
D_mixed,1-10,10,mikedh/trimesh,18
D_mixed,1-10,10,missionpinball/mpf,10
D_mixed,1-10,10,mne-tools/mne-python,13
D_mixed,1-10,10,mwaskom/seaborn,21
D_mixed,1-10,10,narwhals-dev/narwhals,25
D_mixed,1-10,10,networkx/networkx,44
D_mixed,1-10,10,nilearn/nilearn,24
D_mixed,1-10,10,nipy/nipype,18
D_mixed,1-10,10,nltk/nltk,11
D_mixed,1-10,10,numba/numba,35
D_mixed,1-10,10,nvidia/hpc-container-maker,10
D_mixed,1-10,10,oasis-open/cti-python-stix2,21
D_mixed,1-10,10,openai/openai-agents-python,13
D_mixed,1-10,10,patroni/patroni,21
D_mixed,1-10,10,pdm-project/pdm,48
D_mixed,1-10,10,pennylaneai/pennylane,75
D_mixed,1-10,10,pre-commit/pre-commit,40
D_mixed,1-10,10,projectmesa/mesa,14
D_mixed,1-10,10,psf/black,15
D_mixed,1-10,10,pvlib/pvlib-python,25
D_mixed,1-10,10,pydata/xarray,122
D_mixed,1-10,10,pylint-dev/pylint,117
D_mixed,1-10,10,pypsa/pypsa,10
D_mixed,1-10,10,pytest-dev/pytest,116
D_mixed,1-10,10,python-cmd2/cmd2,27
D_mixed,1-10,10,python-control/python-control,18
D_mixed,1-10,10,python-telegram-bot/python-telegram-bot,13
D_mixed,1-10,10,pytorch/ignite,63
D_mixed,1-10,10,pytorch/torchtune,12
D_mixed,1-10,10,pyvista/pyvista,23
D_mixed,1-10,10,rdflib/rdflib,11
D_mixed,1-10,10,reflex-dev/reflex,42
D_mixed,1-10,10,reframe-hpc/reframe,14
D_mixed,1-10,10,repobee/repobee,15
D_mixed,1-10,10,scikit-learn/scikit-learn,220
D_mixed,1-10,10,scipp/plopp,19
D_mixed,1-10,10,scrapy/scrapy,24
D_mixed,1-10,10,sdv-dev/sdv,15
D_mixed,1-10,10,sissbruecker/linkding,33
D_mixed,1-10,10,spacetelescope/jwst,15
D_mixed,1-10,10,spdx/tools-python,15
D_mixed,1-10,10,sphinx-doc/sphinx,223
D_mixed,1-10,10,spikeinterface/spikeinterface,10
D_mixed,1-10,10,stanfordnlp/dspy,18
D_mixed,1-10,10,statsmodels/statsmodels,13
D_mixed,1-10,10,streamlink/streamlink,78
D_mixed,1-10,10,sunpy/sunpy,12
D_mixed,1-10,10,sympy/sympy,382
D_mixed,1-10,10,tefra/xsdata,27
D_mixed,1-10,10,terrapower/armi,12
D_mixed,1-10,10,textualize/textual,58
D_mixed,1-10,10,tobymao/sqlglot,291
D_mixed,1-10,10,tornadoweb/tornado,21
D_mixed,1-10,10,tox-dev/tox,66
D_mixed,1-10,10,twisted/twisted,13
D_mixed,1-10,10,ucfopen/canvasapi,23
D_mixed,1-10,10,vertexproject/synapse,12
D_mixed,1-10,10,wemake-services/wemake-python-styleguide,36
D_mixed,1-10,10,xonsh/xonsh,18
D_mixed,1-10,10,yt-dlp/yt-dlp,12
D_mixed,1-10,10,yukinarit/pyserde,10
D_mixed,1-10,10,zarr-developers/zarr-python,42
D_mixed,1-10,15,aiogram/aiogram,18
D_mixed,1-10,15,aws-cloudformation/cfn-lint,94
D_mixed,1-10,15,beeware/briefcase,54
D_mixed,1-10,15,borgbackup/borg,23
D_mixed,1-10,15,bridgecrewio/checkov,38
D_mixed,1-10,15,canonical/charmcraft,21
D_mixed,1-10,15,cekit/cekit,15
D_mixed,1-10,15,conan-io/conan,225
D_mixed,1-10,15,dask/dask,72
D_mixed,1-10,15,deepset-ai/haystack,97
D_mixed,1-10,15,django/django,840
D_mixed,1-10,15,elastic/rally,15
D_mixed,1-10,15,facelessuser/pymdown-extensions,16
D_mixed,1-10,15,falconry/falcon,20
D_mixed,1-10,15,fitbenchmarking/fitbenchmarking,22
D_mixed,1-10,15,fonttools/fonttools,15
D_mixed,1-10,15,frictionlessdata/frictionless-py,21
D_mixed,1-10,15,getsentry/sentry-python,15
D_mixed,1-10,15,googleapis/python-storage,22
D_mixed,1-10,15,hgrecco/pint,33
D_mixed,1-10,15,instructlab/instructlab,42
D_mixed,1-10,15,ipython/ipython,24
D_mixed,1-10,15,iterative/dvc,80
D_mixed,1-10,15,jackdewinter/pymarkdown,19
D_mixed,1-10,15,jlowin/fastmcp,21
D_mixed,1-10,15,joke2k/faker,41
D_mixed,1-10,15,kedro-org/kedro,35
D_mixed,1-10,15,keras-team/keras,44
D_mixed,1-10,15,kozea/weasyprint,18
D_mixed,1-10,15,matplotlib/matplotlib,277
D_mixed,1-10,15,mikedh/trimesh,18
D_mixed,1-10,15,mwaskom/seaborn,21
D_mixed,1-10,15,narwhals-dev/narwhals,25
D_mixed,1-10,15,networkx/networkx,44
D_mixed,1-10,15,nilearn/nilearn,24
D_mixed,1-10,15,nipy/nipype,18
D_mixed,1-10,15,numba/numba,35
D_mixed,1-10,15,oasis-open/cti-python-stix2,21
D_mixed,1-10,15,patroni/patroni,21
D_mixed,1-10,15,pdm-project/pdm,48
D_mixed,1-10,15,pennylaneai/pennylane,75
D_mixed,1-10,15,pre-commit/pre-commit,40
D_mixed,1-10,15,psf/black,15
D_mixed,1-10,15,pvlib/pvlib-python,25
D_mixed,1-10,15,pydata/xarray,122
D_mixed,1-10,15,pylint-dev/pylint,117
D_mixed,1-10,15,pytest-dev/pytest,116
D_mixed,1-10,15,python-cmd2/cmd2,27
D_mixed,1-10,15,python-control/python-control,18
D_mixed,1-10,15,pytorch/ignite,63
D_mixed,1-10,15,pyvista/pyvista,23
D_mixed,1-10,15,reflex-dev/reflex,42
D_mixed,1-10,15,repobee/repobee,15
D_mixed,1-10,15,scikit-learn/scikit-learn,220
D_mixed,1-10,15,scipp/plopp,19
D_mixed,1-10,15,scrapy/scrapy,24
D_mixed,1-10,15,sdv-dev/sdv,15
D_mixed,1-10,15,sissbruecker/linkding,33
D_mixed,1-10,15,spacetelescope/jwst,15
D_mixed,1-10,15,spdx/tools-python,15
D_mixed,1-10,15,sphinx-doc/sphinx,223
D_mixed,1-10,15,stanfordnlp/dspy,18
D_mixed,1-10,15,streamlink/streamlink,78
D_mixed,1-10,15,sympy/sympy,382
D_mixed,1-10,15,tefra/xsdata,27
D_mixed,1-10,15,textualize/textual,58
D_mixed,1-10,15,tobymao/sqlglot,291
D_mixed,1-10,15,tornadoweb/tornado,21
D_mixed,1-10,15,tox-dev/tox,66
D_mixed,1-10,15,ucfopen/canvasapi,23
D_mixed,1-10,15,wemake-services/wemake-python-styleguide,36
D_mixed,1-10,15,xonsh/xonsh,18
D_mixed,1-10,15,zarr-developers/zarr-python,42
D_mixed,1-10,20,aws-cloudformation/cfn-lint,94
D_mixed,1-10,20,beeware/briefcase,54
D_mixed,1-10,20,borgbackup/borg,23
D_mixed,1-10,20,bridgecrewio/checkov,38
D_mixed,1-10,20,canonical/charmcraft,21
D_mixed,1-10,20,conan-io/conan,225
D_mixed,1-10,20,dask/dask,72
D_mixed,1-10,20,deepset-ai/haystack,97
D_mixed,1-10,20,django/django,840
D_mixed,1-10,20,falconry/falcon,20
D_mixed,1-10,20,fitbenchmarking/fitbenchmarking,22
D_mixed,1-10,20,frictionlessdata/frictionless-py,21
D_mixed,1-10,20,googleapis/python-storage,22
D_mixed,1-10,20,hgrecco/pint,33
D_mixed,1-10,20,instructlab/instructlab,42
D_mixed,1-10,20,ipython/ipython,24
D_mixed,1-10,20,iterative/dvc,80
D_mixed,1-10,20,jlowin/fastmcp,21
D_mixed,1-10,20,joke2k/faker,41
D_mixed,1-10,20,kedro-org/kedro,35
D_mixed,1-10,20,keras-team/keras,44
D_mixed,1-10,20,matplotlib/matplotlib,277
D_mixed,1-10,20,mwaskom/seaborn,21
D_mixed,1-10,20,narwhals-dev/narwhals,25
D_mixed,1-10,20,networkx/networkx,44
D_mixed,1-10,20,nilearn/nilearn,24
D_mixed,1-10,20,numba/numba,35
D_mixed,1-10,20,oasis-open/cti-python-stix2,21
D_mixed,1-10,20,patroni/patroni,21
D_mixed,1-10,20,pdm-project/pdm,48
D_mixed,1-10,20,pennylaneai/pennylane,75
D_mixed,1-10,20,pre-commit/pre-commit,40
D_mixed,1-10,20,pvlib/pvlib-python,25
D_mixed,1-10,20,pydata/xarray,122
D_mixed,1-10,20,pylint-dev/pylint,117
D_mixed,1-10,20,pytest-dev/pytest,116
D_mixed,1-10,20,python-cmd2/cmd2,27
D_mixed,1-10,20,pytorch/ignite,63
D_mixed,1-10,20,pyvista/pyvista,23
D_mixed,1-10,20,reflex-dev/reflex,42
D_mixed,1-10,20,scikit-learn/scikit-learn,220
D_mixed,1-10,20,scrapy/scrapy,24
D_mixed,1-10,20,sissbruecker/linkding,33
D_mixed,1-10,20,sphinx-doc/sphinx,223
D_mixed,1-10,20,streamlink/streamlink,78
D_mixed,1-10,20,sympy/sympy,382
D_mixed,1-10,20,tefra/xsdata,27
D_mixed,1-10,20,textualize/textual,58
D_mixed,1-10,20,tobymao/sqlglot,291
D_mixed,1-10,20,tornadoweb/tornado,21
D_mixed,1-10,20,tox-dev/tox,66
D_mixed,1-10,20,ucfopen/canvasapi,23
D_mixed,1-10,20,wemake-services/wemake-python-styleguide,36
D_mixed,1-10,20,zarr-developers/zarr-python,42
D+gym+pro,2-10,10,ansible/ansible,40
D+gym+pro,2-10,10,aws-cloudformation/cfn-lint,35
D+gym+pro,2-10,10,beeware/briefcase,15
D+gym+pro,2-10,10,borgbackup/borg,11
D+gym+pro,2-10,10,bridgecrewio/checkov,13
D+gym+pro,2-10,10,conan-io/conan,102
D+gym+pro,2-10,10,dask/dask,61
D+gym+pro,2-10,10,deepset-ai/haystack,36
D+gym+pro,2-10,10,django/django,172
D+gym+pro,2-10,10,ethereum/web3.py,11
D+gym+pro,2-10,10,facebookresearch/hydra,22
D+gym+pro,2-10,10,facelessuser/pymdown-extensions,10
D+gym+pro,2-10,10,falconry/falcon,10
D+gym+pro,2-10,10,fitbenchmarking/fitbenchmarking,12
D+gym+pro,2-10,10,frictionlessdata/frictionless-py,10
D+gym+pro,2-10,10,getmoto/moto,144
D+gym+pro,2-10,10,hgrecco/pint,11
D+gym+pro,2-10,10,instructlab/instructlab,22
D+gym+pro,2-10,10,ipython/ipython,10
D+gym+pro,2-10,10,iterative/dvc,132
D+gym+pro,2-10,10,jackdewinter/pymarkdown,10
D+gym+pro,2-10,10,joke2k/faker,10
D+gym+pro,2-10,10,kedro-org/kedro,10
D+gym+pro,2-10,10,keras-team/keras,14
D+gym+pro,2-10,10,matplotlib/matplotlib,62
D+gym+pro,2-10,10,mikedh/trimesh,18
D+gym+pro,2-10,10,mne-tools/mne-python,10
D+gym+pro,2-10,10,modin-project/modin,41
D+gym+pro,2-10,10,mwaskom/seaborn,10
D+gym+pro,2-10,10,narwhals-dev/narwhals,17
D+gym+pro,2-10,10,networkx/networkx,13
D+gym+pro,2-10,10,nilearn/nilearn,10
D+gym+pro,2-10,10,numba/numba,13
D+gym+pro,2-10,10,patroni/patroni,10
D+gym+pro,2-10,10,pdm-project/pdm,30
D+gym+pro,2-10,10,pennylaneai/pennylane,24
D+gym+pro,2-10,10,project-monai/monai,174
D+gym+pro,2-10,10,pydantic/pydantic,30
D+gym+pro,2-10,10,pydata/xarray,40
D+gym+pro,2-10,10,pylint-dev/pylint,37
D+gym+pro,2-10,10,pytest-dev/pytest,24
D+gym+pro,2-10,10,pytorch/ignite,11
D+gym+pro,2-10,10,qutebrowser/qutebrowser,37
D+gym+pro,2-10,10,reflex-dev/reflex,17
D+gym+pro,2-10,10,repobee/repobee,11
D+gym+pro,2-10,10,scikit-learn/scikit-learn,46
D+gym+pro,2-10,10,sissbruecker/linkding,16
D+gym+pro,2-10,10,sphinx-doc/sphinx,65
D+gym+pro,2-10,10,streamlink/streamlink,17
D+gym+pro,2-10,10,sympy/sympy,82
D+gym+pro,2-10,10,textualize/textual,16
D+gym+pro,2-10,10,tobymao/sqlglot,172
D+gym+pro,2-10,10,tornadoweb/tornado,13
D+gym+pro,2-10,10,tox-dev/tox,23
D+gym+pro,2-10,10,wemake-services/wemake-python-styleguide,15
D+gym+pro,2-10,10,zarr-developers/zarr-python,17
D+gym+pro,2-10,15,ansible/ansible,40
D+gym+pro,2-10,15,aws-cloudformation/cfn-lint,35
D+gym+pro,2-10,15,beeware/briefcase,15
D+gym+pro,2-10,15,conan-io/conan,102
D+gym+pro,2-10,15,dask/dask,61
D+gym+pro,2-10,15,deepset-ai/haystack,36
D+gym+pro,2-10,15,django/django,172
D+gym+pro,2-10,15,facebookresearch/hydra,22
D+gym+pro,2-10,15,getmoto/moto,144
D+gym+pro,2-10,15,instructlab/instructlab,22
D+gym+pro,2-10,15,iterative/dvc,132
D+gym+pro,2-10,15,matplotlib/matplotlib,62
D+gym+pro,2-10,15,mikedh/trimesh,18
D+gym+pro,2-10,15,modin-project/modin,41
D+gym+pro,2-10,15,narwhals-dev/narwhals,17
D+gym+pro,2-10,15,pdm-project/pdm,30
D+gym+pro,2-10,15,pennylaneai/pennylane,24
D+gym+pro,2-10,15,project-monai/monai,174
D+gym+pro,2-10,15,pydantic/pydantic,30
D+gym+pro,2-10,15,pydata/xarray,40
D+gym+pro,2-10,15,pylint-dev/pylint,37
D+gym+pro,2-10,15,pytest-dev/pytest,24
D+gym+pro,2-10,15,qutebrowser/qutebrowser,37
D+gym+pro,2-10,15,reflex-dev/reflex,17
D+gym+pro,2-10,15,scikit-learn/scikit-learn,46
D+gym+pro,2-10,15,sissbruecker/linkding,16
D+gym+pro,2-10,15,sphinx-doc/sphinx,65
D+gym+pro,2-10,15,streamlink/streamlink,17
D+gym+pro,2-10,15,sympy/sympy,82
D+gym+pro,2-10,15,textualize/textual,16
D+gym+pro,2-10,15,tobymao/sqlglot,172
D+gym+pro,2-10,15,tox-dev/tox,23
D+gym+pro,2-10,15,wemake-services/wemake-python-styleguide,15
D+gym+pro,2-10,15,zarr-developers/zarr-python,17
D+gym+pro,2-10,20,ansible/ansible,40
D+gym+pro,2-10,20,aws-cloudformation/cfn-lint,35
D+gym+pro,2-10,20,conan-io/conan,102
D+gym+pro,2-10,20,dask/dask,61
D+gym+pro,2-10,20,deepset-ai/haystack,36
D+gym+pro,2-10,20,django/django,172
D+gym+pro,2-10,20,facebookresearch/hydra,22
D+gym+pro,2-10,20,getmoto/moto,144
D+gym+pro,2-10,20,instructlab/instructlab,22
D+gym+pro,2-10,20,iterative/dvc,132
D+gym+pro,2-10,20,matplotlib/matplotlib,62
D+gym+pro,2-10,20,modin-project/modin,41
D+gym+pro,2-10,20,pdm-project/pdm,30
D+gym+pro,2-10,20,pennylaneai/pennylane,24
D+gym+pro,2-10,20,project-monai/monai,174
D+gym+pro,2-10,20,pydantic/pydantic,30
D+gym+pro,2-10,20,pydata/xarray,40
D+gym+pro,2-10,20,pylint-dev/pylint,37
D+gym+pro,2-10,20,pytest-dev/pytest,24
D+gym+pro,2-10,20,qutebrowser/qutebrowser,37
D+gym+pro,2-10,20,scikit-learn/scikit-learn,46
D+gym+pro,2-10,20,sphinx-doc/sphinx,65
D+gym+pro,2-10,20,sympy/sympy,82
D+gym+pro,2-10,20,tobymao/sqlglot,172
D+gym+pro,2-10,20,tox-dev/tox,23
D+gym+pro,1-10,10,aiogram/aiogram,18
D+gym+pro,1-10,10,ansible/ansible,72
D+gym+pro,1-10,10,astropy/astroquery,12
D+gym+pro,1-10,10,astropy/photutils,12
D+gym+pro,1-10,10,aws-cloudformation/cfn-lint,94
D+gym+pro,1-10,10,azure/azure-cli,10
D+gym+pro,1-10,10,beeware/briefcase,54
D+gym+pro,1-10,10,borgbackup/borg,23
D+gym+pro,1-10,10,bridgecrewio/checkov,38
D+gym+pro,1-10,10,canonical/charmcraft,21
D+gym+pro,1-10,10,cekit/cekit,15
D+gym+pro,1-10,10,cloud-custodian/cloud-custodian,11
D+gym+pro,1-10,10,conan-io/conan,261
D+gym+pro,1-10,10,dask/dask,199
D+gym+pro,1-10,10,deepset-ai/haystack,97
D+gym+pro,1-10,10,django-json-api/django-rest-framework-json-api,11
D+gym+pro,1-10,10,django/django,840
D+gym+pro,1-10,10,docker/docker-py,11
D+gym+pro,1-10,10,dpkp/kafka-python,11
D+gym+pro,1-10,10,elastic/rally,15
D+gym+pro,1-10,10,ethereum/web3.py,14
D+gym+pro,1-10,10,facebookresearch/hydra,62
D+gym+pro,1-10,10,facelessuser/pymdown-extensions,16
D+gym+pro,1-10,10,falconry/falcon,20
D+gym+pro,1-10,10,fatal1ty/mashumaro,14
D+gym+pro,1-10,10,fitbenchmarking/fitbenchmarking,22
D+gym+pro,1-10,10,fonttools/fonttools,15
D+gym+pro,1-10,10,frictionlessdata/frictionless-py,21
D+gym+pro,1-10,10,genericmappingtools/pygmt,13
D+gym+pro,1-10,10,getmoto/moto,320
D+gym+pro,1-10,10,getsentry/sentry-python,15
D+gym+pro,1-10,10,google/flax,14
D+gym+pro,1-10,10,google/mobly,10
D+gym+pro,1-10,10,googleapis/python-storage,22
D+gym+pro,1-10,10,hgrecco/pint,33
D+gym+pro,1-10,10,ibis-project/ibis,10
D+gym+pro,1-10,10,instructlab/instructlab,42
D+gym+pro,1-10,10,ipython/ipython,24
D+gym+pro,1-10,10,iterative/dvc,256
D+gym+pro,1-10,10,jackdewinter/pymarkdown,19
D+gym+pro,1-10,10,jlowin/fastmcp,21
D+gym+pro,1-10,10,joke2k/faker,41
D+gym+pro,1-10,10,kedro-org/kedro,35
D+gym+pro,1-10,10,keras-team/keras,44
D+gym+pro,1-10,10,kozea/weasyprint,18
D+gym+pro,1-10,10,linkml/linkml,10
D+gym+pro,1-10,10,marcosschroh/dataclasses-avroschema,11
D+gym+pro,1-10,10,materials-consortia/optimade-python-tools,11
D+gym+pro,1-10,10,matplotlib/matplotlib,277
D+gym+pro,1-10,10,matrix-org/synapse,14
D+gym+pro,1-10,10,mikedh/trimesh,18
D+gym+pro,1-10,10,missionpinball/mpf,10
D+gym+pro,1-10,10,mne-tools/mne-python,13
D+gym+pro,1-10,10,modin-project/modin,99
D+gym+pro,1-10,10,mwaskom/seaborn,21
D+gym+pro,1-10,10,narwhals-dev/narwhals,25
D+gym+pro,1-10,10,networkx/networkx,44
D+gym+pro,1-10,10,nilearn/nilearn,24
D+gym+pro,1-10,10,nipy/nipype,18
D+gym+pro,1-10,10,nltk/nltk,11
D+gym+pro,1-10,10,numba/numba,35
D+gym+pro,1-10,10,nvidia/hpc-container-maker,10
D+gym+pro,1-10,10,oasis-open/cti-python-stix2,21
D+gym+pro,1-10,10,openai/openai-agents-python,13
D+gym+pro,1-10,10,patroni/patroni,21
D+gym+pro,1-10,10,pdm-project/pdm,48
D+gym+pro,1-10,10,pennylaneai/pennylane,75
D+gym+pro,1-10,10,pre-commit/pre-commit,40
D+gym+pro,1-10,10,project-monai/monai,344
D+gym+pro,1-10,10,projectmesa/mesa,14
D+gym+pro,1-10,10,psf/black,15
D+gym+pro,1-10,10,pvlib/pvlib-python,25
D+gym+pro,1-10,10,pydantic/pydantic,78
D+gym+pro,1-10,10,pydata/xarray,122
D+gym+pro,1-10,10,pylint-dev/pylint,117
D+gym+pro,1-10,10,pypsa/pypsa,10
D+gym+pro,1-10,10,pytest-dev/pytest,116
D+gym+pro,1-10,10,python-cmd2/cmd2,27
D+gym+pro,1-10,10,python-control/python-control,18
D+gym+pro,1-10,10,python-telegram-bot/python-telegram-bot,13
D+gym+pro,1-10,10,pytorch/ignite,63
D+gym+pro,1-10,10,pytorch/torchtune,12
D+gym+pro,1-10,10,pyvista/pyvista,23
D+gym+pro,1-10,10,qutebrowser/qutebrowser,75
D+gym+pro,1-10,10,rdflib/rdflib,11
D+gym+pro,1-10,10,reflex-dev/reflex,42
D+gym+pro,1-10,10,reframe-hpc/reframe,14
D+gym+pro,1-10,10,repobee/repobee,15
D+gym+pro,1-10,10,scikit-learn/scikit-learn,220
D+gym+pro,1-10,10,scipp/plopp,19
D+gym+pro,1-10,10,scrapy/scrapy,24
D+gym+pro,1-10,10,sdv-dev/sdv,15
D+gym+pro,1-10,10,sissbruecker/linkding,33
D+gym+pro,1-10,10,spacetelescope/jwst,15
D+gym+pro,1-10,10,spdx/tools-python,15
D+gym+pro,1-10,10,sphinx-doc/sphinx,223
D+gym+pro,1-10,10,spikeinterface/spikeinterface,10
D+gym+pro,1-10,10,stanfordnlp/dspy,18
D+gym+pro,1-10,10,statsmodels/statsmodels,13
D+gym+pro,1-10,10,streamlink/streamlink,78
D+gym+pro,1-10,10,sunpy/sunpy,12
D+gym+pro,1-10,10,sympy/sympy,382
D+gym+pro,1-10,10,tefra/xsdata,27
D+gym+pro,1-10,10,terrapower/armi,12
D+gym+pro,1-10,10,textualize/textual,58
D+gym+pro,1-10,10,tobymao/sqlglot,291
D+gym+pro,1-10,10,tornadoweb/tornado,21
D+gym+pro,1-10,10,tox-dev/tox,66
D+gym+pro,1-10,10,twisted/twisted,13
D+gym+pro,1-10,10,ucfopen/canvasapi,23
D+gym+pro,1-10,10,vertexproject/synapse,12
D+gym+pro,1-10,10,wemake-services/wemake-python-styleguide,36
D+gym+pro,1-10,10,xonsh/xonsh,18
D+gym+pro,1-10,10,yt-dlp/yt-dlp,12
D+gym+pro,1-10,10,yukinarit/pyserde,10
D+gym+pro,1-10,10,zarr-developers/zarr-python,42
D+gym+pro,1-10,15,aiogram/aiogram,18
D+gym+pro,1-10,15,ansible/ansible,72
D+gym+pro,1-10,15,aws-cloudformation/cfn-lint,94
D+gym+pro,1-10,15,beeware/briefcase,54
D+gym+pro,1-10,15,borgbackup/borg,23
D+gym+pro,1-10,15,bridgecrewio/checkov,38
D+gym+pro,1-10,15,canonical/charmcraft,21
D+gym+pro,1-10,15,cekit/cekit,15
D+gym+pro,1-10,15,conan-io/conan,261
D+gym+pro,1-10,15,dask/dask,199
D+gym+pro,1-10,15,deepset-ai/haystack,97
D+gym+pro,1-10,15,django/django,840
D+gym+pro,1-10,15,elastic/rally,15
D+gym+pro,1-10,15,facebookresearch/hydra,62
D+gym+pro,1-10,15,facelessuser/pymdown-extensions,16
D+gym+pro,1-10,15,falconry/falcon,20
D+gym+pro,1-10,15,fitbenchmarking/fitbenchmarking,22
D+gym+pro,1-10,15,fonttools/fonttools,15
D+gym+pro,1-10,15,frictionlessdata/frictionless-py,21
D+gym+pro,1-10,15,getmoto/moto,320
D+gym+pro,1-10,15,getsentry/sentry-python,15
D+gym+pro,1-10,15,googleapis/python-storage,22
D+gym+pro,1-10,15,hgrecco/pint,33
D+gym+pro,1-10,15,instructlab/instructlab,42
D+gym+pro,1-10,15,ipython/ipython,24
D+gym+pro,1-10,15,iterative/dvc,256
D+gym+pro,1-10,15,jackdewinter/pymarkdown,19
D+gym+pro,1-10,15,jlowin/fastmcp,21
D+gym+pro,1-10,15,joke2k/faker,41
D+gym+pro,1-10,15,kedro-org/kedro,35
D+gym+pro,1-10,15,keras-team/keras,44
D+gym+pro,1-10,15,kozea/weasyprint,18
D+gym+pro,1-10,15,matplotlib/matplotlib,277
D+gym+pro,1-10,15,mikedh/trimesh,18
D+gym+pro,1-10,15,modin-project/modin,99
D+gym+pro,1-10,15,mwaskom/seaborn,21
D+gym+pro,1-10,15,narwhals-dev/narwhals,25
D+gym+pro,1-10,15,networkx/networkx,44
D+gym+pro,1-10,15,nilearn/nilearn,24
D+gym+pro,1-10,15,nipy/nipype,18
D+gym+pro,1-10,15,numba/numba,35
D+gym+pro,1-10,15,oasis-open/cti-python-stix2,21
D+gym+pro,1-10,15,patroni/patroni,21
D+gym+pro,1-10,15,pdm-project/pdm,48
D+gym+pro,1-10,15,pennylaneai/pennylane,75
D+gym+pro,1-10,15,pre-commit/pre-commit,40
D+gym+pro,1-10,15,project-monai/monai,344
D+gym+pro,1-10,15,psf/black,15
D+gym+pro,1-10,15,pvlib/pvlib-python,25
D+gym+pro,1-10,15,pydantic/pydantic,78
D+gym+pro,1-10,15,pydata/xarray,122
D+gym+pro,1-10,15,pylint-dev/pylint,117
D+gym+pro,1-10,15,pytest-dev/pytest,116
D+gym+pro,1-10,15,python-cmd2/cmd2,27
D+gym+pro,1-10,15,python-control/python-control,18
D+gym+pro,1-10,15,pytorch/ignite,63
D+gym+pro,1-10,15,pyvista/pyvista,23
D+gym+pro,1-10,15,qutebrowser/qutebrowser,75
D+gym+pro,1-10,15,reflex-dev/reflex,42
D+gym+pro,1-10,15,repobee/repobee,15
D+gym+pro,1-10,15,scikit-learn/scikit-learn,220
D+gym+pro,1-10,15,scipp/plopp,19
D+gym+pro,1-10,15,scrapy/scrapy,24
D+gym+pro,1-10,15,sdv-dev/sdv,15
D+gym+pro,1-10,15,sissbruecker/linkding,33
D+gym+pro,1-10,15,spacetelescope/jwst,15
D+gym+pro,1-10,15,spdx/tools-python,15
D+gym+pro,1-10,15,sphinx-doc/sphinx,223
D+gym+pro,1-10,15,stanfordnlp/dspy,18
D+gym+pro,1-10,15,streamlink/streamlink,78
D+gym+pro,1-10,15,sympy/sympy,382
D+gym+pro,1-10,15,tefra/xsdata,27
D+gym+pro,1-10,15,textualize/textual,58
D+gym+pro,1-10,15,tobymao/sqlglot,291
D+gym+pro,1-10,15,tornadoweb/tornado,21
D+gym+pro,1-10,15,tox-dev/tox,66
D+gym+pro,1-10,15,ucfopen/canvasapi,23
D+gym+pro,1-10,15,wemake-services/wemake-python-styleguide,36
D+gym+pro,1-10,15,xonsh/xonsh,18
D+gym+pro,1-10,15,zarr-developers/zarr-python,42
D+gym+pro,1-10,20,ansible/ansible,72
D+gym+pro,1-10,20,aws-cloudformation/cfn-lint,94
D+gym+pro,1-10,20,beeware/briefcase,54
D+gym+pro,1-10,20,borgbackup/borg,23
D+gym+pro,1-10,20,bridgecrewio/checkov,38
D+gym+pro,1-10,20,canonical/charmcraft,21
D+gym+pro,1-10,20,conan-io/conan,261
D+gym+pro,1-10,20,dask/dask,199
D+gym+pro,1-10,20,deepset-ai/haystack,97
D+gym+pro,1-10,20,django/django,840
D+gym+pro,1-10,20,facebookresearch/hydra,62
D+gym+pro,1-10,20,falconry/falcon,20
D+gym+pro,1-10,20,fitbenchmarking/fitbenchmarking,22
D+gym+pro,1-10,20,frictionlessdata/frictionless-py,21
D+gym+pro,1-10,20,getmoto/moto,320
D+gym+pro,1-10,20,googleapis/python-storage,22
D+gym+pro,1-10,20,hgrecco/pint,33
D+gym+pro,1-10,20,instructlab/instructlab,42
D+gym+pro,1-10,20,ipython/ipython,24
D+gym+pro,1-10,20,iterative/dvc,256
D+gym+pro,1-10,20,jlowin/fastmcp,21
