task_id,instance_id,repo_key,source,key_files,key_lines,key_tokens,repo_files,repo_tokens
ethereum__web3.py-3444::web3/contract/async_contract.py,ethereum__web3.py-3444,ethereum/web3.py,symbol,2,1841,12391,163,397169
ethereum__web3.py-3444::web3/contract/contract.py,ethereum__web3.py-3444,ethereum/web3.py,co_edited,1,649,4301,163,397169
ethereum__web3.py-3444::web3/contract/contract.py,ethereum__web3.py-3444,ethereum/web3.py,symbol,2,1840,12466,163,397169
ethereum__web3.py-3248::setup.py,ethereum__web3.py-3248,ethereum/web3.py,co_edited,3,1781,12011,203,420502
ethereum__web3.py-3248::setup.py,ethereum__web3.py-3248,ethereum/web3.py,symbol,2,1294,8535,203,420502
ethereum__web3.py-3248::web3/_utils/contracts.py,ethereum__web3.py-3248,ethereum/web3.py,co_edited,3,1401,9467,203,420502
ethereum__web3.py-3248::web3/_utils/contracts.py,ethereum__web3.py-3248,ethereum/web3.py,symbol,2,1294,8535,203,420502
ethereum__web3.py-3248::web3/contract/async_contract.py,ethereum__web3.py-3248,ethereum/web3.py,co_edited,3,1240,8608,203,420502
ethereum__web3.py-3248::web3/contract/async_contract.py,ethereum__web3.py-3248,ethereum/web3.py,symbol,1,646,4200,203,420502
ethereum__web3.py-3248::web3/contract/contract.py,ethereum__web3.py-3248,ethereum/web3.py,co_edited,3,1242,8743,203,420502
ethereum__web3.py-3248::web3/contract/contract.py,ethereum__web3.py-3248,ethereum/web3.py,symbol,1,648,4335,203,420502
facelessuser__pymdown-extensions-1567::pymdownx/__meta__.py,facelessuser__pymdown-extensions-1567,facelessuser/pymdown-extensions,co_edited,1,407,3572,42,420722
facelessuser__pymdown-extensions-1567::pymdownx/__meta__.py,facelessuser__pymdown-extensions-1567,facelessuser/pymdown-extensions,symbol,1,407,3572,42,420722
facelessuser__pymdown-extensions-1567::pymdownx/arithmatex.py,facelessuser__pymdown-extensions-1567,facelessuser/pymdown-extensions,co_edited,1,189,1736,42,420722
facelessuser__pymdown-extensions-1567::pymdownx/arithmatex.py,facelessuser__pymdown-extensions-1567,facelessuser/pymdown-extensions,symbol,1,189,1736,42,420722
facelessuser__pymdown-extensions-1929::pymdownx/__meta__.py,facelessuser__pymdown-extensions-1929,facelessuser/pymdown-extensions,co_edited,1,588,4592,42,424009
facelessuser__pymdown-extensions-1929::pymdownx/__meta__.py,facelessuser__pymdown-extensions-1929,facelessuser/pymdown-extensions,symbol,1,588,4592,42,424009
facelessuser__pymdown-extensions-1929::pymdownx/highlight.py,facelessuser__pymdown-extensions-1929,facelessuser/pymdown-extensions,co_edited,1,189,1736,42,424009
facelessuser__pymdown-extensions-1929::pymdownx/highlight.py,facelessuser__pymdown-extensions-1929,facelessuser/pymdown-extensions,symbol,1,189,1736,42,424009
facelessuser__pymdown-extensions-934::pymdownx/__meta__.py,facelessuser__pymdown-extensions-934,facelessuser/pymdown-extensions,co_edited,1,447,3213,41,385283
facelessuser__pymdown-extensions-934::pymdownx/__meta__.py,facelessuser__pymdown-extensions-934,facelessuser/pymdown-extensions,symbol,1,447,3213,41,385283
facelessuser__pymdown-extensions-934::pymdownx/highlight.py,facelessuser__pymdown-extensions-934,facelessuser/pymdown-extensions,co_edited,1,189,1736,41,385283
facelessuser__pymdown-extensions-934::pymdownx/highlight.py,facelessuser__pymdown-extensions-934,facelessuser/pymdown-extensions,symbol,1,189,1736,41,385283
facelessuser__pymdown-extensions-2679::pymdownx/blocks/caption.py,facelessuser__pymdown-extensions-2679,facelessuser/pymdown-extensions,symbol,1,401,2738,52,493192
facelessuser__pymdown-extensions-1043::pymdownx/highlight.py,facelessuser__pymdown-extensions-1043,facelessuser/pymdown-extensions,co_edited,2,1196,9065,41,386354
facelessuser__pymdown-extensions-1043::pymdownx/highlight.py,facelessuser__pymdown-extensions-1043,facelessuser/pymdown-extensions,symbol,2,1196,9065,41,386354
facelessuser__pymdown-extensions-1043::pymdownx/inlinehilite.py,facelessuser__pymdown-extensions-1043,facelessuser/pymdown-extensions,co_edited,2,1436,10770,41,386354
facelessuser__pymdown-extensions-1043::pymdownx/inlinehilite.py,facelessuser__pymdown-extensions-1043,facelessuser/pymdown-extensions,symbol,2,1436,10770,41,386354
facelessuser__pymdown-extensions-1043::pymdownx/superfences.py,facelessuser__pymdown-extensions-1043,facelessuser/pymdown-extensions,co_edited,2,656,4725,41,386354
facelessuser__pymdown-extensions-1043::pymdownx/superfences.py,facelessuser__pymdown-extensions-1043,facelessuser/pymdown-extensions,symbol,2,656,4725,41,386354
facelessuser__pymdown-extensions-2547::pymdownx/betterem.py,facelessuser__pymdown-extensions-2547,facelessuser/pymdown-extensions,co_edited,2,357,4253,52,490107
facelessuser__pymdown-extensions-2547::pymdownx/betterem.py,facelessuser__pymdown-extensions-2547,facelessuser/pymdown-extensions,symbol,3,689,6527,52,490107
facelessuser__pymdown-extensions-2547::pymdownx/caret.py,facelessuser__pymdown-extensions-2547,facelessuser/pymdown-extensions,co_edited,2,414,5757,52,490107
facelessuser__pymdown-extensions-2547::pymdownx/caret.py,facelessuser__pymdown-extensions-2547,facelessuser/pymdown-extensions,symbol,3,746,8031,52,490107
facelessuser__pymdown-extensions-2547::pymdownx/tilde.py,facelessuser__pymdown-extensions-2547,facelessuser/pymdown-extensions,co_edited,2,415,5798,52,490107
facelessuser__pymdown-extensions-2547::pymdownx/tilde.py,facelessuser__pymdown-extensions-2547,facelessuser/pymdown-extensions,symbol,3,747,8072,52,490107
facelessuser__pymdown-extensions-2576::pymdownx/__meta__.py,facelessuser__pymdown-extensions-2576,facelessuser/pymdown-extensions,co_edited,1,534,4361,52,491244
facelessuser__pymdown-extensions-2576::pymdownx/fancylists.py,facelessuser__pymdown-extensions-2576,facelessuser/pymdown-extensions,co_edited,1,189,1724,52,491244
facelessuser__pymdown-extensions-2576::pymdownx/fancylists.py,facelessuser__pymdown-extensions-2576,facelessuser/pymdown-extensions,symbol,1,189,1724,52,491244
facelessuser__pymdown-extensions-1725::pymdownx/__meta__.py,facelessuser__pymdown-extensions-1725,facelessuser/pymdown-extensions,co_edited,1,377,2794,42,422560
facelessuser__pymdown-extensions-1725::pymdownx/__meta__.py,facelessuser__pymdown-extensions-1725,facelessuser/pymdown-extensions,symbol,1,377,2794,42,422560
facelessuser__pymdown-extensions-1725::pymdownx/tabbed.py,facelessuser__pymdown-extensions-1725,facelessuser/pymdown-extensions,co_edited,1,189,1736,42,422560
facelessuser__pymdown-extensions-1725::pymdownx/tabbed.py,facelessuser__pymdown-extensions-1725,facelessuser/pymdown-extensions,symbol,1,189,1736,42,422560
facelessuser__pymdown-extensions-2362::pymdownx/__meta__.py,facelessuser__pymdown-extensions-2362,facelessuser/pymdown-extensions,co_edited,1,414,3205,50,470970
facelessuser__pymdown-extensions-2362::pymdownx/__meta__.py,facelessuser__pymdown-extensions-2362,facelessuser/pymdown-extensions,symbol,1,414,3205,50,470970
facelessuser__pymdown-extensions-2362::pymdownx/snippets.py,facelessuser__pymdown-extensions-2362,facelessuser/pymdown-extensions,co_edited,1,189,1732,50,470970
facelessuser__pymdown-extensions-2362::pymdownx/snippets.py,facelessuser__pymdown-extensions-2362,facelessuser/pymdown-extensions,symbol,1,189,1732,50,470970
facelessuser__pymdown-extensions-2039::pymdownx/__meta__.py,facelessuser__pymdown-extensions-2039,facelessuser/pymdown-extensions,co_edited,1,412,3230,50,444975
facelessuser__pymdown-extensions-2039::pymdownx/__meta__.py,facelessuser__pymdown-extensions-2039,facelessuser/pymdown-extensions,symbol,1,412,3230,50,444975
facelessuser__pymdown-extensions-2039::pymdownx/snippets.py,facelessuser__pymdown-extensions-2039,facelessuser/pymdown-extensions,co_edited,1,189,1736,50,444975
facelessuser__pymdown-extensions-2039::pymdownx/snippets.py,facelessuser__pymdown-extensions-2039,facelessuser/pymdown-extensions,symbol,1,189,1736,50,444975
facelessuser__pymdown-extensions-1226::pymdownx/__meta__.py,facelessuser__pymdown-extensions-1226,facelessuser/pymdown-extensions,co_edited,2,408,2937,41,386608
facelessuser__pymdown-extensions-1226::pymdownx/__meta__.py,facelessuser__pymdown-extensions-1226,facelessuser/pymdown-extensions,symbol,2,408,2937,41,386608
facelessuser__pymdown-extensions-1226::pymdownx/details.py,facelessuser__pymdown-extensions-1226,facelessuser/pymdown-extensions,co_edited,2,426,3427,41,386608
facelessuser__pymdown-extensions-1226::pymdownx/details.py,facelessuser__pymdown-extensions-1226,facelessuser/pymdown-extensions,symbol,2,426,3427,41,386608
facelessuser__pymdown-extensions-1226::pymdownx/tabbed.py,facelessuser__pymdown-extensions-1226,facelessuser/pymdown-extensions,co_edited,2,360,2982,41,386608
facelessuser__pymdown-extensions-1226::pymdownx/tabbed.py,facelessuser__pymdown-extensions-1226,facelessuser/pymdown-extensions,symbol,2,360,2982,41,386608
falconry__falcon-2475::falcon/middleware.py,falconry__falcon-2475,falconry/falcon,symbol,2,4030,32789,149,222941
falconry__falcon-2254::falcon/asgi/app.py,falconry__falcon-2254,falconry/falcon,co_edited,3,1231,9571,124,192840
falconry__falcon-2254::falcon/asgi/app.py,falconry__falcon-2254,falconry/falcon,symbol,5,1267,9930,124,192840
falconry__falcon-2254::falcon/asgi/ws.py,falconry__falcon-2254,falconry/falcon,co_edited,3,1676,13567,124,192840
falconry__falcon-2254::falcon/asgi/ws.py,falconry__falcon-2254,falconry/falcon,symbol,5,1712,13926,124,192840
falconry__falcon-2254::falcon/routing/static.py,falconry__falcon-2254,falconry/falcon,co_edited,3,2144,16900,124,192840
falconry__falcon-2254::falcon/routing/static.py,falconry__falcon-2254,falconry/falcon,symbol,5,2180,17259,124,192840
falconry__falcon-2254::falcon/util/sync.py,falconry__falcon-2254,falconry/falcon,co_edited,3,2110,16761,124,192840
falconry__falcon-2254::falcon/util/sync.py,falconry__falcon-2254,falconry/falcon,symbol,6,2423,19292,124,192840
falconry__falcon-2450::falcon/routing/static.py,falconry__falcon-2450,falconry/falcon,symbol,3,4659,37842,147,218483
falconry__falcon-1785::falcon/media/handlers.py,falconry__falcon-1785,falconry/falcon,symbol,3,366,2784,102,167622
falconry__falcon-2498::falcon/_typing.py,falconry__falcon-2498,falconry/falcon,co_edited,4,3453,28376,149,223138
falconry__falcon-2498::falcon/_typing.py,falconry__falcon-2498,falconry/falcon,symbol,11,7972,64752,149,223138
falconry__falcon-2498::falcon/app.py,falconry__falcon-2498,falconry/falcon,co_edited,4,2546,20071,149,223138
falconry__falcon-2498::falcon/app.py,falconry__falcon-2498,falconry/falcon,symbol,12,8339,67130,149,223138
falconry__falcon-2498::falcon/asgi/app.py,falconry__falcon-2498,falconry/falcon,co_edited,4,2482,20023,149,223138
falconry__falcon-2498::falcon/asgi/app.py,falconry__falcon-2498,falconry/falcon,symbol,11,7001,56399,149,223138
falconry__falcon-2498::falcon/routing/static.py,falconry__falcon-2498,falconry/falcon,co_edited,4,3492,27886,149,223138
falconry__falcon-2498::falcon/routing/static.py,falconry__falcon-2498,falconry/falcon,symbol,11,8011,64262,149,223138
falconry__falcon-2498::falcon/util/misc.py,falconry__falcon-2498,falconry/falcon,co_edited,4,3307,26660,149,223138
falconry__falcon-2498::falcon/util/misc.py,falconry__falcon-2498,falconry/falcon,symbol,11,7826,63036,149,223138
falconry__falcon-2366::falcon/asgi/multipart.py,falconry__falcon-2366,falconry/falcon,co_edited,1,616,4932,142,216013
falconry__falcon-2366::falcon/asgi/multipart.py,falconry__falcon-2366,falconry/falcon,symbol,4,1451,11268,142,216013
falconry__falcon-2366::falcon/media/multipart.py,falconry__falcon-2366,falconry/falcon,co_edited,1,278,2109,142,216013
falconry__falcon-2366::falcon/media/multipart.py,falconry__falcon-2366,falconry/falcon,symbol,4,1113,8445,142,216013
falconry__falcon-2326::falcon/app.py,falconry__falcon-2326,falconry/falcon,co_edited,2,394,3336,142,216481
falconry__falcon-2326::falcon/app.py,falconry__falcon-2326,falconry/falcon,symbol,5,4718,38596,142,216481
falconry__falcon-2326::falcon/middleware.py,falconry__falcon-2326,falconry/falcon,co_edited,2,1539,12928,142,216481
falconry__falcon-2326::falcon/middleware.py,falconry__falcon-2326,falconry/falcon,symbol,4,4590,37542,142,216481
falconry__falcon-2326::falcon/routing/static.py,falconry__falcon-2326,falconry/falcon,co_edited,2,1401,11700,142,216481
falconry__falcon-2326::falcon/routing/static.py,falconry__falcon-2326,falconry/falcon,symbol,4,4452,36314,142,216481
falconry__falcon-2477::examples/recipes/msgspec_main.py,falconry__falcon-2477,falconry/falcon,co_edited,1,300,2357,149,222884
falconry__falcon-2477::examples/recipes/msgspec_main.py,falconry__falcon-2477,falconry/falcon,symbol,2,3046,24762,149,222884
falconry__falcon-2477::falcon/media/json.py,falconry__falcon-2477,falconry/falcon,co_edited,1,96,678,149,222884
falconry__falcon-2477::falcon/media/json.py,falconry__falcon-2477,falconry/falcon,symbol,2,2842,23083,149,222884
falconry__falcon-993::falcon/responders.py,falconry__falcon-993,falconry/falcon,symbol,2,258,2302,49,69365
falconry__falcon-1949::falcon/asgi/app.py,falconry__falcon-1949,falconry/falcon,symbol,2,1186,9848,114,183056
falconry__falcon-2459::falcon/response.py,falconry__falcon-2459,falconry/falcon,symbol,3,848,6771,147,219119
falconry__falcon-2248::falcon/response.py,falconry__falcon-2248,falconry/falcon,co_edited,1,93,749,120,192040
falconry__falcon-2248::falcon/response.py,falconry__falcon-2248,falconry/falcon,symbol,1,93,749,120,192040
falconry__falcon-2248::falcon/util/__init__.py,falconry__falcon-2248,falconry/falcon,co_edited,1,1257,10265,120,192040
falconry__falcon-2248::falcon/util/__init__.py,falconry__falcon-2248,falconry/falcon,symbol,1,1257,10265,120,192040
falconry__falcon-1873::falcon/util/misc.py,falconry__falcon-1873,falconry/falcon,symbol,3,616,5040,113,178401
falconry__falcon-1602::falcon/media/handlers.py,falconry__falcon-1602,falconry/falcon,co_edited,1,1876,15486,84,100344
falconry__falcon-1602::falcon/media/handlers.py,falconry__falcon-1602,falconry/falcon,symbol,4,191,1588,84,100344
falconry__falcon-1602::falcon/request.py,falconry__falcon-1602,falconry/falcon,co_edited,1,53,352,84,100344
falconry__falcon-1602::falcon/request.py,falconry__falcon-1602,falconry/falcon,symbol,4,191,1588,84,100344
falconry__falcon-2356::falcon/app_helpers.py,falconry__falcon-2356,falconry/falcon,co_edited,2,1665,13959,142,215421
falconry__falcon-2356::falcon/app_helpers.py,falconry__falcon-2356,falconry/falcon,symbol,6,2704,22124,142,215421
falconry__falcon-2356::falcon/http_error.py,falconry__falcon-2356,falconry/falcon,co_edited,2,1796,15119,142,215421
falconry__falcon-2356::falcon/http_error.py,falconry__falcon-2356,falconry/falcon,symbol,6,2835,23284,142,215421
falconry__falcon-2356::falcon/response.py,falconry__falcon-2356,falconry/falcon,co_edited,2,633,5020,142,215421
falconry__falcon-2356::falcon/response.py,falconry__falcon-2356,falconry/falcon,symbol,6,1672,13185,142,215421
falconry__falcon-2322::falcon/media/handlers.py,falconry__falcon-2322,falconry/falcon,co_edited,1,613,4865,142,214426
falconry__falcon-2322::falcon/media/handlers.py,falconry__falcon-2322,falconry/falcon,symbol,1,613,4865,142,214426
falconry__falcon-2322::falcon/media/multipart.py,falconry__falcon-2322,falconry/falcon,co_edited,1,228,1834,142,214426
falconry__falcon-2322::falcon/media/multipart.py,falconry__falcon-2322,falconry/falcon,symbol,1,228,1834,142,214426
falconry__falcon-2404::examples/recipes/request_id_context.py,falconry__falcon-2404,falconry/falcon,co_edited,1,14,84,142,216956
falconry__falcon-2404::examples/recipes/request_id_context.py,falconry__falcon-2404,falconry/falcon,symbol,1,14,84,142,216956
falconry__falcon-2404::examples/recipes/request_id_middleware.py,falconry__falcon-2404,falconry/falcon,co_edited,1,19,80,142,216956
falconry__falcon-2404::examples/recipes/request_id_middleware.py,falconry__falcon-2404,falconry/falcon,symbol,1,19,80,142,216956
falconry__falcon-2426::falcon/routing/static.py,falconry__falcon-2426,falconry/falcon,symbol,5,7795,64026,143,217132
Fatal1ty__mashumaro-145::mashumaro/core/meta/code/builder.py,Fatal1ty__mashumaro-145,fatal1ty/mashumaro,co_edited,4,2740,20206,69,53471
Fatal1ty__mashumaro-145::mashumaro/core/meta/code/builder.py,Fatal1ty__mashumaro-145,fatal1ty/mashumaro,symbol,5,2770,20452,69,53471
Fatal1ty__mashumaro-145::mashumaro/core/meta/helpers.py,Fatal1ty__mashumaro-145,fatal1ty/mashumaro,co_edited,4,3127,23921,69,53471
Fatal1ty__mashumaro-145::mashumaro/core/meta/helpers.py,Fatal1ty__mashumaro-145,fatal1ty/mashumaro,symbol,5,3157,24167,69,53471
Fatal1ty__mashumaro-145::mashumaro/core/meta/types/common.py,Fatal1ty__mashumaro-145,fatal1ty/mashumaro,co_edited,4,3679,27896,69,53471
Fatal1ty__mashumaro-145::mashumaro/core/meta/types/common.py,Fatal1ty__mashumaro-145,fatal1ty/mashumaro,symbol,5,3709,28142,69,53471
Fatal1ty__mashumaro-145::mashumaro/core/meta/types/pack.py,Fatal1ty__mashumaro-145,fatal1ty/mashumaro,co_edited,4,3146,23752,69,53471
Fatal1ty__mashumaro-145::mashumaro/core/meta/types/pack.py,Fatal1ty__mashumaro-145,fatal1ty/mashumaro,symbol,5,3176,23998,69,53471
Fatal1ty__mashumaro-145::mashumaro/core/meta/types/unpack.py,Fatal1ty__mashumaro-145,fatal1ty/mashumaro,co_edited,4,2732,20305,69,53471
Fatal1ty__mashumaro-145::mashumaro/core/meta/types/unpack.py,Fatal1ty__mashumaro-145,fatal1ty/mashumaro,symbol,5,2762,20551,69,53471
Fatal1ty__mashumaro-128::mashumaro/jsonschema/schema.py,Fatal1ty__mashumaro-128,fatal1ty/mashumaro,symbol,1,55,418,43,47756
Fatal1ty__mashumaro-162::mashumaro/config.py,Fatal1ty__mashumaro-162,fatal1ty/mashumaro,co_edited,2,1155,9092,69,53971
Fatal1ty__mashumaro-162::mashumaro/config.py,Fatal1ty__mashumaro-162,fatal1ty/mashumaro,symbol,9,2121,15759,69,53971
Fatal1ty__mashumaro-162::mashumaro/core/meta/code/builder.py,Fatal1ty__mashumaro-162,fatal1ty/mashumaro,co_edited,2,67,482,69,53971
Fatal1ty__mashumaro-162::mashumaro/core/meta/code/builder.py,Fatal1ty__mashumaro-162,fatal1ty/mashumaro,symbol,9,1033,7149,69,53971
Fatal1ty__mashumaro-162::mashumaro/dialect.py,Fatal1ty__mashumaro-162,fatal1ty/mashumaro,co_edited,2,1186,9370,69,53971
Fatal1ty__mashumaro-162::mashumaro/dialect.py,Fatal1ty__mashumaro-162,fatal1ty/mashumaro,symbol,9,2152,16037,69,53971
Fatal1ty__mashumaro-189::mashumaro/core/meta/types/unpack.py,Fatal1ty__mashumaro-189,fatal1ty/mashumaro,symbol,2,1719,12844,76,63564
Fatal1ty__mashumaro-180::mashumaro/core/meta/code/builder.py,Fatal1ty__mashumaro-180,fatal1ty/mashumaro,co_edited,4,3081,22516,76,63099
Fatal1ty__mashumaro-180::mashumaro/core/meta/code/builder.py,Fatal1ty__mashumaro-180,fatal1ty/mashumaro,symbol,4,2317,16831,76,63099
Fatal1ty__mashumaro-180::mashumaro/core/meta/helpers.py,Fatal1ty__mashumaro-180,fatal1ty/mashumaro,co_edited,4,3702,27863,76,63099
Fatal1ty__mashumaro-180::mashumaro/core/meta/helpers.py,Fatal1ty__mashumaro-180,fatal1ty/mashumaro,symbol,4,2938,22178,76,63099
Fatal1ty__mashumaro-180::mashumaro/core/meta/types/common.py,Fatal1ty__mashumaro-180,fatal1ty/mashumaro,co_edited,4,4163,31177,76,63099
Fatal1ty__mashumaro-180::mashumaro/core/meta/types/common.py,Fatal1ty__mashumaro-180,fatal1ty/mashumaro,symbol,4,3399,25492,76,63099
Fatal1ty__mashumaro-180::mashumaro/core/meta/types/pack.py,Fatal1ty__mashumaro-180,fatal1ty/mashumaro,co_edited,4,3664,27261,76,63099
Fatal1ty__mashumaro-180::mashumaro/core/meta/types/pack.py,Fatal1ty__mashumaro-180,fatal1ty/mashumaro,symbol,5,3705,27515,76,63099
Fatal1ty__mashumaro-180::mashumaro/core/meta/types/unpack.py,Fatal1ty__mashumaro-180,fatal1ty/mashumaro,co_edited,4,3266,23983,76,63099
Fatal1ty__mashumaro-180::mashumaro/core/meta/types/unpack.py,Fatal1ty__mashumaro-180,fatal1ty/mashumaro,symbol,4,2502,18298,76,63099
Fatal1ty__mashumaro-178::mashumaro/core/meta/code/builder.py,Fatal1ty__mashumaro-178,fatal1ty/mashumaro,co_edited,3,2646,19563,69,55064
Fatal1ty__mashumaro-178::mashumaro/core/meta/code/builder.py,Fatal1ty__mashumaro-178,fatal1ty/mashumaro,symbol,5,2863,20995,69,55064
Fatal1ty__mashumaro-178::mashumaro/core/meta/helpers.py,Fatal1ty__mashumaro-178,fatal1ty/mashumaro,co_edited,3,3132,24029,69,55064
Fatal1ty__mashumaro-178::mashumaro/core/meta/helpers.py,Fatal1ty__mashumaro-178,fatal1ty/mashumaro,symbol,5,3349,25461,69,55064
Fatal1ty__mashumaro-178::mashumaro/core/meta/types/pack.py,Fatal1ty__mashumaro-178,fatal1ty/mashumaro,co_edited,3,3141,23795,69,55064
Fatal1ty__mashumaro-178::mashumaro/core/meta/types/pack.py,Fatal1ty__mashumaro-178,fatal1ty/mashumaro,symbol,5,3358,25227,69,55064
Fatal1ty__mashumaro-178::mashumaro/core/meta/types/unpack.py,Fatal1ty__mashumaro-178,fatal1ty/mashumaro,co_edited,3,2742,20474,69,55064
Fatal1ty__mashumaro-178::mashumaro/core/meta/types/unpack.py,Fatal1ty__mashumaro-178,fatal1ty/mashumaro,symbol,5,2959,21906,69,55064
Fatal1ty__mashumaro-116::mashumaro/core/meta/code/builder.py,Fatal1ty__mashumaro-116,fatal1ty/mashumaro,co_edited,1,711,5256,43,46926
Fatal1ty__mashumaro-116::mashumaro/core/meta/code/builder.py,Fatal1ty__mashumaro-116,fatal1ty/mashumaro,symbol,2,892,6401,43,46926
Fatal1ty__mashumaro-116::mashumaro/core/meta/types/pack.py,Fatal1ty__mashumaro-116,fatal1ty/mashumaro,co_edited,1,980,7840,43,46926
Fatal1ty__mashumaro-116::mashumaro/core/meta/types/pack.py,Fatal1ty__mashumaro-116,fatal1ty/mashumaro,symbol,2,1161,8985,43,46926
Fatal1ty__mashumaro-220::mashumaro/core/meta/types/pack.py,Fatal1ty__mashumaro-220,fatal1ty/mashumaro,co_edited,1,1262,9767,76,64740
Fatal1ty__mashumaro-220::mashumaro/core/meta/types/pack.py,Fatal1ty__mashumaro-220,fatal1ty/mashumaro,symbol,2,1572,11811,76,64740
Fatal1ty__mashumaro-220::mashumaro/core/meta/types/unpack.py,Fatal1ty__mashumaro-220,fatal1ty/mashumaro,co_edited,1,842,6295,76,64740
Fatal1ty__mashumaro-220::mashumaro/core/meta/types/unpack.py,Fatal1ty__mashumaro-220,fatal1ty/mashumaro,symbol,2,1152,8339,76,64740
Fatal1ty__mashumaro-127::mashumaro/jsonschema/schema.py,Fatal1ty__mashumaro-127,fatal1ty/mashumaro,symbol,1,196,1455,43,47756
Fatal1ty__mashumaro-191::mashumaro/core/meta/code/builder.py,Fatal1ty__mashumaro-191,fatal1ty/mashumaro,co_edited,2,1628,11082,76,63561
Fatal1ty__mashumaro-191::mashumaro/core/meta/code/builder.py,Fatal1ty__mashumaro-191,fatal1ty/mashumaro,symbol,2,1628,11082,76,63561
Fatal1ty__mashumaro-191::mashumaro/core/meta/helpers.py,Fatal1ty__mashumaro-191,fatal1ty/mashumaro,co_edited,2,2266,16523,76,63561
Fatal1ty__mashumaro-191::mashumaro/core/meta/helpers.py,Fatal1ty__mashumaro-191,fatal1ty/mashumaro,symbol,2,2266,16523,76,63561
Fatal1ty__mashumaro-191::mashumaro/jsonschema/schema.py,Fatal1ty__mashumaro-191,fatal1ty/mashumaro,co_edited,2,2180,16159,76,63561
Fatal1ty__mashumaro-191::mashumaro/jsonschema/schema.py,Fatal1ty__mashumaro-191,fatal1ty/mashumaro,symbol,2,2180,16159,76,63561
Fatal1ty__mashumaro-142::mashumaro/jsonschema/schema.py,Fatal1ty__mashumaro-142,fatal1ty/mashumaro,symbol,1,55,418,69,53593
fitbenchmarking__fitbenchmarking-1110::fitbenchmarking/controllers/scipy_controller.py,fitbenchmarking__fitbenchmarking-1110,fitbenchmarking/fitbenchmarking,co_edited,1,512,4659,104,104826
fitbenchmarking__fitbenchmarking-1110::fitbenchmarking/utils/options.py,fitbenchmarking__fitbenchmarking-1110,fitbenchmarking/fitbenchmarking,co_edited,1,99,761,104,104826
fitbenchmarking__fitbenchmarking-1271::fitbenchmarking/cli/main.py,fitbenchmarking__fitbenchmarking-1271,fitbenchmarking/fitbenchmarking,symbol,3,1929,13750,120,139226
fitbenchmarking__fitbenchmarking-1094::fitbenchmarking/results_processing/base_table.py,fitbenchmarking__fitbenchmarking-1094,fitbenchmarking/fitbenchmarking,co_edited,1,204,1664,104,104309
fitbenchmarking__fitbenchmarking-1094::fitbenchmarking/results_processing/base_table.py,fitbenchmarking__fitbenchmarking-1094,fitbenchmarking/fitbenchmarking,symbol,1,204,1664,104,104309
fitbenchmarking__fitbenchmarking-1094::fitbenchmarking/results_processing/tables.py,fitbenchmarking__fitbenchmarking-1094,fitbenchmarking/fitbenchmarking,co_edited,1,587,4677,104,104309
fitbenchmarking__fitbenchmarking-1094::fitbenchmarking/results_processing/tables.py,fitbenchmarking__fitbenchmarking-1094,fitbenchmarking/fitbenchmarking,symbol,1,587,4677,104,104309
fitbenchmarking__fitbenchmarking-1041::fitbenchmarking/controllers/bumps_controller.py,fitbenchmarking__fitbenchmarking-1041,fitbenchmarking/fitbenchmarking,co_edited,2,488,4594,102,100174
fitbenchmarking__fitbenchmarking-1041::fitbenchmarking/utils/options.py,fitbenchmarking__fitbenchmarking-1041,fitbenchmarking/fitbenchmarking,co_edited,2,213,1635,102,100174
fitbenchmarking__fitbenchmarking-1041::fitbenchmarking/utils/options.py,fitbenchmarking__fitbenchmarking-1041,fitbenchmarking/fitbenchmarking,symbol,1,170,1261,102,100174
fitbenchmarking__fitbenchmarking-1041::setup.py,fitbenchmarking__fitbenchmarking-1041,fitbenchmarking/fitbenchmarking,co_edited,2,615,5481,102,100174
fitbenchmarking__fitbenchmarking-1041::setup.py,fitbenchmarking__fitbenchmarking-1041,fitbenchmarking/fitbenchmarking,symbol,1,170,1261,102,100174
fitbenchmarking__fitbenchmarking-1338::fitbenchmarking/core/results_output.py,fitbenchmarking__fitbenchmarking-1338,fitbenchmarking/fitbenchmarking,co_edited,2,947,8024,120,136881
fitbenchmarking__fitbenchmarking-1338::fitbenchmarking/core/results_output.py,fitbenchmarking__fitbenchmarking-1338,fitbenchmarking/fitbenchmarking,symbol,2,947,8024,120,136881
fitbenchmarking__fitbenchmarking-1338::fitbenchmarking/results_processing/tables.py,fitbenchmarking__fitbenchmarking-1338,fitbenchmarking/fitbenchmarking,co_edited,2,1468,12160,120,136881
fitbenchmarking__fitbenchmarking-1338::fitbenchmarking/results_processing/tables.py,fitbenchmarking__fitbenchmarking-1338,fitbenchmarking/fitbenchmarking,symbol,2,1468,12160,120,136881
fitbenchmarking__fitbenchmarking-1338::fitbenchmarking/utils/options.py,fitbenchmarking__fitbenchmarking-1338,fitbenchmarking/fitbenchmarking,co_edited,2,979,7924,120,136881
fitbenchmarking__fitbenchmarking-1338::fitbenchmarking/utils/options.py,fitbenchmarking__fitbenchmarking-1338,fitbenchmarking/fitbenchmarking,symbol,2,979,7924,120,136881
fitbenchmarking__fitbenchmarking-1203::fitbenchmarking/core/results_output.py,fitbenchmarking__fitbenchmarking-1203,fitbenchmarking/fitbenchmarking,co_edited,3,709,5450,114,128598
