repo,repo_key,dataset,instance_id,pr_number,base_commit,created_at,image,n_src_py_files_study,file_group,src_changed_lines_study,n_new_src_py_study,n_f2p,draw_rank
Project-MONAI/MONAI,project-monai/monai,swegym,Project-MONAI__MONAI-7000,7000,5a644e4edcc37e5c963e52fda6fab4c85b3ff02e,2023-09-18 11:20:39+00:00,xingyaoww/sweb.eval.x86_64.project-monai_s_monai-7000,2,multi,13,0,10.0,14
Project-MONAI/MONAI,project-monai/monai,swegym,Project-MONAI__MONAI-6910,6910,a4e4894dca25f5e87b9306abfc472805f92b69da,2023-08-29 09:31:05+00:00,xingyaoww/sweb.eval.x86_64.project-monai_s_monai-6910,1,single,23,0,1.0,15
Project-MONAI/MONAI,project-monai/monai,swegym,Project-MONAI__MONAI-7163,7163,cc20c9bee91379e10762a15dd0f48c3e78271eb3,2023-10-25 09:38:27+00:00,xingyaoww/sweb.eval.x86_64.project-monai_s_monai-7163,3,multi,29,0,3.0,16
Project-MONAI/MONAI,project-monai/monai,swegym,Project-MONAI__MONAI-648,648,cd1e7f3fb4a77a9958d71de7b326323c2f33336b,2020-06-29 14:50:03+00:00,xingyaoww/sweb.eval.x86_64.project-monai_s_monai-648,2,multi,21,0,2.0,17
Project-MONAI/MONAI,project-monai/monai,swegym,Project-MONAI__MONAI-6781,6781,c62fac1eeb9cbf59ba3e499c3f612a348b2571da,2023-07-26 12:22:22+00:00,xingyaoww/sweb.eval.x86_64.project-monai_s_monai-6781,1,single,96,0,1.0,18
Project-MONAI/MONAI,project-monai/monai,swegym,Project-MONAI__MONAI-5067,5067,f9e8e10fab3a0c0b87708222db96571236c9e764,2022-09-01 21:25:09+00:00,xingyaoww/sweb.eval.x86_64.project-monai_s_monai-5067,1,single,11,0,7.0,19
Project-MONAI/MONAI,project-monai/monai,swegym,Project-MONAI__MONAI-2530,2530,17dde67bbf95991b6c7465724e41653d22972449,2021-07-06 09:46:44+00:00,xingyaoww/sweb.eval.x86_64.project-monai_s_monai-2530,2,multi,109,0,5.0,20
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-6126,6126,2ea62bd43924e2d91773ffe15791ceac22d376e0,2023-06-13 22:54:27+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-6126,1,single,17,0,2.0,1
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-8947,8947,5c8afe65a69d9fb127c32fbf288156d7c13da346,2024-03-05 07:57:48+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-8947,1,single,16,0,3.0,2
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-5386,5386,6cbd8d69609bcc5b4b383830736790f9b8087e36,2023-04-05 17:04:18+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-5386,1,single,20,0,1.0,3
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-5322,5322,1116c49b09df8156f5c0bd9ccd62f54a809e195f,2023-03-31 10:04:17+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-5322,4,multi,58,0,4.0,4
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-8583,8583,e131d53a07da080c2ba642775efa9e81cb2cf0ba,2024-01-19 01:45:25+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-8583,1,single,2,0,1.0,5
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-8920,8920,0eb31fce2c21fd8f93040caf3bbfce51e37421d5,2024-02-29 19:14:18+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-8920,1,single,20,0,1.0,6
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-5021,5021,ef3cc495a9c86553b62a95a6052fd9b6ebc045e9,2023-02-06 23:55:28+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-5021,1,single,14,0,4.0,7
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-8511,8511,e4fa099d5adde70acc80238ff810c87a5cec7ebf,2024-01-07 23:45:41+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-8511,1,single,46,0,1.0,8
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-9082,9082,e58134b876a340863ea417f6c7967c9ed14ec03b,2024-03-22 16:33:01+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-9082,1,single,2,0,1.0,9
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-8977,8977,e58134b876a340863ea417f6c7967c9ed14ec03b,2024-03-08 21:28:26+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-8977,1,single,7,0,4.0,10
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-6293,6293,78f0ce65295bba764784da15eca83173f9ccf9b6,2023-06-28 21:23:04+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-6293,1,single,21,0,3.0,11
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-8734,8734,3fda9d65ee69dd1ba97d1fdf08caa9dcc5e58e2b,2024-02-06 04:30:54+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-8734,1,single,24,0,3.0,12
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-5196,5196,84d0acf6882958993a6e0d984969030e31f16dc0,2023-03-15 18:18:19+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-5196,2,multi,22,0,7.0,13
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-9287,9287,77b0e1ccd775c101be28b5dfa56bc36f1eed7eca,2024-04-19 15:54:50+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-9287,1,single,4,0,1.0,14
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-6100,6100,13aefcf109adeba4d3d1e023d42f0e3d8e053f77,2023-06-12 16:29:27+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-6100,2,multi,10,0,1.0,15
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-9214,9214,7af856a1098406aea84bcadfd0f3de6b7901526c,2024-04-11 16:34:39+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-9214,1,single,3,0,1.0,16
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-8965,8965,e9346383abc00306caabc61fba0c45c3ad5b9833,2024-03-06 14:31:39+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-8965,2,multi,7,0,2.0,17
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-8159,8159,575dcd98d7cdc49d1427df8101f473ae6ced148e,2023-11-17 10:58:05+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-8159,2,multi,12,0,3.0,18
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-5591,5591,f50ae9f282c29e460563829d40d9eeffcf87e479,2023-04-25 22:58:54+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-5591,1,single,26,0,1.0,19
pydantic/pydantic,pydantic/pydantic,swegym,pydantic__pydantic-6274,6274,9cfad5c3cee6a31d2bcb410feffff2afc4d0c489,2023-06-27 18:15:20+00:00,xingyaoww/sweb.eval.x86_64.pydantic_s_pydantic-6274,1,single,3,0,2.0,20
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-8f46ba3f6dc7b18375f7aa63c48a1fe461190430-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,1547a48e6f1a8af8dc618d5afe858084ebfd317f,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-8f46ba3f6dc7b18375f7aa63c48a1fe461190430-v2ef375ac784985212b1805e1d0431dc8f1b3c,1,single,25,0,7.0,1
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-34a13afd36b5e529d553892b1cd8b9d5ce8881c4-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24,,f8692cb141776c3567e35f9032e9892bf0a7cfc9,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-34a13afd36b5e529d553892b1cd8b9d5ce8881c4-vafb3e8e01b31319c66c4e666b8a3b1d8ba55d,1,single,50,0,1.0,2
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-35168ade46184d7e5b91dfa04ca42fe2abd82717-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,,04c65bb2b72542b239de2491c9242d8f641636db,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-35168ade46184d7e5b91dfa04ca42fe2abd82717-v363c8a7e5ccdf6968fc7ab84a2053ac780366,2,multi,76,0,7.0,3
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-deeb15d6f009b3ca0c3bd503a7cef07462bd16b4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,,3ae5cc96aecb12008345f45bd7d06dbc52e48fa7,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-deeb15d6f009b3ca0c3bd503a7cef07462bd16b4-v363c8a7e5ccdf6968fc7ab84a2053ac780366,1,single,53,0,10.0,4
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-8d05f0282a271bfd45e614238bd1b555c58b3fc1-v35616345bb8052ea303186706cec663146f0f184,,190bab127d9e8421940f5f3fdc738d1c7ec02193,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-8d05f0282a271bfd45e614238bd1b555c58b3fc1-v35616345bb8052ea303186706cec663146f0f,1,single,31,0,2.0,5
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,487f90443cd1bf66bf2368b7a5c004f4e1b27777,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c,2,multi,46,0,6.0,6
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-e15d26630934d0b6415ed2295ac42fd570a57620-va0fd88aac89cde702ec1ba84877234da33adce8a,,e158a480f52185c77ee07a52bc022f021d9789fe,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-e15d26630934d0b6415ed2295ac42fd570a57620-va0fd88aac89cde702ec1ba84877234da33adc,2,multi,27,0,4.0,7
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-f7753550f2c1dcb2348e4779fd5287166754827e-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,,a7e6a3a178a8e06909d26990295a014802371f50,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-f7753550f2c1dcb2348e4779fd5287166754827e-v059c6fdc75567943479b23ebca7c07b5e9a7f,3,multi,52,0,26.0,8
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-16de05407111ddd82fa12e54389d532362489da9-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,,744cd94469de77f52905bebb123597c040ac07b6,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-16de05407111ddd82fa12e54389d532362489da9-v363c8a7e5ccdf6968fc7ab84a2053ac780366,1,single,69,0,364.0,9
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-996487c43e4fcc265b541f9eca1e7930e3c5cf05-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,03fa9383833c6262b08a5f7c4930143e39327173,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-996487c43e4fcc265b541f9eca1e7930e3c5cf05-v2ef375ac784985212b1805e1d0431dc8f1b3c,1,single,41,0,1.0,10
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-322834d0e6bf17e5661145c9f085b41215c280e8-v488d33dd1b2540b234cbb0468af6b6614941ce8f,,7691556ea171c241eabb76e65c64c90dfc354327,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-322834d0e6bf17e5661145c9f085b41215c280e8-v488d33dd1b2540b234cbb0468af6b6614941c,3,multi,87,0,24.0,11
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-bf045f7ec7c27709ea3ef61cf41a24e8fdd2e7da-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,,e15bda307e42c288b926f578e7bf8c610e4767af,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-bf045f7ec7c27709ea3ef61cf41a24e8fdd2e7da-v059c6fdc75567943479b23ebca7c07b5e9a7f,1,single,74,0,12.0,12
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-9b71c1ea67a9e7eb70dd83214d881c2031db6541-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,,b84ef9b299ec1639ddf79ab900b670a96d71d9f2,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-9b71c1ea67a9e7eb70dd83214d881c2031db6541-v363c8a7e5ccdf6968fc7ab84a2053ac780366,1,single,69,0,364.0,13
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,5a7f64ea219f3f008a4b61546ae18820e6780d8e,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c,3,multi,42,0,1.0,14
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,,836221ecaf2bad121c741b0c41dff508049e8ca5,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f,3,multi,29,0,5.0,15
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-ec2dcfce9eee9f808efc17a1b99e227fc4421dea-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,,b9920503db6482f0d3af7e95b3cf3c71fbbd7d4f,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-ec2dcfce9eee9f808efc17a1b99e227fc4421dea-v5149fcda2a9a6fe1d35dfed1bade1444a11ef,1,single,43,0,7.0,16
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-473a15f7908f2bb6d670b0e908ab34a28d8cf7e2-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,,8e08f046aeffb38445cc659050f7a083b4a9649c,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-473a15f7908f2bb6d670b0e908ab34a28d8cf7e2-v363c8a7e5ccdf6968fc7ab84a2053ac780366,1,single,69,0,364.0,17
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-fec187c2cb53d769c2682b35ca77858a811414a8-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,,a55f4db26b4b1caa304dd4b842a4103445fdccc7,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-fec187c2cb53d769c2682b35ca77858a811414a8-v363c8a7e5ccdf6968fc7ab84a2053ac780366,1,single,40,0,1.0,18
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,,cb59619327e7fa941087d62b83459750c1b7c579,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac780366,3,multi,72,0,11.0,19
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-85b867fe8d4378c8e371f055c70452f546055854-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,c97257cac01d9f7d67fb42d0344cb4332c7a0833,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-85b867fe8d4378c8e371f055c70452f546055854-v2ef375ac784985212b1805e1d0431dc8f1b3c,2,multi,93,0,5.0,20
