repo,repo_key,dataset,instance_id,pr_number,base_commit,created_at,image,n_src_py_files_study,file_group,src_changed_lines_study,n_new_src_py_study,n_f2p,draw_rank
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-16de05407111ddd82fa12e54389d532362489da9-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,,744cd94469de77f52905bebb123597c040ac07b6,,,1,single,69,0,364.0,2
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-ec2dcfce9eee9f808efc17a1b99e227fc4421dea-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,,b9920503db6482f0d3af7e95b3cf3c71fbbd7d4f,,,1,single,43,0,7.0,3
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-473a15f7908f2bb6d670b0e908ab34a28d8cf7e2-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,,8e08f046aeffb38445cc659050f7a083b4a9649c,,,1,single,69,0,364.0,4
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-85b867fe8d4378c8e371f055c70452f546055854-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,c97257cac01d9f7d67fb42d0344cb4332c7a0833,,,2,multi,93,0,5.0,5
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-0fc6d1109d041c69a68a896db87cf1b8c194cef7-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,21b20116f5872490bfbba4cf9cbdc8410a8a1d7d,,,2,multi,91,1,4.0,6
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-3fd8e12949b8feda401930574facf09dd4180bba,,a19634474246739027f826968ea34e720c0ec987,,,5,multi,50,0,1.0,7
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-233cb1cc48635130e5602549856a6fa4ab4c087f-v35616345bb8052ea303186706cec663146f0f184,,08604f5a871e7bf2332f24552895a11b7295cee9,,,3,multi,34,0,8.0,8
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-ff1c025ad3210506fc76e1f604d8c8c27637d88e-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,,e545faaf7b18d451c082f697675f0ab0e7599ed1,,,2,multi,55,0,785.0,9
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-2e961080a85d660148937ee8f0f6b3445a8f2c01-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,,10cb81e81a3782b56ced3d00d7f5b912841b80a2,,,1,single,49,0,6.0,10
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-2dd8966fdcf11972062c540b7a787e4d0de8d372-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,,6c653125d95a26db53471dba1bc331aee3b0477e,,,4,multi,46,0,3.0,11
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-52708364b5f91e198defb022d1a5b4b3ebd9b563-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,a0710124a1790237aa4f2a17e2f7011a074143b4,,,2,multi,41,0,4.0,12
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-bedc9f7fadf93f83d8dee95feeecb9922b6f063f-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,0e624e64695e8f566c7391f65f737311aeb6b2eb,,,4,multi,164,0,17.0,13
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-f8e7fea0becae25ae20606f1422068137189fe9e,,a6171337f956048daa8e72745b755a40b607a4f4,,,1,single,39,0,88.0,14
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-8cd06741bb56cdca49f5cdc0542da97681154315-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,,2a10461ca473838cbc3bf6b92501324470d4f521,,,1,single,42,0,25.0,15
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-46e6839e21d9ff72abb6c5d49d5abaa5a8da8a81-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,e46adf32bdf880385319cb701d926fec6899046d,,,5,multi,50,0,4.0,16
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-15100,15100,af8a6e592a1a15d92d77011856d5aa0ec4db4c6c,2019-09-26 19:21:38+00:00,,1,single,9,0,1.0,1
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-25747,25747,2c867b8f822eb7a684f0d5c4359e4426e1c9cfe0,2023-03-02 20:38:47+00:00,,1,single,4,0,1.0,2
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-14629,14629,4aded39b5663d943f6a4809abacfa9cae3d7fb6a,2019-08-12 09:31:54+00:00,,1,single,24,0,1.0,3
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-13779,13779,b34751b7ed02b2cfcc36037fb729d4360480a299,2019-05-03 13:24:57+00:00,,1,single,2,0,2.0,4
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-14894,14894,fdbaa58acbead5a254f2e6d597dc1ab3b947f4c6,2019-09-05 17:41:11+00:00,,1,single,13,0,1.0,5
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-13124,13124,9f0b959a8c9195d1b6e203f08b698e052b426ca9,2019-02-09 02:15:23+00:00,,1,single,5,0,1.0,6
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-11578,11578,dd69361a0d9c6ccde0d2353b00b86e0e7541a3e3,2018-07-16 23:21:56+00:00,,1,single,2,0,1.0,7
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-9288,9288,3eacf948e0f95ef957862568d87ce082f378e186,2017-07-06 11:03:14+00:00,,1,single,7,0,1.0,8
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-25973,25973,10dbc142bd17ccf7bd38eec2ac04b52ce0d1009e,2023-03-25 13:27:07+00:00,,1,single,12,0,1.0,9
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-13142,13142,1c8668b0a021832386470ddf740d834e02c66f69,2019-02-12 14:32:37+00:00,,1,single,10,0,2.0,10
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-14087,14087,a5743ed36fbd3fbc8e351bdab16561fbfca7dfa1,2019-06-13 20:09:22+00:00,,1,single,9,0,3.0,11
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-10908,10908,67d06b18c68ee4452768f8a1e868565dd4354abf,2018-04-03 03:50:46+00:00,,1,single,3,0,1.0,12
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-14141,14141,3d997697fdd166eff428ea9fd35734b6a8ba113e,2019-06-21 20:53:37+00:00,,1,single,1,0,1.0,13
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-25232,25232,f7eea978097085a6781a0e92fc14ba7712a52d75,2022-12-24 15:32:44+00:00,,1,single,13,0,1.0,14
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-26194,26194,e886ce4e1444c61b865e7839c9cff5464ee20ace,2023-04-17 16:33:08+00:00,,1,single,13,0,2.0,15
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-25931,25931,e3d1f9ac39e4bf0f31430e779acc50fb05fe1b64,2023-03-22 00:34:47+00:00,,1,single,24,0,1.0,16
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-14983,14983,06632c0d185128a53c57ccc73b25b6408e90bb89,2019-09-14 15:31:18+00:00,,1,single,5,0,2.0,17
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-10844,10844,97523985b39ecde369d83352d7c3baf403b60a22,2018-03-21 00:16:18+00:00,,1,single,5,0,1.0,18
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-12973,12973,a7b8b9e9e16d4e15fabda5ae615086c2e1c47d8a,2019-01-13 16:19:52+00:00,,1,single,10,0,1.0,19
scikit-learn/scikit-learn,scikit-learn/scikit-learn,swebench_full,scikit-learn__scikit-learn-13439,13439,a62775e99f2a5ea3d51db7160fad783f6cd8a4c5,2019-03-12 20:32:50+00:00,,1,single,6,0,1.0,20
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-9591,9591,9ed054279aeffd5b1d0642e2d24a8800389de29f,2021-08-29 15:26:24+00:00,,1,single,3,0,1.0,1
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-9320,9320,e05cef574b8f23ab1b57f57e7da6dee509a4e230,2021-06-11 13:29:04+00:00,,1,single,8,0,1.0,2
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-9658,9658,232dbe41c5250eb7d559d40438c4743483e95f15,2021-09-20 17:04:23+00:00,,1,single,4,0,1.0,3
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-10614,10614,ac2b7599d212af7d04649959ce6926c63c3133fa,2022-06-29 14:29:04+00:00,,1,single,11,0,1.0,4
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-11445,11445,71db08c05197545944949d5aa76cd340e7143627,2023-05-28 19:15:07+00:00,,1,single,14,0,2.0,5
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-8595,8595,b19bce971e82f2497d67fdacdeca8db08ae0ba56,2020-12-27 03:07:50+00:00,,1,single,2,0,1.0,6
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-10673,10673,f35d2a6cc726f97d0e859ca7a0e1729f7da8a6c8,2022-07-16 19:29:29+00:00,,3,multi,26,0,1.0,7
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-8120,8120,795747bdb6b8fb7d717d5bbfc2c3316869e66a73,2020-08-14 07:23:34+00:00,,2,multi,9,0,1.0,8
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-8721,8721,82ef497a8c88f0f6e50d84520e7276bfbf65025d,2021-01-21 15:36:24+00:00,,1,single,4,0,1.0,9
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-9281,9281,8ec06e9a1bd862cd713b9db748e039ccc7b3e15b,2021-05-29 17:16:30+00:00,,1,single,7,0,1.0,10
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-8548,8548,dd1615c59dc6fff633e27dbb3861f2d27e1fb976,2020-12-17 13:46:32+00:00,,2,multi,50,0,1.0,11
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-9698,9698,f050a7775dfc9000f55d023d36d925a8d02ccfa8,2021-10-03 04:04:04+00:00,,1,single,2,0,1.0,12
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-11510,11510,6cb783c0024a873722952a67ebb9f41771c8eb6d,2023-07-24 22:46:12+00:00,,1,single,36,0,2.0,13
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-7910,7910,27ac10de04697e2372d31db5548e56a7c6d9265d,2020-07-04 01:08:20+00:00,,1,single,3,0,1.0,14
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-9711,9711,81a4fd973d4cfcb25d01a7b0be62cdb28f82406d,2021-10-06 15:08:03+00:00,,1,single,15,0,1.0,15
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-8638,8638,4b452338f914d4f6b54704222d70ae8a746e3db5,2021-01-01 13:54:38+00:00,,1,single,2,0,1.0,16
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-7454,7454,aca3f825f2e4a8817190f3c885a242a285aa0dba,2020-04-09 17:08:30+00:00,,1,single,7,0,1.0,17
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-7462,7462,b3e26a6c851133b82b50f4b68b53692076574d13,2020-04-12 04:10:05+00:00,,2,multi,20,0,2.0,18
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-9602,9602,6c38f68dae221e8cfc70c137974b8b88bd3baaab,2021-09-01 17:26:58+00:00,,1,single,12,0,1.0,19
sphinx-doc/sphinx,sphinx-doc/sphinx,swebench_full,sphinx-doc__sphinx-7748,7748,9988d5ce267bf0df4791770b469431b1fb00dcdd,2020-05-30 06:41:07+00:00,,1,single,90,0,2.0,20
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-19637,19637,63f8f465d48559fecb4e4bf3c48b75bf15a3e0ef,2020-06-24 13:08:57+00:00,,1,single,4,0,1.0,1
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-13372,13372,30379ea6e225e37833a764ac2da7b7fadf5fe374,2017-09-30 16:05:48+00:00,,1,single,4,0,1.0,2
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-22456,22456,a3475b3f9ac662cd425157dd3bdb93ad7111c090,2021-11-10 12:24:42+00:00,,1,single,12,0,1.0,3
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-13798,13798,7121bdf1facdd90d05b6994b4c2e5b2865a4638a,2017-12-26 18:12:43+00:00,,1,single,23,0,1.0,4
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-12096,12096,d7c3045115693e887bcd03599b7ca4650ac5f2cb,2017-01-25 13:40:24+00:00,,1,single,2,0,1.0,5
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-19495,19495,25fbcce5b1a4c7e3956e6062930f4a44ce95a632,2020-06-05 11:53:09+00:00,,1,single,19,0,1.0,6
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-13031,13031,2dfa7457f20ee187fbb09b5b6a1631da4458388c,2017-07-23 15:48:13+00:00,,1,single,12,0,1.0,7
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-22080,22080,3f8c8c2377cb8e0daaf8073e8d03ac7d87580813,2021-09-12 07:11:33+00:00,,2,multi,12,0,3.0,8
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-12419,12419,479939f8c65c8c2908bbedc959549a257a7c0b0b,2017-03-25 15:02:26+00:00,,1,single,10,0,1.0,9
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-21612,21612,b4777fdcef467b7132c055f8ac2c9a5059e6a145,2021-06-14 04:31:24+00:00,,1,single,2,0,1.0,10
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-20428,20428,c0e85160406f9bf2bcaa2992138587668a1cd0bc,2020-11-14 05:56:31+00:00,,1,single,2,0,1.0,11
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-20438,20438,33b47e4bd60e2302e42616141e76285038b724d6,2020-11-17 08:24:33+00:00,,3,multi,20,0,2.0,12
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-13757,13757,a5e6a101869e027e7930e694f8b1cfb082603453,2017-12-17 11:08:44+00:00,,1,single,1,0,1.0,13
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-15809,15809,28d913d3cead6c5646307ffa6540b21d65059dfd,2019-01-20 06:08:26+00:00,,1,single,2,0,2.0,14
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-12481,12481,c807dfe7569692cad24f02a08477b70c1679a4dd,2017-04-03 01:52:33+00:00,,1,single,8,0,1.0,15
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-18763,18763,70381f282f2d9d039da860e391fe51649df2779d,2020-03-03 03:40:06+00:00,,1,single,2,0,1.0,16
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-24539,24539,193e3825645d93c73e31cdceb6d742cc6919624d,2023-01-17 17:26:42+00:00,,1,single,9,0,1.0,17
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-17139,17139,1d3327b8e90a186df6972991963a5ae87053259d,2019-07-01 19:17:18+00:00,,1,single,2,0,2.0,18
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-14711,14711,c6753448b5c34f95e250105d76709fe4d349ca1f,2018-05-12 17:00:20+00:00,,1,single,2,0,1.0,19
sympy/sympy,sympy/sympy,swebench_full,sympy__sympy-14976,14976,9cbea134220b0b951587e11b63e2c832c7246cbc,2018-07-25 17:38:07+00:00,,1,single,7,0,1.0,20
