instance_id,repo_key,n_edited,n_seeds,edited_not_in_graph,n_new_files,has_exec
fonttools__fonttools-3581,fonttools/fonttools,1,1,0,0,False
fonttools__fonttools-3726,fonttools/fonttools,2,2,0,0,False
fonttools__fonttools-3559,fonttools/fonttools,2,2,0,0,False
fonttools__fonttools-3520,fonttools/fonttools,1,1,0,0,False
fonttools__fonttools-3509,fonttools/fonttools,1,1,0,0,False
fonttools__fonttools-3510,fonttools/fonttools,1,1,0,0,False
fonttools__fonttools-3907,fonttools/fonttools,3,3,0,0,False
fonttools__fonttools-3679,fonttools/fonttools,1,1,0,0,False
fonttools__fonttools-3749,fonttools/fonttools,1,1,0,0,False
fonttools__fonttools-3682,fonttools/fonttools,1,1,0,0,False
fonttools__fonttools-3429,fonttools/fonttools,3,3,0,0,False
fonttools__fonttools-3850,fonttools/fonttools,1,1,0,0,False
fonttools__fonttools-3437,fonttools/fonttools,2,2,0,1,False
fonttools__fonttools-3457,fonttools/fonttools,1,1,0,0,False
fonttools__fonttools-3874,fonttools/fonttools,2,2,0,0,False
frictionlessdata__frictionless-py-611,frictionlessdata/frictionless-py,1,1,0,0,False
frictionlessdata__frictionless-py-602,frictionlessdata/frictionless-py,1,1,0,0,False
frictionlessdata__frictionless-py-1117,frictionlessdata/frictionless-py,3,3,0,0,False
frictionlessdata__frictionless-py-1045,frictionlessdata/frictionless-py,1,1,0,0,False
frictionlessdata__frictionless-py-659,frictionlessdata/frictionless-py,2,2,0,0,False
frictionlessdata__frictionless-py-1142,frictionlessdata/frictionless-py,1,1,0,0,False
frictionlessdata__frictionless-py-724,frictionlessdata/frictionless-py,3,3,0,0,False
frictionlessdata__frictionless-py-994,frictionlessdata/frictionless-py,2,2,0,0,False
frictionlessdata__frictionless-py-1007,frictionlessdata/frictionless-py,4,4,0,0,False
frictionlessdata__frictionless-py-952,frictionlessdata/frictionless-py,3,3,0,0,False
frictionlessdata__frictionless-py-1112,frictionlessdata/frictionless-py,4,4,0,0,False
frictionlessdata__frictionless-py-1047,frictionlessdata/frictionless-py,1,1,0,0,False
frictionlessdata__frictionless-py-983,frictionlessdata/frictionless-py,1,1,0,0,False
frictionlessdata__frictionless-py-1137,frictionlessdata/frictionless-py,1,1,0,0,False
frictionlessdata__frictionless-py-512,frictionlessdata/frictionless-py,1,1,0,0,False
frictionlessdata__frictionless-py-1092,frictionlessdata/frictionless-py,1,1,0,0,False
frictionlessdata__frictionless-py-945,frictionlessdata/frictionless-py,2,2,0,0,False
frictionlessdata__frictionless-py-442,frictionlessdata/frictionless-py,4,4,0,0,False
frictionlessdata__frictionless-py-527,frictionlessdata/frictionless-py,2,2,0,0,False
frictionlessdata__frictionless-py-572,frictionlessdata/frictionless-py,1,1,0,0,False
GenericMappingTools__pygmt-990,genericmappingtools/pygmt,3,3,0,0,False
GenericMappingTools__pygmt-619,genericmappingtools/pygmt,1,1,0,0,False
GenericMappingTools__pygmt-574,genericmappingtools/pygmt,1,1,0,0,False
GenericMappingTools__pygmt-1382,genericmappingtools/pygmt,2,2,0,0,False
GenericMappingTools__pygmt-1258,genericmappingtools/pygmt,2,1,1,0,False
GenericMappingTools__pygmt-575,genericmappingtools/pygmt,1,1,0,0,False
GenericMappingTools__pygmt-1484,genericmappingtools/pygmt,1,1,0,0,False
GenericMappingTools__pygmt-702,genericmappingtools/pygmt,2,2,0,0,False
GenericMappingTools__pygmt-1963,genericmappingtools/pygmt,1,1,0,0,False
GenericMappingTools__pygmt-1329,genericmappingtools/pygmt,1,1,0,0,False
GenericMappingTools__pygmt-1530,genericmappingtools/pygmt,1,1,0,0,False
GenericMappingTools__pygmt-1307,genericmappingtools/pygmt,1,1,0,0,False
GenericMappingTools__pygmt-975,genericmappingtools/pygmt,1,1,0,0,False
getsentry__sentry-python-2279,getsentry/sentry-python,1,1,0,0,False
getsentry__sentry-python-2148,getsentry/sentry-python,5,5,0,0,False
getsentry__sentry-python-2500,getsentry/sentry-python,5,5,0,0,False
getsentry__sentry-python-4231,getsentry/sentry-python,2,2,0,0,False
getsentry__sentry-python-1053,getsentry/sentry-python,4,4,0,0,False
getsentry__sentry-python-3729,getsentry/sentry-python,1,1,0,0,False
getsentry__sentry-python-3463,getsentry/sentry-python,2,2,0,0,False
getsentry__sentry-python-3461,getsentry/sentry-python,1,1,0,0,False
getsentry__sentry-python-3942,getsentry/sentry-python,1,1,0,0,False
getsentry__sentry-python-4179,getsentry/sentry-python,1,1,0,0,False
getsentry__sentry-python-3002,getsentry/sentry-python,1,1,0,0,False
getsentry__sentry-python-3883,getsentry/sentry-python,1,1,0,0,False
getsentry__sentry-python-2020,getsentry/sentry-python,1,1,0,0,False
getsentry__sentry-python-2552,getsentry/sentry-python,1,1,0,0,False
getsentry__sentry-python-3524,getsentry/sentry-python,2,2,0,0,False
google__flax-4536,google/flax,2,2,0,0,False
google__flax-3537,google/flax,2,2,0,0,False
google__flax-2842,google/flax,1,1,0,0,False
google__flax-3485,google/flax,1,1,0,0,False
google__flax-4705,google/flax,2,2,0,0,False
google__flax-4002,google/flax,1,1,0,0,False
google__flax-4580,google/flax,1,1,0,0,False
google__flax-3566,google/flax,4,4,0,0,False
google__flax-4029,google/flax,1,1,0,0,False
google__flax-4681,google/flax,1,1,0,0,False
google__flax-3529,google/flax,1,1,0,0,False
google__flax-4351,google/flax,1,1,0,0,False
google__flax-4317,google/flax,1,1,0,0,False
google__flax-3693,google/flax,2,2,0,0,False
google__mobly-821,google/mobly,2,2,0,0,False
google__mobly-582,google/mobly,1,1,0,0,False
google__mobly-164,google/mobly,2,2,0,0,False
google__mobly-433,google/mobly,1,1,0,0,False
google__mobly-135,google/mobly,3,3,0,0,False
google__mobly-194,google/mobly,1,1,0,0,False
google__mobly-276,google/mobly,1,1,0,0,False
google__mobly-328,google/mobly,1,1,0,0,False
google__mobly-513,google/mobly,3,3,0,0,False
google__mobly-165,google/mobly,2,2,0,0,False
googleapis__python-storage-392,googleapis/python-storage,1,1,0,0,False
googleapis__python-storage-107,googleapis/python-storage,1,1,0,0,False
googleapis__python-storage-1186,googleapis/python-storage,1,1,0,0,False
googleapis__python-storage-72,googleapis/python-storage,3,3,0,0,False
googleapis__python-storage-366,googleapis/python-storage,1,1,0,0,False
googleapis__python-storage-118,googleapis/python-storage,1,1,0,0,False
googleapis__python-storage-480,googleapis/python-storage,2,2,0,0,False
googleapis__python-storage-445,googleapis/python-storage,1,1,0,0,False
googleapis__python-storage-267,googleapis/python-storage,1,1,0,0,False
googleapis__python-storage-58,googleapis/python-storage,2,2,0,0,False
googleapis__python-storage-235,googleapis/python-storage,1,1,0,0,False
googleapis__python-storage-1275,googleapis/python-storage,1,1,0,0,False
googleapis__python-storage-185,googleapis/python-storage,2,2,0,0,False
googleapis__python-storage-1394,googleapis/python-storage,1,1,0,0,False
googleapis__python-storage-1357,googleapis/python-storage,1,1,0,0,False
googleapis__python-storage-282,googleapis/python-storage,1,1,0,0,False
googleapis__python-storage-298,googleapis/python-storage,1,1,0,0,False
googleapis__python-storage-382,googleapis/python-storage,1,1,0,0,False
googleapis__python-storage-323,googleapis/python-storage,1,1,0,0,False
googleapis__python-storage-189,googleapis/python-storage,1,1,0,0,False
hgrecco__pint-1186,hgrecco/pint,1,1,0,0,False
hgrecco__pint-928,hgrecco/pint,1,1,0,0,False
hgrecco__pint-2203,hgrecco/pint,1,1,0,0,False
hgrecco__pint-920,hgrecco/pint,3,3,0,0,False
hgrecco__pint-948,hgrecco/pint,1,1,0,0,False
hgrecco__pint-2194,hgrecco/pint,2,2,0,0,False
hgrecco__pint-1347,hgrecco/pint,1,1,0,0,False
hgrecco__pint-1476,hgrecco/pint,1,1,0,0,False
hgrecco__pint-1098,hgrecco/pint,2,2,0,0,False
hgrecco__pint-1463,hgrecco/pint,2,2,0,0,False
hgrecco__pint-1087,hgrecco/pint,1,1,0,0,False
hgrecco__pint-1409,hgrecco/pint,1,1,0,0,False
hgrecco__pint-1625,hgrecco/pint,1,1,0,0,False
hgrecco__pint-1113,hgrecco/pint,1,1,0,0,False
hgrecco__pint-1111,hgrecco/pint,1,1,0,0,False
hgrecco__pint-1361,hgrecco/pint,1,1,0,0,False
hgrecco__pint-1426,hgrecco/pint,2,2,0,0,False
hgrecco__pint-1055,hgrecco/pint,1,1,0,0,False
hgrecco__pint-630,hgrecco/pint,1,1,0,0,False
hgrecco__pint-962,hgrecco/pint,2,2,0,0,False
ibis-project__ibis-4772,ibis-project/ibis,1,1,0,0,False
ibis-project__ibis-4728,ibis-project/ibis,1,1,0,0,False
ibis-project__ibis-9659,ibis-project/ibis,1,1,0,0,False
ibis-project__ibis-10260,ibis-project/ibis,1,1,0,0,False
ibis-project__ibis-4766,ibis-project/ibis,1,1,0,0,False
ibis-project__ibis-8262,ibis-project/ibis,1,1,0,0,False
ibis-project__ibis-4670,ibis-project/ibis,5,5,0,0,False
ibis-project__ibis-11506,ibis-project/ibis,2,2,0,0,False
ibis-project__ibis-9658,ibis-project/ibis,5,5,0,1,False
ibis-project__ibis-9595,ibis-project/ibis,1,1,0,0,False
instructlab__instructlab-2119,instructlab/instructlab,1,1,0,0,False
instructlab__instructlab-3118,instructlab/instructlab,2,2,0,0,False
instructlab__instructlab-1762,instructlab/instructlab,1,1,0,0,False
instructlab__instructlab-1662,instructlab/instructlab,3,2,1,0,False
instructlab__instructlab-2825,instructlab/instructlab,6,6,0,0,False
instructlab__instructlab-1088,instructlab/instructlab,1,1,0,0,False
instructlab__instructlab-1677,instructlab/instructlab,2,2,0,0,False
instructlab__instructlab-2004,instructlab/instructlab,2,2,0,0,False
instructlab__instructlab-756,instructlab/instructlab,2,2,0,0,False
instructlab__instructlab-1002,instructlab/instructlab,4,4,0,0,False
instructlab__instructlab-1443,instructlab/instructlab,3,3,0,0,False
instructlab__instructlab-2741,instructlab/instructlab,5,5,0,0,False
instructlab__instructlab-1102,instructlab/instructlab,4,4,0,0,False
instructlab__instructlab-1923,instructlab/instructlab,6,6,0,0,False
instructlab__instructlab-969,instructlab/instructlab,1,1,0,0,False
instructlab__instructlab-615,instructlab/instructlab,1,1,0,0,False
instructlab__instructlab-3125,instructlab/instructlab,4,4,0,0,False
instructlab__instructlab-2789,instructlab/instructlab,2,2,0,0,False
instructlab__instructlab-2548,instructlab/instructlab,1,1,0,0,False
instructlab__instructlab-367,instructlab/instructlab,3,3,0,0,False
ipython__ipython-14970,ipython/ipython,1,1,0,0,False
ipython__ipython-12884,ipython/ipython,9,9,0,0,False
ipython__ipython-14555,ipython/ipython,1,1,0,0,False
ipython__ipython-12130,ipython/ipython,2,2,0,0,False
ipython__ipython-11425,ipython/ipython,4,4,0,0,False
ipython__ipython-14943,ipython/ipython,2,2,0,0,False
ipython__ipython-12954,ipython/ipython,1,1,0,0,False
ipython__ipython-12144,ipython/ipython,2,2,0,0,False
ipython__ipython-14969,ipython/ipython,1,1,0,0,False
ipython__ipython-14798,ipython/ipython,1,1,0,0,False
ipython__ipython-14941,ipython/ipython,3,3,0,0,False
ipython__ipython-14966,ipython/ipython,2,2,0,0,False
ipython__ipython-14695,ipython/ipython,1,1,0,0,False
ipython__ipython-14838,ipython/ipython,1,1,0,0,False
ipython__ipython-14503,ipython/ipython,1,1,0,0,False
ipython__ipython-14474,ipython/ipython,1,1,0,0,False
ipython__ipython-14486,ipython/ipython,2,2,0,0,False
ipython__ipython-14964,ipython/ipython,1,1,0,0,False
ipython__ipython-14693,ipython/ipython,2,2,0,0,False
ipython__ipython-14466,ipython/ipython,1,1,0,0,False
iterative__dvc-3727,iterative/dvc,2,2,0,0,False
iterative__dvc-3316,iterative/dvc,2,2,0,0,False
iterative__dvc-2353,iterative/dvc,2,2,0,0,False
iterative__dvc-3729,iterative/dvc,2,2,0,0,False
iterative__dvc-6519,iterative/dvc,1,1,0,0,False
iterative__dvc-10798,iterative/dvc,3,3,0,0,False
iterative__dvc-2488,iterative/dvc,1,1,0,0,False
iterative__dvc-1531,iterative/dvc,1,1,0,0,False
iterative__dvc-3576,iterative/dvc,1,1,0,0,False
iterative__dvc-2421,iterative/dvc,1,1,0,0,False
iterative__dvc-767,iterative/dvc,3,3,0,0,False
iterative__dvc-10842,iterative/dvc,5,5,0,0,False
iterative__dvc-4066,iterative/dvc,1,1,0,0,False
iterative__dvc-4196,iterative/dvc,4,4,0,0,False
iterative__dvc-2564,iterative/dvc,2,2,0,0,False
iterative__dvc-2612,iterative/dvc,1,1,0,0,False
iterative__dvc-3620,iterative/dvc,1,1,0,0,False
iterative__dvc-1273,iterative/dvc,3,3,0,0,False
iterative__dvc-3329,iterative/dvc,1,1,0,0,False
iterative__dvc-10844,iterative/dvc,1,1,0,0,False
jackdewinter__pymarkdown-269,jackdewinter/pymarkdown,2,2,0,0,False
jackdewinter__pymarkdown-277,jackdewinter/pymarkdown,4,4,0,0,False
jackdewinter__pymarkdown-1136,jackdewinter/pymarkdown,2,2,0,0,False
jackdewinter__pymarkdown-281,jackdewinter/pymarkdown,1,1,0,0,False
jackdewinter__pymarkdown-291,jackdewinter/pymarkdown,1,1,0,0,False
jackdewinter__pymarkdown-1246,jackdewinter/pymarkdown,3,3,0,0,False
jackdewinter__pymarkdown-893,jackdewinter/pymarkdown,1,1,0,0,False
jackdewinter__pymarkdown-1094,jackdewinter/pymarkdown,1,1,0,0,False
jackdewinter__pymarkdown-1225,jackdewinter/pymarkdown,2,2,0,0,False
jackdewinter__pymarkdown-279,jackdewinter/pymarkdown,1,1,0,0,False
jackdewinter__pymarkdown-1215,jackdewinter/pymarkdown,2,2,0,0,False
jackdewinter__pymarkdown-259,jackdewinter/pymarkdown,1,1,0,0,False
jackdewinter__pymarkdown-1210,jackdewinter/pymarkdown,4,4,0,0,False
jackdewinter__pymarkdown-886,jackdewinter/pymarkdown,2,2,0,0,False
jackdewinter__pymarkdown-1218,jackdewinter/pymarkdown,1,1,0,0,False
jackdewinter__pymarkdown-1195,jackdewinter/pymarkdown,1,1,0,0,False
jackdewinter__pymarkdown-428,jackdewinter/pymarkdown,1,1,0,0,False
jackdewinter__pymarkdown-1248,jackdewinter/pymarkdown,2,2,0,0,False
jackdewinter__pymarkdown-271,jackdewinter/pymarkdown,2,2,0,0,False
jlowin__fastmcp-690,jlowin/fastmcp,2,2,0,1,False
jlowin__fastmcp-1397,jlowin/fastmcp,1,1,0,0,False
jlowin__fastmcp-1135,jlowin/fastmcp,1,1,0,0,False
jlowin__fastmcp-279,jlowin/fastmcp,1,1,0,0,False
jlowin__fastmcp-317,jlowin/fastmcp,3,3,0,0,False
jlowin__fastmcp-252,jlowin/fastmcp,1,1,0,0,False
jlowin__fastmcp-1578,jlowin/fastmcp,1,1,0,0,False
jlowin__fastmcp-1604,jlowin/fastmcp,6,6,0,0,False
jlowin__fastmcp-1293,jlowin/fastmcp,1,1,0,0,False
jlowin__fastmcp-620,jlowin/fastmcp,1,1,0,0,False
jlowin__fastmcp-299,jlowin/fastmcp,4,4,0,0,False
jlowin__fastmcp-1632,jlowin/fastmcp,1,1,0,0,False
jlowin__fastmcp-954,jlowin/fastmcp,1,1,0,0,False
jlowin__fastmcp-677,jlowin/fastmcp,1,1,0,0,False
jlowin__fastmcp-455,jlowin/fastmcp,4,4,0,0,False
jlowin__fastmcp-309,jlowin/fastmcp,1,1,0,0,False
jlowin__fastmcp-1559,jlowin/fastmcp,1,1,0,0,False
jlowin__fastmcp-1254,jlowin/fastmcp,1,1,0,0,False
jlowin__fastmcp-605,jlowin/fastmcp,1,1,0,0,False
jlowin__fastmcp-754,jlowin/fastmcp,2,2,0,0,False
joke2k__faker-790,joke2k/faker,4,4,0,0,False
joke2k__faker-1520,joke2k/faker,1,1,0,0,False
joke2k__faker-1453,joke2k/faker,1,1,0,0,False
joke2k__faker-2018,joke2k/faker,1,1,0,0,False
joke2k__faker-2162,joke2k/faker,0,0,0,1,False
joke2k__faker-1869,joke2k/faker,1,1,0,0,False
joke2k__faker-808,joke2k/faker,1,1,0,0,False
joke2k__faker-2093,joke2k/faker,1,1,0,0,False
joke2k__faker-1193,joke2k/faker,2,2,0,0,False
joke2k__faker-1991,joke2k/faker,1,1,0,0,False
joke2k__faker-1043,joke2k/faker,1,1,0,0,False
joke2k__faker-2155,joke2k/faker,2,2,0,0,False
joke2k__faker-2099,joke2k/faker,1,1,0,0,False
joke2k__faker-2091,joke2k/faker,1,1,0,0,False
joke2k__faker-1461,joke2k/faker,1,1,0,0,False
joke2k__faker-1937,joke2k/faker,2,2,0,0,False
joke2k__faker-1979,joke2k/faker,1,1,0,0,False
joke2k__faker-2173,joke2k/faker,2,2,0,0,False
joke2k__faker-1164,joke2k/faker,1,1,0,0,False
joke2k__faker-2096,joke2k/faker,1,1,0,0,False
kedro-org__kedro-3950,kedro-org/kedro,1,1,0,0,False
kedro-org__kedro-4406,kedro-org/kedro,2,2,0,0,False
kedro-org__kedro-4178,kedro-org/kedro,2,2,0,0,False
kedro-org__kedro-3716,kedro-org/kedro,1,1,0,0,False
kedro-org__kedro-4030,kedro-org/kedro,1,1,0,0,False
kedro-org__kedro-4321,kedro-org/kedro,1,1,0,0,False
kedro-org__kedro-5019,kedro-org/kedro,1,1,0,0,False
kedro-org__kedro-4392,kedro-org/kedro,1,1,0,0,False
kedro-org__kedro-3680,kedro-org/kedro,2,2,0,0,False
kedro-org__kedro-3604,kedro-org/kedro,3,3,0,0,False
kedro-org__kedro-3731,kedro-org/kedro,2,2,0,0,False
kedro-org__kedro-3944,kedro-org/kedro,2,2,0,0,False
kedro-org__kedro-4540,kedro-org/kedro,1,1,0,0,False
kedro-org__kedro-4570,kedro-org/kedro,1,1,0,0,False
kedro-org__kedro-3947,kedro-org/kedro,1,1,0,0,False
kedro-org__kedro-3838,kedro-org/kedro,4,4,0,0,False
kedro-org__kedro-4092,kedro-org/kedro,1,1,0,0,False
kedro-org__kedro-3693,kedro-org/kedro,1,1,0,0,False
kedro-org__kedro-4387,kedro-org/kedro,1,1,0,0,False
kedro-org__kedro-3998,kedro-org/kedro,1,0,1,0,False
keras-team__keras-19863,keras-team/keras,1,1,0,0,False
keras-team__keras-19903,keras-team/keras,7,7,0,0,False
keras-team__keras-19300,keras-team/keras,1,1,0,0,False
keras-team__keras-21072,keras-team/keras,3,3,0,0,False
keras-team__keras-20125,keras-team/keras,1,1,0,0,False
keras-team__keras-19284,keras-team/keras,2,2,0,0,False
keras-team__keras-19883,keras-team/keras,2,2,0,0,False
keras-team__keras-19685,keras-team/keras,6,6,0,0,False
keras-team__keras-19924,keras-team/keras,1,1,0,0,False
keras-team__keras-20206,keras-team/keras,1,1,0,0,False
keras-team__keras-20122,keras-team/keras,2,2,0,0,False
keras-team__keras-20765,keras-team/keras,1,1,0,0,False
keras-team__keras-19564,keras-team/keras,1,1,0,0,False
keras-team__keras-19484,keras-team/keras,1,1,0,0,False
keras-team__keras-19915,keras-team/keras,1,1,0,0,False
keras-team__keras-20534,keras-team/keras,1,1,0,0,False
keras-team__keras-19387,keras-team/keras,1,1,0,0,False
keras-team__keras-20609,keras-team/keras,3,3,0,0,False
keras-team__keras-20296,keras-team/keras,1,1,0,0,False
keras-team__keras-20064,keras-team/keras,1,1,0,0,False
Kozea__WeasyPrint-2454,kozea/weasyprint,2,2,0,0,False
kozea__weasyprint-2087,kozea/weasyprint,2,2,0,0,False
kozea__weasyprint-2404,kozea/weasyprint,1,1,0,0,False
kozea__weasyprint-2051,kozea/weasyprint,1,1,0,0,False
kozea__weasyprint-2405,kozea/weasyprint,2,2,0,0,False
kozea__weasyprint-2416,kozea/weasyprint,1,1,0,0,False
kozea__weasyprint-2300,kozea/weasyprint,1,1,0,0,False
kozea__weasyprint-2303,kozea/weasyprint,1,1,0,0,False
kozea__weasyprint-2143,kozea/weasyprint,5,5,0,0,False
kozea__weasyprint-2233,kozea/weasyprint,1,1,0,0,False
kozea__weasyprint-2041,kozea/weasyprint,1,1,0,0,False
Kozea__WeasyPrint-2494,kozea/weasyprint,1,1,0,0,False
kozea__weasyprint-2425,kozea/weasyprint,4,4,0,0,False
kozea__weasyprint-2326,kozea/weasyprint,1,1,0,0,False
Kozea__WeasyPrint-2437,kozea/weasyprint,1,1,0,0,False
kozea__weasyprint-2252,kozea/weasyprint,2,2,0,0,False
kozea__weasyprint-2301,kozea/weasyprint,1,1,0,0,False
kozea__weasyprint-2398,kozea/weasyprint,1,1,0,0,False
linkml__linkml-1623,linkml/linkml,2,2,0,0,False
linkml__linkml-275,linkml/linkml,1,1,0,0,False
linkml__linkml-1343,linkml/linkml,1,1,0,0,False
linkml__linkml-995,linkml/linkml,1,1,0,0,False
linkml__linkml-283,linkml/linkml,5,5,0,0,False
linkml__linkml-1697,linkml/linkml,1,1,0,0,False
linkml__linkml-992,linkml/linkml,2,2,0,0,False
linkml__linkml-1772,linkml/linkml,1,1,0,0,False
linkml__linkml-1709,linkml/linkml,1,1,0,0,False
linkml__linkml-1276,linkml/linkml,2,2,0,0,False
marcosschroh__dataclasses-avroschema-244,marcosschroh/dataclasses-avroschema,1,1,0,0,False
marcosschroh__dataclasses-avroschema-198,marcosschroh/dataclasses-avroschema,2,2,0,0,False
marcosschroh__dataclasses-avroschema-236,marcosschroh/dataclasses-avroschema,1,1,0,0,False
marcosschroh__dataclasses-avroschema-835,marcosschroh/dataclasses-avroschema,2,2,0,0,False
marcosschroh__dataclasses-avroschema-724,marcosschroh/dataclasses-avroschema,1,1,0,0,False
marcosschroh__dataclasses-avroschema-723,marcosschroh/dataclasses-avroschema,1,1,0,0,False
marcosschroh__dataclasses-avroschema-777,marcosschroh/dataclasses-avroschema,1,1,0,0,False
marcosschroh__dataclasses-avroschema-243,marcosschroh/dataclasses-avroschema,4,4,0,0,False
marcosschroh__dataclasses-avroschema-403,marcosschroh/dataclasses-avroschema,1,1,0,0,False
marcosschroh__dataclasses-avroschema-172,marcosschroh/dataclasses-avroschema,2,2,0,0,False
marcosschroh__dataclasses-avroschema-815,marcosschroh/dataclasses-avroschema,1,1,0,0,False
Materials-Consortia__optimade-python-tools-586,materials-consortia/optimade-python-tools,1,1,0,0,False
Materials-Consortia__optimade-python-tools-2250,materials-consortia/optimade-python-tools,1,1,0,0,False
Materials-Consortia__optimade-python-tools-1001,materials-consortia/optimade-python-tools,1,1,0,0,False
Materials-Consortia__optimade-python-tools-700,materials-consortia/optimade-python-tools,1,1,0,0,False
Materials-Consortia__optimade-python-tools-1844,materials-consortia/optimade-python-tools,1,1,0,0,False
Materials-Consortia__optimade-python-tools-670,materials-consortia/optimade-python-tools,1,1,0,0,False
Materials-Consortia__optimade-python-tools-484,materials-consortia/optimade-python-tools,2,2,0,0,False
Materials-Consortia__optimade-python-tools-814,materials-consortia/optimade-python-tools,1,1,0,0,False
Materials-Consortia__optimade-python-tools-582,materials-consortia/optimade-python-tools,1,1,0,0,False
Materials-Consortia__optimade-python-tools-813,materials-consortia/optimade-python-tools,1,1,0,0,False
Materials-Consortia__optimade-python-tools-796,materials-consortia/optimade-python-tools,3,3,0,0,False
matplotlib__matplotlib-28734,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-29285,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-24177,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-25499,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-26311,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-24627,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-29317,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-25238,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-26208,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-24924,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-28573,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-21481,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-28853,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-25425,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-22991,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-26466,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-23174,matplotlib/matplotlib,1,1,0,0,False
matplotlib__matplotlib-26472,matplotlib/matplotlib,2,2,0,0,False
matplotlib__matplotlib-30223,matplotlib/matplotlib,2,2,0,0,False
matplotlib__matplotlib-28363,matplotlib/matplotlib,1,1,0,0,False
matrix-org__synapse-13223,matrix-org/synapse,1,1,0,0,False
matrix-org__synapse-6146,matrix-org/synapse,1,1,0,0,False
matrix-org__synapse-12358,matrix-org/synapse,2,2,0,0,False
matrix-org__synapse-6098,matrix-org/synapse,4,4,0,0,False
matrix-org__synapse-6212,matrix-org/synapse,1,1,0,0,False
matrix-org__synapse-5415,matrix-org/synapse,3,3,0,0,False
matrix-org__synapse-5328,matrix-org/synapse,4,4,0,0,False
matrix-org__synapse-5307,matrix-org/synapse,3,3,0,0,False
matrix-org__synapse-5257,matrix-org/synapse,2,2,0,0,False
matrix-org__synapse-5256,matrix-org/synapse,3,3,0,0,False
matrix-org__synapse-6711,matrix-org/synapse,2,2,0,0,False
matrix-org__synapse-6145,matrix-org/synapse,1,1,0,0,False
matrix-org__synapse-4772,matrix-org/synapse,1,1,0,0,False
matrix-org__synapse-6107,matrix-org/synapse,3,3,0,0,False
mikedh__trimesh-609,mikedh/trimesh,3,3,0,0,False
mikedh__trimesh-2265,mikedh/trimesh,3,3,0,0,False
mikedh__trimesh-2201,mikedh/trimesh,3,3,0,0,False
mikedh__trimesh-2133,mikedh/trimesh,4,4,0,0,False
mikedh__trimesh-1331,mikedh/trimesh,3,3,0,0,False
mikedh__trimesh-706,mikedh/trimesh,2,2,0,0,False
mikedh__trimesh-2354,mikedh/trimesh,9,9,0,0,False
mikedh__trimesh-851,mikedh/trimesh,5,5,0,0,False
mikedh__trimesh-2136,mikedh/trimesh,2,2,0,0,False
mikedh__trimesh-1444,mikedh/trimesh,5,5,0,0,False
mikedh__trimesh-1449,mikedh/trimesh,2,2,0,0,False
mikedh__trimesh-2360,mikedh/trimesh,3,3,0,0,False
mikedh__trimesh-2411,mikedh/trimesh,4,4,0,0,False
mikedh__trimesh-1287,mikedh/trimesh,5,5,0,0,False
mikedh__trimesh-2406,mikedh/trimesh,3,3,0,0,False
mikedh__trimesh-650,mikedh/trimesh,4,4,0,0,False
mikedh__trimesh-2152,mikedh/trimesh,8,8,0,0,False
mikedh__trimesh-2142,mikedh/trimesh,3,3,0,0,False
missionpinball__mpf-1104,missionpinball/mpf,2,2,0,0,False
missionpinball__mpf-1137,missionpinball/mpf,1,1,0,1,False
missionpinball__mpf-1287,missionpinball/mpf,1,1,0,0,False
missionpinball__mpf-1236,missionpinball/mpf,1,1,0,0,False
missionpinball__mpf-1169,missionpinball/mpf,2,2,0,0,False
missionpinball__mpf-1289,missionpinball/mpf,1,1,0,0,False
missionpinball__mpf-1074,missionpinball/mpf,2,2,0,0,False
missionpinball__mpf-1226,missionpinball/mpf,1,1,0,0,False
missionpinball__mpf-1424,missionpinball/mpf,2,2,0,0,False
missionpinball__mpf-1244,missionpinball/mpf,2,2,0,0,False
mne-tools__mne-python-12324,mne-tools/mne-python,2,2,0,0,False
mne-tools__mne-python-12507,mne-tools/mne-python,4,3,1,0,False
mne-tools__mne-python-12080,mne-tools/mne-python,2,2,0,0,False
mne-tools__mne-python-11939,mne-tools/mne-python,1,1,0,0,False
mne-tools__mne-python-12605,mne-tools/mne-python,3,3,0,0,False
mne-tools__mne-python-12033,mne-tools/mne-python,4,2,2,0,False
mne-tools__mne-python-12661,mne-tools/mne-python,2,2,0,0,False
mne-tools__mne-python-12537,mne-tools/mne-python,4,4,0,0,False
