task_id,instance_id,key_n,full,stem,explicit,incidental,seed_full,any_full,seed_stem,seed_explicit
Project-MONAI__MONAI-5473::monai/networks/blocks/warp.py,Project-MONAI__MONAI-5473,2,1,1,1,0,False,True,0,0
Project-MONAI__MONAI-7000::monai/data/image_reader.py,Project-MONAI__MONAI-7000,10,1,1,1,0,False,True,0,0
Project-MONAI__MONAI-7000::monai/data/itk_torch_bridge.py,Project-MONAI__MONAI-7000,10,1,1,1,0,False,True,1,1
Project-MONAI__MONAI-7163::docs/source/conf.py,Project-MONAI__MONAI-7163,3,0,0,0,0,False,False,1,1
Project-MONAI__MONAI-7163::monai/handlers/mean_dice.py,Project-MONAI__MONAI-7163,3,0,1,1,0,False,False,0,0
Project-MONAI__MONAI-7163::monai/metrics/meandice.py,Project-MONAI__MONAI-7163,3,0,1,1,0,False,False,0,0
Project-MONAI__MONAI-648::monai/transforms/spatial/array.py,Project-MONAI__MONAI-648,6,0,0,0,0,False,False,0,0
Project-MONAI__MONAI-648::monai/transforms/spatial/dictionary.py,Project-MONAI__MONAI-648,6,0,0,0,0,False,False,0,0
Project-MONAI__MONAI-6781::monai/data/meta_tensor.py,Project-MONAI__MONAI-6781,2,0,0,0,0,True,False,1,1
Project-MONAI__MONAI-5067::monai/data/dataloader.py,Project-MONAI__MONAI-5067,1,0,1,1,0,False,False,0,0
Project-MONAI__MONAI-2530::monai/apps/deepgrow/interaction.py,Project-MONAI__MONAI-2530,5,0,1,0,1,False,False,1,1
Project-MONAI__MONAI-2530::monai/apps/deepgrow/transforms.py,Project-MONAI__MONAI-2530,5,0,1,1,0,False,False,1,0
pydantic__pydantic-8947::pydantic/main.py,pydantic__pydantic-8947,3,0,1,1,0,False,False,1,1
pydantic__pydantic-5322::pydantic/_internal/_dataclasses.py,pydantic__pydantic-5322,3,0,0,0,0,False,False,0,0
pydantic__pydantic-5322::pydantic/_internal/_generate_schema.py,pydantic__pydantic-5322,3,0,0,0,0,False,False,0,0
pydantic__pydantic-5322::pydantic/config.py,pydantic__pydantic-5322,3,0,0,0,0,False,False,0,0
pydantic__pydantic-5322::pydantic/json_schema.py,pydantic__pydantic-5322,3,0,0,0,0,False,False,0,0
pydantic__pydantic-5021::pydantic/_internal/_model_construction.py,pydantic__pydantic-5021,1,1,1,1,0,True,True,1,1
pydantic__pydantic-8511::pydantic/dataclasses.py,pydantic__pydantic-8511,1,0,0,0,0,False,False,1,1
pydantic__pydantic-8734::pydantic/json_schema.py,pydantic__pydantic-8734,1,0,1,1,0,False,False,1,1
pydantic__pydantic-5196::pydantic/_internal/_model_construction.py,pydantic__pydantic-5196,3,0,0,0,0,False,False,0,0
pydantic__pydantic-5196::pydantic/fields.py,pydantic__pydantic-5196,3,0,0,0,0,False,False,0,0
pydantic__pydantic-9287::pydantic/json_schema.py,pydantic__pydantic-9287,1,0,0,0,0,False,False,0,0
pydantic__pydantic-6100::pydantic/_internal/_generate_schema.py,pydantic__pydantic-6100,2,0,0,0,0,False,False,0,0
pydantic__pydantic-6100::pydantic/_internal/_std_types_schema.py,pydantic__pydantic-6100,2,0,0,0,0,False,False,0,0
pydantic__pydantic-9214::pydantic/_internal/_generate_schema.py,pydantic__pydantic-9214,1,0,0,0,0,False,False,0,0
pydantic__pydantic-8965::pydantic/main.py,pydantic__pydantic-8965,1,0,0,0,0,False,False,0,0
pydantic__pydantic-8965::pydantic/root_model.py,pydantic__pydantic-8965,1,0,0,0,0,False,False,0,0
pydantic__pydantic-8159::pydantic/_internal/_config.py,pydantic__pydantic-8159,1,0,0,0,0,False,False,0,0
pydantic__pydantic-8159::pydantic/config.py,pydantic__pydantic-8159,1,0,0,0,0,False,False,0,0
instance_qutebrowser__qutebrowser-34a13afd36b5e529d553892b1cd8b9d5ce8881c4-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24::qutebrowser/misc/elf.py,instance_qutebrowser__qutebrowser-34a13afd36b5e529d553892b1cd8b9d5ce8881c4-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24,1,0,1,0,1,False,False,1,0
instance_qutebrowser__qutebrowser-35168ade46184d7e5b91dfa04ca42fe2abd82717-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/config/config.py,instance_qutebrowser__qutebrowser-35168ade46184d7e5b91dfa04ca42fe2abd82717-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,5,0,0,0,0,False,False,0,0
instance_qutebrowser__qutebrowser-35168ade46184d7e5b91dfa04ca42fe2abd82717-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/utils/jinja.py,instance_qutebrowser__qutebrowser-35168ade46184d7e5b91dfa04ca42fe2abd82717-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,5,0,0,0,0,False,False,0,0
instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171::qutebrowser/browser/commands.py,instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171,3,0,0,0,0,False,False,0,0
instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171::qutebrowser/completion/models/miscmodels.py,instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171,3,0,0,0,0,False,False,0,0
instance_qutebrowser__qutebrowser-e15d26630934d0b6415ed2295ac42fd570a57620-va0fd88aac89cde702ec1ba84877234da33adce8a::qutebrowser/browser/shared.py,instance_qutebrowser__qutebrowser-e15d26630934d0b6415ed2295ac42fd570a57620-va0fd88aac89cde702ec1ba84877234da33adce8a,2,0,0,0,0,False,False,0,0
instance_qutebrowser__qutebrowser-e15d26630934d0b6415ed2295ac42fd570a57620-va0fd88aac89cde702ec1ba84877234da33adce8a::qutebrowser/browser/webengine/interceptor.py,instance_qutebrowser__qutebrowser-e15d26630934d0b6415ed2295ac42fd570a57620-va0fd88aac89cde702ec1ba84877234da33adce8a,2,0,0,0,0,False,False,0,0
instance_qutebrowser__qutebrowser-f7753550f2c1dcb2348e4779fd5287166754827e-v059c6fdc75567943479b23ebca7c07b5e9a7f34c::qutebrowser/keyinput/basekeyparser.py,instance_qutebrowser__qutebrowser-f7753550f2c1dcb2348e4779fd5287166754827e-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,3,0,0,0,0,True,False,1,1
instance_qutebrowser__qutebrowser-f7753550f2c1dcb2348e4779fd5287166754827e-v059c6fdc75567943479b23ebca7c07b5e9a7f34c::qutebrowser/keyinput/keyutils.py,instance_qutebrowser__qutebrowser-f7753550f2c1dcb2348e4779fd5287166754827e-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,3,1,1,1,0,False,True,0,0
instance_qutebrowser__qutebrowser-f7753550f2c1dcb2348e4779fd5287166754827e-v059c6fdc75567943479b23ebca7c07b5e9a7f34c::qutebrowser/keyinput/modeparsers.py,instance_qutebrowser__qutebrowser-f7753550f2c1dcb2348e4779fd5287166754827e-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,3,1,1,1,0,False,True,0,0
instance_qutebrowser__qutebrowser-16de05407111ddd82fa12e54389d532362489da9-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/config/qtargs.py,instance_qutebrowser__qutebrowser-16de05407111ddd82fa12e54389d532362489da9-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,4,0,1,0,1,False,False,0,0
instance_qutebrowser__qutebrowser-996487c43e4fcc265b541f9eca1e7930e3c5cf05-v2ef375ac784985212b1805e1d0431dc8f1b3c171::qutebrowser/config/configtypes.py,instance_qutebrowser__qutebrowser-996487c43e4fcc265b541f9eca1e7930e3c5cf05-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1,0,0,0,0,False,False,0,0
instance_qutebrowser__qutebrowser-322834d0e6bf17e5661145c9f085b41215c280e8-v488d33dd1b2540b234cbb0468af6b6614941ce8f::qutebrowser/misc/earlyinit.py,instance_qutebrowser__qutebrowser-322834d0e6bf17e5661145c9f085b41215c280e8-v488d33dd1b2540b234cbb0468af6b6614941ce8f,5,0,1,0,1,False,False,0,0
instance_qutebrowser__qutebrowser-322834d0e6bf17e5661145c9f085b41215c280e8-v488d33dd1b2540b234cbb0468af6b6614941ce8f::qutebrowser/qt/machinery.py,instance_qutebrowser__qutebrowser-322834d0e6bf17e5661145c9f085b41215c280e8-v488d33dd1b2540b234cbb0468af6b6614941ce8f,5,0,1,0,1,False,False,1,0
instance_qutebrowser__qutebrowser-322834d0e6bf17e5661145c9f085b41215c280e8-v488d33dd1b2540b234cbb0468af6b6614941ce8f::qutebrowser/qutebrowser.py,instance_qutebrowser__qutebrowser-322834d0e6bf17e5661145c9f085b41215c280e8-v488d33dd1b2540b234cbb0468af6b6614941ce8f,5,0,1,0,1,False,False,1,0
instance_qutebrowser__qutebrowser-bf045f7ec7c27709ea3ef61cf41a24e8fdd2e7da-v059c6fdc75567943479b23ebca7c07b5e9a7f34c::qutebrowser/browser/webengine/webenginetab.py,instance_qutebrowser__qutebrowser-bf045f7ec7c27709ea3ef61cf41a24e8fdd2e7da-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,1,0,0,0,0,False,False,0,0
instance_qutebrowser__qutebrowser-9b71c1ea67a9e7eb70dd83214d881c2031db6541-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/config/qtargs.py,instance_qutebrowser__qutebrowser-9b71c1ea67a9e7eb70dd83214d881c2031db6541-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,4,0,1,0,1,False,False,0,0
instance_qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171::qutebrowser/components/adblock.py,instance_qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171,3,0,1,0,1,False,False,0,0
instance_qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171::qutebrowser/components/braveadblock.py,instance_qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171,3,0,1,0,1,False,False,0,0
instance_qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171::qutebrowser/components/utils/blockutils.py,instance_qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171,3,0,1,0,1,False,False,0,0
instance_qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f34c::qutebrowser/browser/qutescheme.py,instance_qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,6,0,1,0,1,False,False,0,0
instance_qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f34c::qutebrowser/config/config.py,instance_qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,6,0,0,0,0,False,False,1,0
instance_qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f34c::qutebrowser/config/configcommands.py,instance_qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,6,0,1,0,1,False,False,0,0
instance_qutebrowser__qutebrowser-ec2dcfce9eee9f808efc17a1b99e227fc4421dea-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271::qutebrowser/browser/shared.py,instance_qutebrowser__qutebrowser-ec2dcfce9eee9f808efc17a1b99e227fc4421dea-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,3,0,0,0,0,False,False,0,0
instance_qutebrowser__qutebrowser-473a15f7908f2bb6d670b0e908ab34a28d8cf7e2-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/config/qtargs.py,instance_qutebrowser__qutebrowser-473a15f7908f2bb6d670b0e908ab34a28d8cf7e2-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,4,0,1,0,1,False,False,0,0
instance_qutebrowser__qutebrowser-fec187c2cb53d769c2682b35ca77858a811414a8-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/utils/urlutils.py,instance_qutebrowser__qutebrowser-fec187c2cb53d769c2682b35ca77858a811414a8-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,1,0,0,0,0,False,False,0,0
instance_qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/config/configfiles.py,instance_qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,3,0,0,0,0,False,False,0,0
instance_qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/config/configtypes.py,instance_qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,3,0,0,0,0,False,False,0,0
instance_qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/config/configutils.py,instance_qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,3,0,0,0,0,False,False,0,0
instance_qutebrowser__qutebrowser-85b867fe8d4378c8e371f055c70452f546055854-v2ef375ac784985212b1805e1d0431dc8f1b3c171::qutebrowser/components/misccommands.py,instance_qutebrowser__qutebrowser-85b867fe8d4378c8e371f055c70452f546055854-v2ef375ac784985212b1805e1d0431dc8f1b3c171,7,0,0,0,0,False,False,0,0
instance_qutebrowser__qutebrowser-85b867fe8d4378c8e371f055c70452f546055854-v2ef375ac784985212b1805e1d0431dc8f1b3c171::qutebrowser/utils/utils.py,instance_qutebrowser__qutebrowser-85b867fe8d4378c8e371f055c70452f546055854-v2ef375ac784985212b1805e1d0431dc8f1b3c171,7,0,0,0,0,False,False,0,0
