task_id,repo_key,repo_files,ball_files,ball_lines,key_files,key_lines,ball_recall,ball_share_of_repo
instance_qutebrowser__qutebrowser-34a13afd36b5e529d553892b1cd8b9d5ce8881c4-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24::qutebrowser/misc/elf.py,qutebrowser/qutebrowser,225,104,44433,1,805,1.0,0.4642857142857143
instance_qutebrowser__qutebrowser-35168ade46184d7e5b91dfa04ca42fe2abd82717-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/config/config.py,qutebrowser/qutebrowser,210,153,54476,5,250,0.6,0.7320574162679426
instance_qutebrowser__qutebrowser-35168ade46184d7e5b91dfa04ca42fe2abd82717-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/utils/jinja.py,qutebrowser/qutebrowser,210,128,46551,5,804,0.6,0.6124401913875598
instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171::qutebrowser/browser/commands.py,qutebrowser/qutebrowser,223,150,50493,3,634,1.0,0.6756756756756757
instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171::qutebrowser/completion/models/miscmodels.py,qutebrowser/qutebrowser,223,138,50601,3,2168,1.0,0.6216216216216216
instance_qutebrowser__qutebrowser-e15d26630934d0b6415ed2295ac42fd570a57620-va0fd88aac89cde702ec1ba84877234da33adce8a::qutebrowser/browser/shared.py,qutebrowser/qutebrowser,251,175,57317,2,788,1.0,0.7
instance_qutebrowser__qutebrowser-e15d26630934d0b6415ed2295ac42fd570a57620-va0fd88aac89cde702ec1ba84877234da33adce8a::qutebrowser/browser/webengine/interceptor.py,qutebrowser/qutebrowser,251,165,56826,2,1155,1.0,0.66
instance_qutebrowser__qutebrowser-f7753550f2c1dcb2348e4779fd5287166754827e-v059c6fdc75567943479b23ebca7c07b5e9a7f34c::qutebrowser/keyinput/basekeyparser.py,qutebrowser/qutebrowser,247,156,56953,3,1859,1.0,0.6341463414634146
instance_qutebrowser__qutebrowser-f7753550f2c1dcb2348e4779fd5287166754827e-v059c6fdc75567943479b23ebca7c07b5e9a7f34c::qutebrowser/keyinput/keyutils.py,qutebrowser/qutebrowser,247,162,56541,3,1499,1.0,0.6585365853658537
instance_qutebrowser__qutebrowser-f7753550f2c1dcb2348e4779fd5287166754827e-v059c6fdc75567943479b23ebca7c07b5e9a7f34c::qutebrowser/keyinput/modeparsers.py,qutebrowser/qutebrowser,247,157,57043,3,1926,1.0,0.6382113821138211
instance_qutebrowser__qutebrowser-16de05407111ddd82fa12e54389d532362489da9-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/config/qtargs.py,qutebrowser/qutebrowser,225,143,57827,4,3316,1.0,0.6383928571428571
instance_qutebrowser__qutebrowser-996487c43e4fcc265b541f9eca1e7930e3c5cf05-v2ef375ac784985212b1805e1d0431dc8f1b3c171::qutebrowser/config/configtypes.py,qutebrowser/qutebrowser,228,150,53373,1,173,1.0,0.6607929515418502
instance_qutebrowser__qutebrowser-322834d0e6bf17e5661145c9f085b41215c280e8-v488d33dd1b2540b234cbb0468af6b6614941ce8f::qutebrowser/misc/earlyinit.py,qutebrowser/qutebrowser,248,168,57457,5,1325,0.8,0.680161943319838
instance_qutebrowser__qutebrowser-322834d0e6bf17e5661145c9f085b41215c280e8-v488d33dd1b2540b234cbb0468af6b6614941ce8f::qutebrowser/qt/machinery.py,qutebrowser/qutebrowser,248,168,56671,5,1444,0.8,0.680161943319838
instance_qutebrowser__qutebrowser-322834d0e6bf17e5661145c9f085b41215c280e8-v488d33dd1b2540b234cbb0468af6b6614941ce8f::qutebrowser/qutebrowser.py,qutebrowser/qutebrowser,248,142,53233,5,1418,0.8,0.5748987854251012
instance_qutebrowser__qutebrowser-bf045f7ec7c27709ea3ef61cf41a24e8fdd2e7da-v059c6fdc75567943479b23ebca7c07b5e9a7f34c::qutebrowser/browser/webengine/webenginetab.py,qutebrowser/qutebrowser,228,154,54544,1,1321,1.0,0.6784140969162996
instance_qutebrowser__qutebrowser-9b71c1ea67a9e7eb70dd83214d881c2031db6541-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/config/qtargs.py,qutebrowser/qutebrowser,225,143,57827,4,3316,1.0,0.6383928571428571
instance_qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171::qutebrowser/components/adblock.py,qutebrowser/qutebrowser,223,30,8723,3,535,1.0,0.13513513513513514
instance_qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171::qutebrowser/components/braveadblock.py,qutebrowser/qutebrowser,223,29,8458,3,552,1.0,0.13063063063063063
instance_qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171::qutebrowser/components/utils/blockutils.py,qutebrowser/qutebrowser,223,19,4787,3,671,1.0,0.08558558558558559
instance_qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f34c::qutebrowser/browser/qutescheme.py,qutebrowser/qutebrowser,247,172,58744,6,1587,0.8333333333333334,0.6991869918699187
instance_qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f34c::qutebrowser/config/config.py,qutebrowser/qutebrowser,247,181,58300,6,1530,0.8333333333333334,0.7357723577235772
instance_qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f34c::qutebrowser/config/configcommands.py,qutebrowser/qutebrowser,247,160,56579,6,1702,0.8333333333333334,0.6504065040650406
instance_qutebrowser__qutebrowser-ec2dcfce9eee9f808efc17a1b99e227fc4421dea-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271::qutebrowser/browser/shared.py,qutebrowser/qutebrowser,228,155,56237,3,2072,1.0,0.6828193832599119
instance_qutebrowser__qutebrowser-473a15f7908f2bb6d670b0e908ab34a28d8cf7e2-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/config/qtargs.py,qutebrowser/qutebrowser,225,143,57827,4,3316,1.0,0.6383928571428571
instance_qutebrowser__qutebrowser-fec187c2cb53d769c2682b35ca77858a811414a8-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/utils/urlutils.py,qutebrowser/qutebrowser,212,142,54306,1,696,1.0,0.6729857819905213
instance_qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/config/configfiles.py,qutebrowser/qutebrowser,213,141,54775,3,3080,1.0,0.6650943396226415
instance_qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/config/configtypes.py,qutebrowser/qutebrowser,213,132,46590,3,1851,1.0,0.6226415094339622
instance_qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d::qutebrowser/config/configutils.py,qutebrowser/qutebrowser,213,118,46019,3,3589,1.0,0.5566037735849056
instance_qutebrowser__qutebrowser-85b867fe8d4378c8e371f055c70452f546055854-v2ef375ac784985212b1805e1d0431dc8f1b3c171::qutebrowser/components/misccommands.py,qutebrowser/qutebrowser,226,110,48130,7,3115,1.0,0.4888888888888889
instance_qutebrowser__qutebrowser-85b867fe8d4378c8e371f055c70452f546055854-v2ef375ac784985212b1805e1d0431dc8f1b3c171::qutebrowser/utils/utils.py,qutebrowser/qutebrowser,226,165,56633,7,2673,1.0,0.7333333333333333
